season,episode,title,rating,votes
1,0,Game of Thrones: Unaired Original Pilot,9.2,4553
1,1,Winter Is Coming,8.9,64216
1,2,The Kingsroad,8.6,48542
1,3,Lord Snow,8.5,45951
1,4,"Cripples, Bastards, and Broken Things",8.6,43780
1,5,The Wolf and the Lion,9,45599
1,6,A Golden Crown,9.1,44995
1,7,You Win or You Die,9.2,45700
1,8,The Pointy End,8.9,42694
1,9,Baelor,9.6,60061
1,10,Fire and Blood,9.4,52068
2,1,The North Remembers,8.6,40143
2,2,The Night Lands,8.3,38108
2,3,What Is Dead May Never Die,8.7,37662
2,4,Garden of Bones,8.6,36675
2,5,The Ghost of Harrenhal,8.6,36852
2,6,The Old Gods and the New,8.9,38408
2,7,A Man Without Honor,8.8,37283
2,8,The Prince of Winterfell,8.6,36729
2,9,Blackwater,9.7,64511
2,10,Valar Morghulis,9.3,44593
3,1,Valar Dohaeris,8.6,38842
3,2,"Dark Wings, Dark Words",8.4,36093
3,3,Walk of Punishment,8.7,36527
3,4,And Now His Watch Is Ended,9.5,49188
3,5,Kissed by Fire,8.9,38019
3,6,The Climb,8.7,37128
3,7,The Bear and the Maiden Fair,8.6,36007
3,8,Second Sons,8.9,36761
3,9,The Rains of Castamere,9.9,136688
3,10,Mhysa,9.1,41370
4,1,Two Swords,9,44616
4,2,The Lion and the Rose,9.7,70160
4,3,Breaker of Chains,8.7,39040
4,4,Oathkeeper,8.7,37682
4,5,First of His Name,8.6,36986
4,6,The Laws of Gods and Men,9.7,70031
4,7,Mockingbird,9,40631
4,8,The Mountain and the Viper,9.7,69978
4,9,The Watchers on the Wall,9.6,63684
4,10,The Children,9.7,61901
5,1,The Wars to Come,8.3,38683
5,2,The House of Black and White,8.3,35451
5,3,High Sparrow,8.3,34482
5,4,Sons of the Harpy,8.5,35292
5,5,Kill the Boy,8.5,35421
5,6,"Unbowed, Unbent, Unbroken",7.9,39937
5,7,The Gift,8.8,37823
5,8,Hardhome,9.8,119086
5,9,The Dance of Dragons,9.4,54516
5,10,Mother's Mercy,9.1,53400
6,1,The Red Woman,8.4,48438
6,2,Home,9.2,56087
6,3,Oathbreaker,8.6,42834
6,4,Book of the Stranger,9,46019
6,5,The Door,9.7,88317
6,6,Blood of My Blood,8.3,42023
6,7,The Broken Man,8.5,41251
6,8,No One,8.3,45635
6,9,Battle of the Bastards,9.9,247903
6,10,The Winds of Winter,9.9,178359
7,1,Dragonstone,8.5,59740
7,2,Stormborn,8.8,53000
7,3,The Queen's Justice,9.1,55761
7,4,The Spoils of War,9.7,104208
7,5,Eastwatch,8.7,52691
7,6,Beyond the Wall,9,76374
7,7,The Dragon and the Wolf,9.4,76266
8,1,Winterfell,7.6,145485
8,2,A Knight of the Seven Kingdoms,7.9,144566
8,3,The Long Night,7.5,236536
8,4,The Last of the Starks,5.5,179509
8,5,The Bells,5.9,209764
8,6,The Iron Throne,4,277706
