episode_name_number,episode,imdb_rating,season,season_ep_name
S1.E1 ∙ Hammerscale,1,8.7,1,S1.E1: Hammerscale
S1.E2 ∙ An Unexpected Element,2,8.5,1,S1.E2: An Unexpected Element
S1.E3 ∙ A Fixed Number of Paths,3,8.5,1,S1.E3: A Fixed Number of Paths
S1.E4 ∙ Peculiarities,4,8.8,1,S1.E4: Peculiarities
S1.E5 ∙ The Tale of the Ronin and the Bride,5,9.5,1,S1.E5: The Tale of the Ronin and the Bride
S1.E6 ∙ All Evil Dreams and Angry Words,6,8.8,1,S1.E6: All Evil Dreams and Angry Words
S1.E7 ∙ Nothing Broken,7,8.5,1,S1.E7: Nothing Broken
S1.E8 ∙ The Great Fire of 1657,8,8.1,1,S1.E8: The Great Fire of 1657
