season,episode,title,rating,votes
1,1,Our Cup Runneth Over,7,3466
1,2,The Drip,7.2,2892
1,3,"Don't Worry, It's His Sister",7.5,2720
1,4,Bad Parents,7.4,2504
1,5,The Cabin,7.8,2501
1,6,Wine and Roses,7.5,2421
1,7,Turkey Shoot,7.5,2308
1,8,Allez-Vous,7.2,2229
1,9,Carl's Funeral,7.5,2229
1,10,Honeymoon,7.9,2278
1,11,Little Sister,7.3,2155
1,12,Surprise Party,7.8,2133
1,13,Town for Sale,7.9,2167
2,1,Finding David,7.7,2128
2,2,Family Dinner,7.8,2062
2,3,Jazzagals,7.4,1941
2,4,Estate Sale,7.6,1909
2,5,Bob's Bagels,7.8,1920
2,6,Moira vs. Town Council,7.6,1878
2,7,The Candidate,7.5,1820
2,8,Milk Money,8,1884
2,9,Moira's Nudes,8.1,1901
2,10,Ronnie's Party,7.6,1790
2,11,The Motel Guest,7.7,1802
2,12,Lawn Signs,7.9,1835
2,13,Happy Anniversary,8.9,2844
3,1,Opening Night,7.7,1876
3,2,The Throuple,7.8,1813
3,3,New Car,8.1,1871
3,4,Driving Test,7.7,1757
3,5,Rooms by the Hour,7.8,1770
3,6,Murder Mystery,7.5,1725
3,7,General Store,7.6,1729
3,8,Motel Review,7.9,1763
3,9,The Affair,8.1,1745
3,10,Sebastien Raine,7.4,1698
3,11,Stop Saying Lice!,8,1751
3,12,Friends & Family,8.4,1821
3,13,Grad Night,8.9,2322
4,1,Dead Guy in Room 4,7.8,1772
4,2,Pregnancy Test,8,1741
4,3,Asbestos Fest,7.4,1652
4,4,Girls' Night,7.7,1676
4,5,RIP Moira Rose,8.1,1713
4,6,Open Mic,8.8,2633
4,7,The Barbecue,8.2,1734
4,8,The Jazzaguy,8,1647
4,9,The Olive Branch,8.5,2196
4,10,Baby Sprinkle,7.7,1647
4,11,The Rollout,8,1615
4,12,Singles Week,9,2359
4,13,"Merry Christmas, Johnny Rose",8.6,1853
5,1,The Crowening,7.9,1745
5,2,Love Letters,7.8,1609
5,3,The Plant,7.9,1583
5,4,The Dress,7.7,1553
5,5,Housewarming,8.3,1754
5,6,Rock On!,7.7,1561
5,7,A Whisper of Desire,7.7,1539
5,8,The Hospies,8.1,1632
5,9,The M.V.P.,8.2,1670
5,10,Roadkill,7.4,1609
5,11,Meet the Parents,9.1,2484
5,12,The Roast,8,1540
5,13,The Hike,8.9,2048
5,14,Life Is a Cabaret,9.1,2280
6,1,Smoke Signals,8,1649
6,2,The Incident,8.2,1644
6,3,The Job Interview,7.7,1505
6,4,Maid of Honour,7.7,1487
6,5,The Premiere,8.3,1575
6,6,The Wingman,7.6,1505
6,7,Moira Rosé,8.3,1618
6,8,The Presidential Suite,8.5,1726
6,9,Rebound,7.8,1470
6,10,"Sunrise, Sunset",8.1,1501
6,11,The Bachelor Party,8.3,1556
6,12,The Pitch,8.7,1678
6,13,Start Spreading the News,9.2,2245
6,14,Happy Ending,9.3,2981
