season,episode,title,rating,votes
1,1,Into the Ring,8.4,20094
1,2,Cut Man,8.9,19324
1,3,Rabbit in a Snowstorm,8.2,16362
1,4,In the Blood,8.6,15890
1,5,World on Fire,8.7,15376
1,6,Condemned,8.9,15760
1,7,Stick,8.5,15125
1,8,Shadows in the Glass,8.9,15285
1,9,Speak of the Devil,9.1,15762
1,10,Nelson v. Murdock,8.4,14566
1,11,The Path of the Righteous,8.7,14404
1,12,The Ones We Leave Behind,8.6,14030
1,13,Daredevil,9.3,18006
2,1,Bang,8.8,15001
2,2,Dogs to a Gunfight,8.6,13591
2,3,New York's Finest,9.4,17758
2,4,Penny and Dime,9.4,16931
2,5,Kinbaku,8.1,14703
2,6,Regrets Only,8.4,12142
2,7,Semper Fidelis,8.5,12019
2,8,Guilty as Sin,9,13057
2,9,Seven Minutes in Heaven,9.4,15299
2,10,The Man in the Box,9,12573
2,11,.380,8.6,11763
2,12,The Dark at the End of the Tunnel,8.8,12008
2,13,A Cold Day in Hell's Kitchen,9.1,14222
3,1,Resurrection,8.2,11514
3,2,Please,8.5,10806
3,3,No Good Deed,8.4,10448
3,4,Blindsided,9.5,16885
3,5,The Perfect Game,8.8,11247
3,6,The Devil You Know,9.5,13789
3,7,Aftermath,8.7,10527
3,8,Upstairs/Downstairs,9,10743
3,9,Revelations,9.1,10685
3,10,Karen,8.6,11477
3,11,Reunion,9.1,10593
3,12,One Last Shot,9.3,11438
3,13,A New Napkin,9.6,16651
