season,episode,title,rating,votes,episode_year
1,1,The Cat and the Claw: Part 1,7.7,4518,1992
1,2,On Leather Wings,7.6,5297,1992
1,3,Heart of Ice,9,5430,1992
1,4,Feat of Clay: Part 1,8.3,3949,1992
1,5,Feat of Clay: Part 2,8.6,3957,1992
1,6,It's Never Too Late,7.6,3681,1992
1,7,Joker's Favor,8.5,3914,1992
1,8,The Cat and the Claw: Part 2,7.6,3579,1992
1,9,Pretty Poison,7.9,3907,1992
1,10,Nothing to Fear,8,4166,1992
1,11,Be a Clown,7.5,3462,1992
1,12,Appointment in Crime Alley,7.6,3050,1992
1,13,P.O.V.,7.5,3479,1992
1,14,The Clock King,7.6,2999,1992
1,15,The Last Laugh,7.7,3639,1992
1,16,Eternal Youth,7.3,2785,1992
1,17,Two-Face: Part 1,9.1,4611,1992
1,18,Two-Face: Part 2,9,4338,1992
1,19,Fear of Victory,7.6,2820,1992
1,20,I've Got Batman in My Basement,6.5,3092,1992
1,21,Vendetta,7.5,2754,1992
1,22,Prophecy of Doom,6.7,2712,1992
1,23,The Forgotten,7.2,3121,1992
1,24,Mad as a Hatter,8,2894,1992
1,25,The Cape and Cowl Conspiracy,7.5,2634,1992
1,26,Perchance to Dream,9,3422,1992
1,27,The Underdwellers,6.7,3071,1992
1,28,Night of the Ninja,7.5,2513,1992
1,29,The Strange Secret of Bruce Wayne,8.2,2641,1992
1,30,Tyger Tyger,7,2435,1992
1,31,Dreams in Darkness,8.3,2720,1992
1,32,Beware the Gray Ghost,8.9,3577,1992
1,33,Cat Scratch Fever,7.2,2380,1992
1,34,I Am the Night,8.6,2718,1992
1,35,Almost Got 'im,9.2,3728,1992
1,36,Moon of the Wolf,6.7,2300,1992
1,37,Terror in the Sky,7.3,2286,1992
1,38,Christmas with the Joker,7.8,3901,1992
1,39,Heart of Steel: Part 1,7.8,2381,1992
1,40,Heart of Steel: Part 2,7.9,2371,1992
1,41,"If You're So Smart, Why Aren't You Rich?",8.3,2601,1992
1,42,Joker's Wild,8.2,2479,1992
1,43,His Silicon Soul,8.2,2290,1992
1,44,Off Balance,7.6,2212,1992
1,45,What Is Reality?,7.7,2296,1992
1,46,The Laughing Fish,8.5,2637,1993
1,47,Harley and Ivy,8.6,2553,1993
1,48,The Mechanic,7.5,2140,1993
1,49,The Man Who Killed Batman,8.8,2696,1993
1,50,Zatanna,7.8,2253,1993
1,51,Robin's Reckoning: Part I,8.7,2666,1993
1,52,Birds of a Feather,7.6,2156,1993
1,53,Robin's Reckoning: Part II,8.6,2540,1993
1,54,Blind as a Bat,7.3,2015,1993
1,55,Day of the Samurai,7.8,2167,1993
1,56,See No Evil,7.7,2404,1993
1,57,The Demon's Quest: Part I,8.3,2222,1993
1,58,The Demon's Quest: Part II,8.3,2189,1993
1,59,Read My Lips,8.3,2210,1993
1,60,Fire from Olympus,6.9,2040,1993
2,1,Shadow of the Bat: Part 1,8.3,2233,1993
2,2,Shadow of the Bat: Part 2,8.3,2185,1993
2,3,Mudslide,8.1,2185,1993
2,4,The Worry Men,7.2,1970,1993
2,5,Paging the Crime Doctor,7.5,2021,1993
2,6,House & Garden,8.3,2068,1994
2,7,Sideshow,7.8,1974,1994
2,8,Avatar,7.5,1908,1994
2,9,Trial,9.1,2596,1994
2,10,Harlequinade,8.6,2188,1994
3,1,Bane,8.1,2098,1994
3,2,Second Chance,8.5,2215,1994
3,3,Riddler's Reform,8,1964,1994
3,4,Baby-Doll,7.8,2100,1994
3,5,Time Out of Joint,7.4,1839,1994
3,6,Harley's Holiday,8.6,2131,1994
3,7,Make 'Em Laugh,7.5,1849,1994
3,8,Batgirl Returns,7.6,1835,1994
3,9,Lock-Up,7.5,1848,1994
3,10,Deep Freeze,8.2,1966,1994
4,1,The Terrible Trio,6.7,1849,1995
4,2,Showdown,7.5,1886,1995
4,3,Catwalk,7.7,1838,1995
4,4,A Bullet for Bullock,8.1,1984,1995
4,5,The Lion and the Unicorn,7.2,1754,1995
