season,episode,title,rating,votes,episode_year
1,1,Simpsons Roasting on an Open Fire,8.1,10577,1989
1,2,Bart the Genius,7.6,7381,1990
1,3,Homer's Odyssey,7.3,6584,1990
1,4,There's No Disgrace Like Home,7.6,6377,1990
1,5,Bart the General,7.9,6584,1990
1,6,Moaning Lisa,7.6,6284,1990
1,7,The Call of the Simpsons,7.7,5971,1990
1,8,The Telltale Head,7.6,5772,1990
1,9,Life on the Fast Lane,7.4,5738,1990
1,10,Homer's Night Out,7.3,5558,1990
1,11,The Crepes of Wrath,7.7,5589,1990
1,12,Krusty Gets Busted,8.3,6079,1990
1,13,Some Enchanted Evening,7.7,5751,1990
2,1,Bart Gets an F,8.3,6169,1990
2,2,Simpson and Delilah,8.2,5923,1990
2,3,Treehouse of Horror,8.2,6443,1990
2,4,Two Cars in Every Garage and Three Eyes on Every Fish,8,5285,1990
2,5,Dancin' Homer,7.3,5089,1990
2,6,Dead Putting Society,7.9,4974,1990
2,7,Bart vs. Thanksgiving,7.6,4929,1990
2,8,Bart the Daredevil,8.3,5254,1990
2,9,Itchy & Scratchy & Marge,8,5159,1990
2,10,Bart Gets Hit by a Car,7.7,4784,1991
2,11,"One Fish, Two Fish, Blowfish, Blue Fish",8.8,6078,1991
2,12,The Way We Was,8.3,5025,1991
2,13,Homer vs. Lisa and the 8th Commandment,8,4698,1991
2,14,Principal Charming,7.4,4514,1991
2,15,"Oh Brother, Where Art Thou?",8.3,4959,1991
2,16,Bart's Dog Gets an F,7.4,4423,1991
2,17,Old Money,7.6,4405,1991
2,18,Brush with Greatness,7.9,4441,1991
2,19,Lisa's Substitute,8.6,5729,1991
2,20,The War of the Simpsons,7.7,4334,1991
2,21,Three Men and a Comic Book,8.2,4837,1991
2,22,Blood Feud,7.8,4260,1991
3,1,Stark Raving Dad,8.6,5609,1991
3,2,Mr. Lisa Goes to Washington,7.7,4573,1991
3,3,When Flanders Failed,8.2,4748,1991
3,4,Bart the Murderer,8.6,5269,1991
3,5,Homer Defined,8.3,4953,1991
3,6,"Like Father, Like Clown",7.5,4393,1991
3,7,Treehouse of Horror II,8.2,4992,1991
3,8,Lisa's Pony,7.8,4318,1991
3,9,Saturdays of Thunder,7.8,4261,1991
3,10,Flaming Moe's,8.8,5482,1991
3,11,Burns Verkaufen der Kraftwerk,8.2,4386,1991
3,12,I Married Marge,8.3,4305,1991
3,13,Radio Bart,8.5,4629,1992
3,14,Lisa the Greek,8,4115,1992
3,15,Homer Alone,8,4108,1992
3,16,Bart the Lover,8.3,4575,1992
3,17,Homer at the Bat,8.7,5372,1992
3,18,Separate Vocations,8.2,4127,1992
3,19,Dog of Death,7.7,3927,1992
3,20,Colonel Homer,8,4288,1992
3,21,Black Widower,8.3,4282,1992
3,22,The Otto Show,7.6,4005,1992
3,23,Bart's Friend Falls in Love,7.7,3993,1992
3,24,"Brother, Can You Spare Two Dimes?",8.2,4129,1992
4,1,Kamp Krusty,8.5,4914,1992
4,2,A Streetcar Named Marge,8.1,4465,1992
4,3,Homer the Heretic,8.9,5824,1992
4,4,Lisa the Beauty Queen,7.7,4051,1992
4,5,Treehouse of Horror III,8.4,4796,1992
4,6,Itchy & Scratchy: The Movie,8.2,4322,1992
4,7,Marge Gets a Job,7.7,3940,1992
4,8,New Kid on the Block,8.2,4288,1992
4,9,Mr. Plow,8.8,5319,1992
4,10,Lisa's First Word,8.7,4592,1992
4,11,Homer's Triple Bypass,8.6,4723,1992
4,12,Marge vs. the Monorail,9.1,6679,1993
4,13,Selma's Choice,8,3983,1993
4,14,Brother from the Same Planet,8.1,3989,1993
4,15,I Love Lisa,8.4,4371,1993
4,16,Duffless,8.3,4087,1993
4,17,Last Exit to Springfield,9,6025,1993
4,18,So It's Come to This: A Simpsons Clip Show,6.9,3698,1993
4,19,The Front,8,3796,1993
4,20,Whacking Day,8.1,4033,1993
4,21,Marge in Chains,7.7,3731,1993
4,22,Krusty Gets Kancelled,8.1,4055,1993
5,1,Homer's Barbershop Quartet,8.5,4850,1993
5,2,Cape Feare,9.2,6774,1993
5,3,Homer Goes to College,8.6,4803,1993
5,4,Rosebud,8.8,4903,1993
5,5,Treehouse of Horror IV,8.8,5073,1993
5,6,Marge on the Lam,8,3946,1993
5,7,Bart's Inner Child,7.6,3713,1993
5,8,Boy Scoutz 'n the Hood,8.6,4442,1993
5,9,The Last Temptation of Homer,8.5,4356,1993
5,10,"$pringfield (Or, How I Learned to Stop Worrying and Love Legalized Gambling)",8.6,4329,1993
5,11,Homer the Vigilante,8.2,3980,1994
5,12,Bart Gets Famous,8.1,3871,1994
5,13,Homer and Apu,8.2,3907,1994
5,14,Lisa vs. Malibu Stacy,8.1,4066,1994
5,15,Deep Space Homer,8.8,4948,1994
5,16,Homer Loves Flanders,8.6,4216,1994
5,17,Bart Gets an Elephant,7.8,3727,1994
5,18,Burns' Heir,8.3,3902,1994
5,19,Sweet Seymour Skinner's Baadasssss Song,8.3,3972,1994
5,20,The Boy Who Knew Too Much,8.3,3728,1994
5,21,Lady Bouvier's Lover,7.5,3398,1994
5,22,Secrets of a Successful Marriage,8,3565,1994
6,1,Bart of Darkness,8.7,4573,1994
6,2,Lisa's Rival,8.1,3907,1994
