symbol,date,open,high,low,close,volume,adjusted
VOO,2010-09-09,102.5,102.5,101.13999938964844,101.31999969482422,26500,76.31311798095703
VOO,2010-09-10,101.68000030517578,101.86000061035156,101.30000305175781,101.77999877929688,8600,76.65958404541016
VOO,2010-09-13,102.95999908447266,103.13999938964844,102.5,103.05999755859375,33750,77.62366485595703
VOO,2010-09-14,102.83999633789062,103.4800033569336,102.37999725341797,103.04000091552734,59400,77.60858917236328
VOO,2010-09-15,102.62000274658203,103.37999725341797,102.4000015258789,103.30000305175781,9250,77.80443572998047
VOO,2010-09-16,103.0199966430664,103.31999969482422,102.69999694824219,103.26000213623047,59550,77.77429962158203
VOO,2010-09-17,103.87999725341797,103.87999725341797,103.0199966430664,103.36000061035156,49350,77.84962463378906
VOO,2010-09-20,103.73999786376953,105.04000091552734,103.45999908447266,105.04000091552734,19000,79.114990234375
VOO,2010-09-21,105.0199966430664,105.44000244140625,104.27999877929688,104.72000122070312,19250,78.87396240234375
VOO,2010-09-22,104.55999755859375,105.04000091552734,103.95999908447266,104.16000366210938,18100,78.45219421386719
VOO,2010-09-23,103.31999969482422,104.33999633789062,103.12000274658203,103.30000305175781,33350,77.80443572998047
VOO,2010-09-24,103.94000244140625,104.9000015258789,103.86000061035156,104.83999633789062,24100,79.39319610595703
VOO,2010-09-27,104.9800033569336,104.9800033569336,104.33999633789062,104.33999633789062,15000,79.01456451416016
VOO,2010-09-28,104.31999969482422,105.0199966430664,103.41999816894531,105.0199966430664,49850,79.529541015625
VOO,2010-09-29,104.58000183105469,104.91999816894531,104.22000122070312,104.5199966430664,15900,79.1508560180664
VOO,2010-09-30,105.19999694824219,105.68000030517578,103.95999908447266,104.36000061035156,44750,79.029754638671875
VOO,2010-10-01,105.08000183105469,105.16000366210938,104.16000366210938,104.72000122070312,17100,79.30233001708984
VOO,2010-10-04,105.26000213623047,105.26000213623047,103.5,103.83999633789062,88700,78.63592529296875
VOO,2010-10-05,105.0199966430664,106.19999694824219,104.81999969482422,106.12000274658203,19850,80.3625259399414
VOO,2010-10-06,106.12000274658203,106.27999877929688,105.62000274658203,105.94000244140625,276900,80.2262191772461
VOO,2010-10-07,106.5,106.5,105.31999969482422,105.87999725341797,49900,80.1808090209961
VOO,2010-10-08,106.0199966430664,106.73999786376953,105.66000366210938,106.68000030517578,61550,80.7865982055664
VOO,2010-10-11,106.72000122070312,106.83999633789062,106.27999877929688,106.5,14200,80.6502914428711
VOO,2010-10-12,106.37999725341797,107.23999786376953,105.73999786376953,107.12000274658203,42050,81.11980438232422
VOO,2010-10-13,107.58000183105469,108.27999877929688,107.23999786376953,107.76000213623047,74450,81.6044921875
VOO,2010-10-14,107.69999694824219,107.81999969482422,106.80000305175781,107.36000061035156,19100,81.30156707763672
VOO,2010-10-15,108.04000091552734,108.08000183105469,106.72000122070312,107.55999755859375,54950,81.45301055908203
VOO,2010-10-18,107.62000274658203,108.44000244140625,107.44000244140625,108.33999633789062,22850,82.04368591308594
VOO,2010-10-19,107.13999938964844,107.68000030517578,106.0199966430664,106.62000274658203,38550,80.741180419921875
VOO,2010-10-20,106.94000244140625,108.16000366210938,106.94000244140625,107.76000213623047,22800,81.6044921875
VOO,2010-10-21,108.26000213623047,108.76000213623047,107.30000305175781,107.91999816894531,29400,81.72562408447266
VOO,2010-10-22,108.16000366210938,108.19999694824219,107.94000244140625,108.18000030517578,24850,81.922515869140625
VOO,2010-10-25,109.0199966430664,109.27999877929688,108.45999908447266,108.5,29600,82.16484069824219
VOO,2010-10-26,107.91999816894531,108.55999755859375,107.87999725341797,108.4800033569336,15000,82.14972686767578
VOO,2010-10-27,107.73999786376953,108.22000122070312,107.22000122070312,108.13999938964844,17150,81.892242431640625
VOO,2010-10-28,108.76000213623047,108.81999969482422,107.76000213623047,108.22000122070312,19250,81.95281219482422
VOO,2010-10-29,108.0999984741211,108.41999816894531,108,108.30000305175781,13400,82.01338958740234
VOO,2010-11-01,108.91999816894531,109.41999816894531,107.76000213623047,108.36000061035156,51550,82.05885314941406
VOO,2010-11-02,109.22000122070312,109.41999816894531,108.86000061035156,109.19999694824219,26100,82.69490814208984
VOO,2010-11-03,109.41999816894531,109.66000366210938,108.31999969482422,109.66000366210938,31850,83.04331970214844
VOO,2010-11-04,110.9000015258789,111.80000305175781,110.73999786376953,111.72000122070312,49000,84.60328674316406
VOO,2010-11-05,111.9000015258789,112.30000305175781,111.68000030517578,112.16000366210938,48300,84.936492919921875
VOO,2010-11-08,111.87999725341797,112.08000183105469,111.5,112.0199966430664,43400,84.830474853515625
VOO,2010-11-09,112.18000030517578,112.30000305175781,110.80000305175781,111.13999938964844,35700,84.16407775878906
VOO,2010-11-10,111.16000366210938,111.5999984741211,110.31999969482422,111.55999755859375,28200,84.48212432861328
VOO,2010-11-11,110.68000030517578,111.27999877929688,110.41999816894531,111.19999694824219,24000,84.20951080322266
