season,episode,title,rating,votes
1,1,Pilot,7.7,7086
1,2,The Tagger,7.5,5819
1,3,The Slump,7.5,5449
1,4,M.E. Time,7.6,5268
1,5,The Vulture,7.9,5119
1,6,Halloween,8.4,5770
1,7,48 Hours,8,5019
1,8,Old School,7.6,4826
1,9,Sal's Pizza,7.5,4717
1,10,Thanksgiving,8.1,4832
1,11,Christmas,8.1,4628
1,12,Pontiac Bandit,8,4688
1,13,The Bet,8.7,5278
1,14,The Ebony Falcon,7.5,4365
1,15,Operation: Broken Feather,8,4556
1,16,The Party,8.4,4776
1,17,Full Boyle,7.8,4322
1,18,The Apartment,7.5,4201
1,19,Tactical Village,8.3,4459
1,20,Fancy Brudgom,7.5,4184
1,21,Unsolvable,8,4244
1,22,Charges and Specs,8.8,5003
2,1,Undercover,8.1,4342
2,2,Chocolate Milk,7.6,4097
2,3,The Jimmy Jab Games,8.1,4284
2,4,Halloween II,8.7,4794
2,5,The Mole,8.1,4094
2,6,Jake and Sophia,8.1,4092
2,7,Lockdown,7.7,3951
2,8,USPIS,7.7,3931
2,9,The Road Trip,8.1,4067
2,10,The Pontiac Bandit Returns,8.2,4034
2,11,Stakeout,7.7,3867
2,12,Beach House,8.2,4078
2,13,Payback,7.8,3808
2,14,Defense Rests,7.6,3772
2,15,Windbreaker City,8.1,3867
2,16,The Wednesday Incident,7.9,3782
2,17,Boyle-Linetti Wedding,8.1,3879
2,18,Captain Peralta,7.7,3745
2,19,Sabotage,7.8,3709
2,20,AC/DC,7.6,3660
2,21,Det. Dave Majors,7.8,3718
2,22,The Chopper,8.5,3874
2,23,Johnny and Dora,9,5054
3,1,New Captain,8.2,4101
3,2,The Funeral,7.6,3721
3,3,Boyle's Hunch,7.7,3638
3,4,The Oolong Slayer,8.4,3896
3,5,Halloween III,8.9,4668
3,6,Into the Woods,7.6,3612
3,7,The Mattress,7.6,3593
3,8,Ava,8.1,3685
3,9,The Swedes,7.7,3709
3,10,Yippie Kayak,8.7,4169
3,11,Hostage Situation,7.6,3545
3,12,9 Days,7.9,3789
3,13,The Cruise,8,3646
3,14,Karen Peralta,7.5,3453
3,15,The 9-8,7.9,3502
3,16,House Mouses,7.7,3379
3,17,Adrian Pimento,7.7,3488
3,18,Cheddar,7.7,3480
3,19,Terry Kitties,7.6,3320
3,20,Paranoia,8.1,3411
3,21,Maximum Security,8,3413
3,22,Bureau,8.6,3674
3,23,Greg and Larry,9,4244
4,1,"Coral Palms, Part 1",8.1,3820
4,2,"Coral Palms, Part 2",8.1,3643
4,3,"Coral Palms, Part 3",8.3,3660
4,4,The Night Shift,7.5,3481
4,5,Halloween IV,8.7,4133
4,6,Monster in the Closet,7.8,3358
4,7,Mr. Santiago,8.1,3548
4,8,Skyfire Cycle,7.6,3357
4,9,The Overmining,7.9,3323
4,10,Captain Latvia,7.5,3325
4,11,"The Fugitive, Part 1",8.3,3499
4,12,"The Fugitive, Part 2",8.4,3245
4,13,The Audit,7.6,3223
4,14,Serve & Protect,7.7,3230
4,15,The Last Ride,8.2,3342
4,16,Moo Moo,8.8,5953
4,17,Cop-Con,8.2,3281
4,18,Chasing Amy,7.9,3194
4,19,Your Honor,7.8,3131
4,20,The Slaughterhouse,7.9,3131
4,21,The Bank Job,8.4,3317
4,22,Crime & Punishment,8.5,3512
5,1,The Big House Pt. 1,8.4,3775
5,2,The Big House Pt. 2,8.3,3573
5,3,Kicks,7.8,3269
5,4,HalloVeen,9.4,6762
5,5,Bad Beat,7.8,3221
5,6,The Venue,7.6,3222
5,7,Two Turkeys,8,3310
5,8,Return to Skyfire,7.4,3206
5,9,99,8.7,4015
5,10,Game Night,8.4,4079
5,11,The Favor,7.8,3168
5,12,Safe House,8.6,3704
5,13,The Negotiation,8.2,3449
5,14,The Box,9.5,10291
5,15,The Puzzle Master,7.6,3163
5,16,NutriBoom,7.7,3153
5,17,DFW,7.7,3376
5,18,Gray Star Mutual,7.8,3108
5,19,Bachelor/ette Party,8.3,3274
5,20,Show Me Going,8.2,3486
5,21,White Whale,7.8,3047
5,22,Jake & Amy,9.1,4819
6,1,Honeymoon,8.3,4069
6,2,Hitchcock & Scully,8.7,4482
6,3,The Tattler,7.5,3385
6,4,Four Movements,7.3,3631
6,5,A Tale of Two Bandits,8,3497
6,6,The Crime Scene,8.4,3786
6,7,The Honeypot,8.3,3521
6,8,"He Said, She Said",7.1,5432
6,9,The Golden Child,8,3372
6,10,Gintars,7.3,3141
6,11,The Therapist,7.9,3216
6,12,Casecation,7.5,3501
6,13,The Bimbo,7.8,3066
6,14,Ticking Clocks,8.2,3422
6,15,Return of the King,6.4,3727
6,16,Cinco de Mayo,9,4412
6,17,Sicko,8.3,3108
6,18,Suicide Squad,8.9,3948
7,1,Manhunter,7.9,3397
7,2,Captain Kim,8.1,3265
7,3,Pimemento,8.5,3582
7,4,The Jimmy Jab Games II,7.8,3147
7,5,Debbie,7.2,3329
7,6,Trying,7.7,3094
7,7,Ding Dong,8.6,3524
7,8,The Takeback,8.1,3146
7,9,Dillman,8.6,3291
7,10,Admiral Peralta,7.8,2934
7,11,Valloweaster,8.1,3215
7,12,Ransom,8.6,3367
7,13,Lights Out,9.1,4571
8,1,The Good Ones,4.9,9576
8,2,The Lake House,7.6,3835
8,3,Blue Flu,7,3553
8,4,Balancing,7.5,3223
8,5,PB&J,7.8,3407
8,6,The Set Up,6.7,3538
8,7,Game of Boyles,7.9,3191
8,8,Renewal,7.9,2956
8,9,The Last Day Pt 1,9.2,4623
8,10,The Last Day Pt 2,9.4,6146
