season,episode,title,rating,votes,episode_year
1,1,"Good News, Bad News",7.3,7565,1989
1,2,The Stakeout,7.5,6451,1990
1,3,The Robbery,7.4,5916,1990
1,4,Male Unbonding,7.2,5755,1990
1,5,The Stock Tip,7.3,5560,1990
2,1,The Ex-Girlfriend,7.5,5439,1991
2,2,The Pony Remark,7.8,5654,1991
2,3,The Jacket,8.2,5775,1991
2,4,The Phone Message,8.3,5582,1991
2,5,The Apartment,7.7,5106,1991
2,6,The Statue,7.8,5149,1991
2,7,The Revenge,8.2,5268,1991
2,8,The Heart Attack,7.8,5195,1991
2,9,The Deal,8.2,5231,1991
2,10,The Baby Shower,7.4,4984,1991
2,11,The Chinese Restaurant,8.6,6267,1991
2,12,The Busboy,7.6,4984,1991
3,1,The Note,8.2,5341,1991
3,2,The Truth,7.6,4812,1991
3,3,The Pen,8.2,5408,1991
3,4,The Dog,7.1,5184,1991
3,5,The Library,8.5,5889,1991
3,6,The Parking Garage,8.7,6396,1991
3,7,The Cafe,8.3,5047,1991
3,8,The Tape,8.7,5480,1991
3,9,The Nose Job,7.8,4914,1991
3,10,The Stranded,7.4,4806,1991
3,11,The Alternate Side,8.2,4903,1991
3,12,The Red Dot,8.3,4933,1991
3,13,The Subway,8.7,5737,1992
3,14,The Pez Dispenser,8.4,4976,1992
3,15,The Suicide,7.4,4501,1992
3,16,The Fix Up,8.4,5010,1992
3,17,The Boyfriend,8.6,5645,1992
3,18,The Limo,8.9,6402,1992
3,19,The Good Samaritan,7.8,4496,1992
3,20,The Letter,7.8,4376,1992
3,21,The Parking Space,8.2,4676,1992
3,22,The Keys,8.2,4559,1992
4,1,The Trip: Part 1,8,4609,1992
4,2,The Trip: Part 2,8.3,4565,1992
4,3,The Pitch,8.5,4710,1992
4,4,The Ticket,8.2,4327,1992
4,5,The Wallet,7.9,4286,1992
4,6,The Watch,8,4198,1992
4,7,The Bubble Boy,8.7,5711,1992
4,8,The Cheever Letters,8.5,4642,1992
4,9,The Opera,8.2,4499,1992
4,10,The Virgin,8.1,4377,1992
4,11,The Contest,9.5,10139,1992
4,12,The Airport,8.9,5549,1992
4,13,The Pick,8.5,4648,1992
4,14,The Movie,8.1,4460,1993
4,15,The Visa,8,4187,1993
4,16,The Shoes,8.1,4417,1993
4,17,The Outing,9.4,7556,1993
4,18,The Old Man,8,4431,1993
4,19,The Implant,8.6,4716,1993
4,20,The Junior Mint,8.7,5172,1993
4,21,The Smelly Car,8.3,4472,1993
4,22,The Handicap Spot,8.2,4288,1993
4,23,The Pilot,8.6,4717,1993
5,1,The Mango,8.5,4716,1993
5,2,The Puffy Shirt,8.8,5499,1993
5,3,The Glasses,8.3,4466,1993
5,4,The Sniffing Accountant,8.1,4307,1993
5,5,The Bris,8,4542,1993
5,6,The Lip Reader,8.4,4384,1993
5,7,The Non-Fat Yogurt,8.3,4641,1993
5,8,The Barber,8.3,4482,1993
5,9,The Masseuse,7.7,4198,1993
5,10,The Cigar Store Indian,8.4,4580,1993
5,11,The Conversion,8.1,4184,1993
5,12,The Stall,8.6,4601,1994
5,13,The Dinner Party,8.2,4329,1994
5,14,The Marine Biologist,9.2,6766,1994
5,15,The Pie,8.5,4382,1994
5,16,The Stand-In,7.6,4039,1994
5,17,The Wife,7.9,4174,1994
