fips,state_alpha,countyname,areaname,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
28099,NA,Neshoba County,NA,727,768,842,1147,1354
28101,NA,Newton County,NA,638,642,842,1012,1115
28103,NA,Noxubee County,NA,708,713,842,1049,1118
28105,NA,Oktibbeha County,NA,834,873,957,1262,1267
28107,NA,Panola County,NA,605,743,878,1121,1455
28109,NA,Pearl River County,NA,821,857,949,1315,1320
28111,NA,Perry County,NA,766,888,1047,1348,1386
28113,NA,Pike County,NA,837,845,986,1182,1418
28115,NA,Pontotoc County,NA,643,850,932,1142,1484
28117,NA,Prentiss County,NA,638,642,842,1012,1118
28119,NA,Quitman County,NA,708,713,842,1171,1412
28121,NA,Rankin County,NA,1091,1097,1288,1544,1705
28123,NA,Scott County,NA,790,795,952,1141,1260
28125,NA,Sharkey County,NA,708,713,842,1115,1118
28127,NA,Simpson County,NA,592,762,858,1193,1439
28129,NA,Smith County,NA,727,768,842,1012,1118
28131,NA,Stone County,NA,734,739,969,1162,1432
28133,NA,Sunflower County,NA,581,642,842,1136,1260
28135,NA,Tallahatchie County,NA,727,768,842,1096,1412
28137,NA,Tate County,NA,825,830,1089,1337,1493
28139,NA,Tippah County,NA,733,768,842,1092,1118
28141,NA,Tishomingo County,NA,727,759,842,1115,1118
28143,NA,Tunica County,NA,986,1073,1186,1422,1570
28145,NA,Union County,NA,760,795,872,1082,1155
28147,NA,Walthall County,NA,776,781,923,1107,1222
28149,NA,Warren County,NA,800,805,953,1181,1336
28151,NA,Washington County,NA,648,768,842,1177,1412
28153,NA,Wayne County,NA,708,713,842,1098,1118
28155,NA,Webster County,NA,708,713,842,1012,1115
28157,NA,Wilkinson County,NA,708,713,842,1049,1118
28159,NA,Winston County,NA,727,768,842,1111,1115
28161,NA,Yalobusha County,NA,667,672,842,1115,1242
28163,NA,Yazoo County,NA,745,750,984,1209,1303
29001,NA,Adair County,NA,706,708,888,1235,1490
29003,NA,Andrew County,NA,774,832,1077,1363,1566
29005,NA,Atchison County,NA,660,677,888,1065,1333
29007,NA,Audrain County,NA,660,690,888,1141,1239
29009,NA,Barry County,NA,672,677,888,1235,1311
29011,NA,Barton County,NA,660,734,888,1235,1273
29013,NA,Bates County,NA,702,706,927,1232,1555
29015,NA,Benton County,NA,690,708,929,1194,1453
29017,NA,Bollinger County,NA,763,807,992,1380,1664
29019,NA,Boone County,NA,800,1011,1160,1573,1861
29021,NA,Buchanan County,NA,774,832,1077,1363,1566
29023,NA,Butler County,NA,660,682,895,1194,1199
29025,NA,Caldwell County,NA,1095,1197,1358,1769,2103
29027,NA,Callaway County,NA,789,794,1042,1249,1472
29029,NA,Camden County,NA,697,716,939,1306,1375
29031,NA,Cape Girardeau County,NA,763,807,992,1380,1664
29033,NA,Carroll County,NA,660,677,888,1157,1336
29035,NA,Carter County,NA,660,677,888,1065,1320
29037,NA,Cass County,NA,1095,1197,1358,1769,2103
29039,NA,Cedar County,NA,660,677,888,1214,1320
29041,NA,Chariton County,NA,660,677,888,1235,1320
29043,NA,Christian County,NA,877,883,1095,1498,1701
29045,NA,Clark County,NA,660,677,888,1154,1320
29047,NA,Clay County,NA,1095,1197,1358,1769,2103
29049,NA,Clinton County,NA,1095,1197,1358,1769,2103
29051,NA,Cole County,NA,689,694,910,1266,1379
29053,NA,Cooper County,NA,668,730,958,1182,1497
29055,NA,Crawford County,NA,612,729,888,1235,1375
29056,NA,Sullivan part,NA,955,995,1218,1568,1812
29057,NA,Dade County,NA,660,729,888,1209,1490
29059,NA,Dallas County,NA,727,732,888,1235,1490
29061,NA,Daviess County,NA,660,677,888,1138,1294
29063,NA,DeKalb County,NA,774,832,1077,1363,1566
29065,NA,Dent County,NA,663,680,892,1070,1326
29067,NA,Douglas County,NA,660,677,888,1065,1320
29069,NA,Dunklin County,NA,660,677,888,1228,1416
29071,NA,Franklin County,NA,955,995,1218,1568,1812
29073,NA,Gasconade County,NA,660,677,888,1192,1197
29075,NA,Gentry County,NA,660,691,888,1235,1490
29077,NA,Greene County,NA,877,883,1095,1498,1701
29079,NA,Grundy County,NA,660,677,888,1171,1353
29081,NA,Harrison County,NA,660,677,888,1160,1176
29083,NA,Henry County,NA,652,677,888,1171,1176
29085,NA,Hickory County,NA,660,796,888,1235,1320
29087,NA,Holt County,NA,660,677,888,1111,1373
29089,NA,Howard County,NA,720,796,1044,1252,1382
29091,NA,Howell County,NA,612,677,888,1224,1490
29093,NA,Iron County,NA,660,810,888,1084,1371
29095,NA,Jackson County,NA,1095,1197,1358,1769,2103
29097,NA,Jasper County,NA,760,765,947,1237,1285
29099,NA,Jefferson County,NA,955,995,1218,1568,1812
29101,NA,Johnson County,NA,810,815,965,1342,1619
29103,NA,Knox County,NA,660,677,888,1086,1320
29105,NA,Laclede County,NA,671,688,903,1182,1482
29107,NA,Lafayette County,NA,1095,1197,1358,1769,2103
29109,NA,Lawrence County,NA,660,677,888,1169,1337
29111,NA,Lewis County,NA,612,677,888,1171,1176
29113,NA,Lincoln County,NA,955,995,1218,1568,1812
29115,NA,Linn County,NA,660,677,888,1065,1176
29117,NA,Livingston County,NA,660,677,888,1147,1331
29119,NA,McDonald County,NA,672,677,888,1235,1490
29121,NA,Macon County,NA,645,713,936,1212,1324
29123,NA,Madison County,NA,695,713,935,1133,1390
29125,NA,Maries County,NA,660,790,888,1202,1320
29127,NA,Marion County,NA,707,729,952,1256,1260
29129,NA,Mercer County,NA,660,677,888,1235,1320
29131,NA,Miller County,NA,667,819,898,1088,1416
29133,NA,Mississippi County,NA,660,677,888,1196,1407
29135,NA,Moniteau County,NA,698,703,922,1260,1413
29137,NA,Monroe County,NA,660,677,888,1065,1303
29139,NA,Montgomery County,NA,672,677,888,1226,1336
29141,NA,Morgan County,NA,660,745,888,1171,1176
29143,NA,New Madrid County,NA,661,678,890,1067,1178
29145,NA,Newton County,NA,760,765,947,1237,1285
29147,NA,Nodaway County,NA,714,718,906,1160,1520
29149,NA,Oregon County,NA,660,677,888,1235,1349
29151,NA,Osage County,NA,689,694,910,1266,1379
29153,NA,Ozark County,NA,660,677,888,1065,1176
29155,NA,Pemiscot County,NA,660,713,888,1171,1176
29157,NA,Perry County,NA,707,868,952,1260,1265
29159,NA,Pettis County,NA,740,745,978,1268,1411
29161,NA,Phelps County,NA,730,742,933,1231,1235
29163,NA,Pike County,NA,682,700,918,1101,1215
29165,NA,Platte County,NA,1095,1197,1358,1769,2103
29167,NA,Polk County,NA,729,733,888,1235,1490
29169,NA,Pulaski County,NA,789,809,1062,1477,1699
29171,NA,Putnam County,NA,660,698,888,1065,1320
29173,NA,Ralls County,NA,660,677,888,1128,1490
29175,NA,Randolph County,NA,660,693,888,1235,1384
29177,NA,Ray County,NA,1095,1197,1358,1769,2103
29179,NA,Reynolds County,NA,660,677,888,1065,1176
29181,NA,Ripley County,NA,660,731,888,1141,1420
29183,NA,St. Charles County,NA,955,995,1218,1568,1812
29185,NA,St. Clair County,NA,612,677,888,1065,1320
29186,NA,Ste. Genevieve County,NA,685,767,922,1105,1547
29187,NA,St. Francois County,NA,684,689,904,1169,1197
29189,NA,St. Louis County,NA,955,995,1218,1568,1812
29195,NA,Saline County,NA,660,677,888,1153,1176
29197,NA,Schuyler County,NA,612,677,888,1065,1176
29199,NA,Scotland County,NA,660,705,888,1235,1490
29201,NA,Scott County,NA,691,709,930,1145,1231
29203,NA,Shannon County,NA,654,677,888,1083,1320
29205,NA,Shelby County,NA,660,703,888,1189,1429
29207,NA,Stoddard County,NA,660,677,888,1183,1247
29209,NA,Stone County,NA,649,703,923,1284,1548
29211,NA,Sullivan County,NA,660,809,888,1110,1320
29213,NA,Taney County,NA,779,784,1029,1329,1522
29215,NA,Texas County,NA,612,694,888,1192,1490
29217,NA,Vernon County,NA,686,703,923,1160,1373
29219,NA,Warren County,NA,955,995,1218,1568,1812
29221,NA,Washington County,NA,660,774,888,1065,1276
29223,NA,Wayne County,NA,660,810,888,1065,1490
29225,NA,Webster County,NA,877,883,1095,1498,1701
29227,NA,Worth County,NA,660,677,888,1160,1320
29229,NA,Wright County,NA,660,677,888,1235,1320
29510,NA,St. Louis city,NA,955,995,1218,1568,1812
30001,NA,Beaverhead County,NA,803,978,1072,1491,1798
30003,NA,Big Horn County,NA,976,992,1302,1657,2115
30005,NA,Blaine County,NA,887,902,1184,1420,1914
30007,NA,Broadwater County,NA,1240,1595,1748,2096,2856
30009,NA,Carbon County,NA,1016,1109,1417,1951,2216
30011,NA,Carter County,NA,932,1002,1244,1492,2011
30013,NA,Cascade County,NA,960,979,1284,1786,2035
30015,NA,Chouteau County,NA,980,996,1307,1662,1950
30017,NA,Custer County,NA,1109,1226,1608,2154,2322
30019,NA,Daniels County,NA,767,900,1023,1414,1654
30021,NA,Dawson County,NA,940,956,1254,1504,1942
30023,NA,Deer Lodge County,NA,809,985,1080,1502,1812
30025,NA,Fallon County,NA,1050,1093,1401,1936,2265
30027,NA,Fergus County,NA,1084,1102,1446,1991,2338
30029,NA,Flathead County,NA,1267,1289,1691,2224,2837
30031,NA,Gallatin County,NA,1485,1642,2154,2996,3537
30033,NA,Garfield County,NA,824,858,1099,1349,1777
30035,NA,Glacier County,NA,956,1033,1275,1529,1836
30037,NA,Golden Valley County,NA,1004,1045,1339,1862,2165
30039,NA,Granite County,NA,789,822,1053,1464,1702
30041,NA,Hill County,NA,980,1069,1307,1724,1731
30043,NA,Jefferson County,NA,968,1070,1404,1946,1954
30045,NA,Judith Basin County,NA,869,905,1160,1583,1875
30047,NA,Lake County,NA,1097,1104,1444,1865,1990
30049,NA,Lewis and Clark County,NA,1136,1319,1647,2250,2496
30051,NA,Liberty County,NA,775,807,1034,1438,1672
30053,NA,Lincoln County,NA,919,1067,1170,1627,1892
30055,NA,McCone County,NA,1160,1208,1548,2139,2503
30057,NA,Madison County,NA,1154,1202,1540,2073,2583
30059,NA,Meagher County,NA,1044,1087,1393,1925,2252
30061,NA,Mineral County,NA,941,1083,1361,1632,1915
30063,NA,Missoula County,NA,1143,1400,1655,2302,2776
30065,NA,Musselshell County,NA,1007,1226,1344,1869,2255
30067,NA,Park County,NA,1107,1385,1605,2232,2692
30069,NA,Petroleum County,NA,1160,1208,1548,2139,2503
30071,NA,Phillips County,NA,729,888,973,1353,1573
30073,NA,Pondera County,NA,940,1144,1254,1619,1892
30075,NA,Powder River County,NA,768,800,1025,1426,1657
30077,NA,Powell County,NA,849,884,1133,1576,1832
30079,NA,Prairie County,NA,1160,1208,1548,2139,2503
30081,NA,Ravalli County,NA,1116,1145,1423,1979,2387
30083,NA,Richland County,NA,1143,1197,1312,1573,2201
30085,NA,Roosevelt County,NA,909,915,1201,1440,1942
30087,NA,Rosebud County,NA,889,993,1186,1649,1990
30089,NA,Sanders County,NA,769,878,1115,1337,1803
30091,NA,Sheridan County,NA,908,923,1211,1684,1809
30093,NA,Silver Bow County,NA,1028,1149,1414,1967,2180
30095,NA,Stillwater County,NA,884,958,1257,1748,2109
30097,NA,Sweet Grass County,NA,881,918,1176,1551,1638
30099,NA,Teton County,NA,1019,1241,1360,1891,2171
30101,NA,Toole County,NA,918,1052,1230,1702,1712
30103,NA,Treasure County,NA,1160,1208,1548,2139,2503
30105,NA,Valley County,NA,899,915,1200,1566,1753
30107,NA,Wheatland County,NA,837,872,1117,1553,1806
30109,NA,Wibaux County,NA,1160,1208,1548,2139,2503
30111,NA,Yellowstone County,NA,1016,1109,1417,1951,2216
31001,NA,Adams County,NA,711,811,961,1268,1272
31003,NA,Antelope County,NA,666,732,961,1268,1272
31005,NA,Arthur County,NA,666,732,961,1279,1284
31007,NA,Banner County,NA,666,732,961,1187,1284
31009,NA,Blaine County,NA,666,732,961,1187,1284
31011,NA,Boone County,NA,666,732,961,1268,1272
31013,NA,Box Butte County,NA,666,732,961,1182,1284
31015,NA,Boyd County,NA,666,732,961,1187,1284
31017,NA,Brown County,NA,666,732,961,1279,1284
31019,NA,Buffalo County,NA,787,863,1031,1360,1730
31021,NA,Burt County,NA,666,836,961,1231,1384
31023,NA,Butler County,NA,666,732,961,1268,1272
31025,NA,Cass County,NA,1090,1148,1368,1813,2046
31027,NA,Cedar County,NA,666,795,961,1268,1612
31029,NA,Chase County,NA,666,738,961,1152,1612
31031,NA,Cherry County,NA,710,780,1024,1228,1368
31033,NA,Cheyenne County,NA,822,828,1086,1302,1438
31035,NA,Clay County,NA,666,759,961,1152,1304
31037,NA,Colfax County,NA,759,929,1094,1312,1448
31039,NA,Cuming County,NA,666,826,961,1268,1272
31041,NA,Custer County,NA,666,732,961,1337,1472
31043,NA,Dakota County,NA,796,925,1154,1386,1528
31045,NA,Dawes County,NA,715,786,1031,1372,1378
31047,NA,Dawson County,NA,690,881,995,1267,1317
31049,NA,Deuel County,NA,666,732,961,1279,1284
31051,NA,Dixon County,NA,666,862,961,1337,1382
31053,NA,Dodge County,NA,784,861,1130,1355,1496
31055,NA,Douglas County,NA,1090,1148,1368,1813,2046
31057,NA,Dundy County,NA,666,746,961,1187,1284
31059,NA,Fillmore County,NA,666,877,961,1279,1284
31061,NA,Franklin County,NA,666,732,961,1187,1284
31063,NA,Frontier County,NA,666,732,961,1337,1340
31065,NA,Furnas County,NA,666,859,961,1305,1602
31067,NA,Gage County,NA,663,732,961,1152,1298
31069,NA,Garden County,NA,666,732,961,1152,1272
31071,NA,Garfield County,NA,666,732,961,1279,1284
31073,NA,Gosper County,NA,666,732,961,1240,1461
31075,NA,Grant County,NA,666,732,961,1187,1284
31077,NA,Greeley County,NA,666,732,961,1152,1301
31079,NA,Hall County,NA,867,978,1215,1530,2005
31081,NA,Hamilton County,NA,666,824,961,1337,1594
31083,NA,Harlan County,NA,666,752,961,1268,1272
31085,NA,Hayes County,NA,666,732,961,1187,1284
31087,NA,Hitchcock County,NA,666,732,961,1152,1496
31089,NA,Holt County,NA,663,802,961,1152,1284
31091,NA,Hooker County,NA,666,874,961,1187,1284
31093,NA,Howard County,NA,752,910,1049,1258,1389
31095,NA,Jefferson County,NA,666,759,961,1337,1476
31097,NA,Johnson County,NA,681,748,982,1177,1312
31099,NA,Kearney County,NA,689,757,993,1191,1327
31101,NA,Keith County,NA,666,760,961,1172,1327
31103,NA,Keya Paha County,NA,666,732,961,1187,1284
31105,NA,Kimball County,NA,708,732,961,1279,1351
31107,NA,Knox County,NA,666,732,961,1152,1351
31109,NA,Lancaster County,NA,855,926,1141,1587,1712
31111,NA,Lincoln County,NA,796,802,1052,1261,1520
31113,NA,Logan County,NA,666,732,961,1152,1284
31115,NA,Loup County,NA,666,732,961,1279,1284
31117,NA,McPherson County,NA,680,747,980,1210,1309
31119,NA,Madison County,NA,684,758,992,1285,1524
31121,NA,Merrick County,NA,689,732,961,1323,1612
31123,NA,Morrill County,NA,666,789,961,1152,1284
31125,NA,Nance County,NA,666,732,961,1152,1272
31127,NA,Nemaha County,NA,666,732,961,1337,1444
31129,NA,Nuckolls County,NA,666,732,961,1174,1284
31131,NA,Otoe County,NA,713,783,1028,1371,1432
31133,NA,Pawnee County,NA,666,753,961,1152,1284
31135,NA,Perkins County,NA,666,849,961,1152,1284
31137,NA,Phelps County,NA,666,760,961,1311,1463
31139,NA,Pierce County,NA,666,810,961,1152,1541
31141,NA,Platte County,NA,736,809,1061,1399,1405
31143,NA,Polk County,NA,666,732,961,1152,1284
31145,NA,Red Willow County,NA,666,732,961,1152,1272
31147,NA,Richardson County,NA,666,732,961,1152,1272
31149,NA,Rock County,NA,666,732,961,1187,1284
31151,NA,Saline County,NA,666,732,961,1337,1446
31153,NA,Sarpy County,NA,1090,1148,1368,1813,2046
31155,NA,Saunders County,NA,870,956,1089,1432,1619
31157,NA,Scotts Bluff County,NA,685,758,987,1314,1397
31159,NA,Seward County,NA,730,756,967,1345,1450
31161,NA,Sheridan County,NA,666,732,961,1152,1497
31163,NA,Sherman County,NA,666,732,961,1337,1507
31165,NA,Sioux County,NA,666,732,961,1187,1284
31167,NA,Stanton County,NA,773,849,1114,1336,1475
31169,NA,Thayer County,NA,666,732,961,1152,1272
31171,NA,Thomas County,NA,666,732,961,1187,1284
31173,NA,Thurston County,NA,666,799,961,1189,1272
31175,NA,Valley County,NA,666,732,961,1152,1284
31177,NA,Washington County,NA,1090,1148,1368,1813,2046
31179,NA,Wayne County,NA,666,732,961,1278,1612
31181,NA,Webster County,NA,666,732,961,1279,1284
31183,NA,Wheeler County,NA,666,732,961,1187,1284
31185,NA,York County,NA,697,766,1005,1234,1331
32001,NA,Churchill County,NA,1076,1083,1421,1976,2176
32003,NA,Clark County,NA,1333,1478,1735,2413,2764
32005,NA,Douglas County,NA,1107,1291,1605,2232,2692
32007,NA,Elko County,NA,1055,1166,1530,1933,2567
32009,NA,Esmeralda County,NA,1072,1122,1472,2062,2472
32011,NA,Eureka County,NA,1055,1062,1393,1937,2337
32013,NA,Humboldt County,NA,993,1000,1312,1636,2201
32015,NA,Lander County,NA,936,942,1236,1570,2073
32017,NA,Lincoln County,NA,838,948,1095,1523,1837
32019,NA,Lyon County,NA,1070,1076,1272,1769,2134
32021,NA,Mineral County,NA,1055,1062,1393,1937,2337
32023,NA,Nye County,NA,933,1000,1220,1690,2047
32027,NA,Pershing County,NA,754,878,985,1370,1652
32029,NA,Storey County,NA,1289,1489,1870,2539,2949
32031,NA,Washoe County,NA,1289,1489,1870,2539,2949
32033,NA,White Pine County,NA,996,1002,1315,1716,2206
32510,NA,Carson City,NA,1105,1212,1546,2150,2593
33001,NA,Belknap County,NA,1241,1425,1800,2219,2676
33003,NA,Carroll County,NA,1190,1343,1709,2353,2834
33005,NA,Cheshire County,NA,1328,1468,1926,2518,2550
33007,NA,Coos County,NA,988,994,1287,1702,1708
33009,NA,Grafton County,NA,1445,1455,1909,2590,2630
33011,NA,Hillsborough County,NA,1467,1673,2127,2822,3001
33013,NA,Merrimack County,NA,1361,1504,1974,2604,2614
33015,NA,Rockingham County,NA,2359,2476,2941,3526,3894
33017,NA,Strafford County,NA,1601,1677,2194,2693,2941
33019,NA,Sullivan County,NA,1216,1332,1747,2418,2694
34001,NA,Atlantic County,NA,1346,1537,1867,2586,2851
34003,NA,Bergen County,NA,1778,2024,2324,2835,3618
34005,NA,Burlington County,NA,1397,1520,1810,2170,2423
34007,NA,Camden County,NA,1397,1520,1810,2170,2423
34009,NA,Cape May County,NA,1320,1366,1792,2396,2405
34011,NA,Cumberland County,NA,1280,1375,1673,2303,2311
34013,NA,Essex County,NA,1612,1822,2205,2761,3137
34015,NA,Gloucester County,NA,1397,1520,1810,2170,2423
34017,NA,Hudson County,NA,2407,2458,2763,3367,3955
34019,NA,Hunterdon County,NA,1804,1978,2486,2981,3296
34021,NA,Mercer County,NA,1344,1545,1950,2338,2670
34023,NA,Middlesex County,NA,1804,1978,2486,2981,3296
34025,NA,Monmouth County,NA,1676,1889,2328,3043,3371
34027,NA,Morris County,NA,1612,1822,2205,2761,3137
34029,NA,Ocean County,NA,1676,1889,2328,3043,3371
34031,NA,Passaic County,NA,1778,2024,2324,2835,3618
34033,NA,Salem County,NA,1397,1520,1810,2170,2423
34035,NA,Somerset County,NA,1804,1978,2486,2981,3296
34037,NA,Sussex County,NA,1612,1822,2205,2761,3137
34039,NA,Union County,NA,1612,1822,2205,2761,3137
34041,NA,Warren County,NA,1517,1527,1895,2404,2800
35001,NA,Bernalillo County,NA,1009,1185,1464,2036,2399
35003,NA,Catron County,NA,773,853,1040,1424,1677
35005,NA,Chaves County,NA,738,887,1071,1421,1562
35006,NA,Cibola County,NA,738,823,993,1223,1315
35007,NA,Colfax County,NA,730,888,973,1302,1569
35009,NA,Curry County,NA,757,892,1098,1425,1842
35011,NA,De Baca County,NA,723,798,973,1167,1569
35013,NA,Dona Ana County,NA,744,951,1042,1449,1580
35015,NA,Eddy County,NA,1035,1084,1188,1619,1625
35017,NA,Grant County,NA,795,801,1048,1304,1388
35019,NA,Guadalupe County,NA,723,791,973,1332,1569
35021,NA,Harding County,NA,773,853,1040,1424,1677
35023,NA,Hidalgo County,NA,723,798,973,1353,1569
35025,NA,Lea County,NA,1062,1068,1324,1641,1829
35027,NA,Lincoln County,NA,815,820,999,1305,1611
35028,NA,Los Alamos County,NA,1200,1326,1740,2086,2843
35029,NA,Luna County,NA,671,783,973,1280,1528
35031,NA,McKinley County,NA,752,894,1090,1307,1443
35033,NA,Mora County,NA,723,798,973,1332,1569
35035,NA,Otero County,NA,671,792,973,1353,1632
35037,NA,Quay County,NA,723,742,973,1227,1569
35039,NA,Rio Arriba County,NA,737,742,973,1199,1437
35041,NA,Roosevelt County,NA,725,772,975,1356,1636
35043,NA,Sandoval County,NA,1009,1185,1464,2036,2399
35045,NA,San Juan County,NA,882,885,1085,1509,1630
35047,NA,San Miguel County,NA,783,920,1008,1402,1626
35049,NA,Santa Fe County,NA,1259,1390,1685,2122,2231
35051,NA,Sierra County,NA,692,765,1004,1396,1619
35053,NA,Socorro County,NA,723,888,973,1353,1569
35055,NA,Taos County,NA,908,1072,1279,1593,2146
35057,NA,Torrance County,NA,1009,1185,1464,2036,2399
35059,NA,Union County,NA,723,770,973,1332,1569
35061,NA,Valencia County,NA,1009,1185,1464,2036,2399
36001,NA,Albany County,NA,1217,1417,1702,2041,2253
36003,NA,Allegany County,NA,750,754,974,1243,1464
36005,NA,Bronx County,NA,2529,2655,2910,3644,3959
36007,NA,Broome County,NA,783,868,1103,1412,1622
36009,NA,Cattaraugus County,NA,778,783,1007,1232,1420
36011,NA,Cayuga County,NA,884,889,1124,1463,1679
36013,NA,Chautauqua County,NA,680,754,975,1287,1291
36015,NA,Chemung County,NA,949,978,1283,1606,1713
36017,NA,Chenango County,NA,848,855,973,1353,1482
36019,NA,Clinton County,NA,973,980,1246,1494,1650
36021,NA,Columbia County,NA,1249,1263,1434,1730,1899
36023,NA,Cortland County,NA,954,960,1198,1510,2010
36025,NA,Delaware County,NA,813,884,1033,1437,1490
36027,NA,Dutchess County,NA,1364,1549,1979,2511,2694
36029,NA,Erie County,NA,1105,1139,1343,1640,1869
36031,NA,Essex County,NA,891,903,1185,1455,1645
36033,NA,Franklin County,NA,720,862,1044,1299,1489
36035,NA,Fulton County,NA,823,828,1087,1303,1468
36037,NA,Genesee County,NA,805,953,1168,1400,1546
36039,NA,Greene County,NA,1008,1118,1373,1813,2075
36041,NA,Hamilton County,NA,1075,1089,1429,1713,1892
36043,NA,Herkimer County,NA,899,926,1172,1405,1623
36045,NA,Jefferson County,NA,969,1071,1405,1907,2340
36047,NA,Kings County,NA,2529,2655,2910,3644,3959
36049,NA,Lewis County,NA,758,839,1008,1402,1646
36051,NA,Livingston County,NA,1116,1256,1573,1895,2083
36053,NA,Madison County,NA,995,1123,1392,1691,1848
36055,NA,Monroe County,NA,1116,1256,1573,1895,2083
36057,NA,Montgomery County,NA,892,899,1102,1381,1484
36059,NA,Nassau County,NA,1992,2379,2747,3563,3768
36061,NA,New York County,NA,2529,2655,2910,3644,3959
36063,NA,Niagara County,NA,1105,1139,1343,1640,1869
36065,NA,Oneida County,NA,899,926,1172,1405,1623
36067,NA,Onondaga County,NA,995,1123,1392,1691,1848
36069,NA,Ontario County,NA,1116,1256,1573,1895,2083
36071,NA,Orange County,NA,1364,1549,1979,2511,2694
36073,NA,Orleans County,NA,1116,1256,1573,1895,2083
36075,NA,Oswego County,NA,995,1123,1392,1691,1848
36077,NA,Otsego County,NA,847,965,1228,1472,1626
36079,NA,Putnam County,NA,2529,2655,2910,3644,3959
36081,NA,Queens County,NA,2529,2655,2910,3644,3959
36083,NA,Rensselaer County,NA,1217,1417,1702,2041,2253
36085,NA,Richmond County,NA,2529,2655,2910,3644,3959
36087,NA,Rockland County,NA,2529,2655,2910,3644,3959
36089,NA,St. Lawrence County,NA,742,816,1071,1284,1418
36091,NA,Saratoga County,NA,1217,1417,1702,2041,2253
36093,NA,Schenectady County,NA,1217,1417,1702,2041,2253
36095,NA,Schoharie County,NA,1217,1417,1702,2041,2253
36097,NA,Schuyler County,NA,792,875,1148,1508,1520
36099,NA,Seneca County,NA,879,921,1169,1550,1961
36101,NA,Steuben County,NA,865,871,1081,1410,1800
36103,NA,Suffolk County,NA,1992,2379,2747,3563,3768
36105,NA,Sullivan County,NA,995,1070,1302,1811,1891
36107,NA,Tioga County,NA,783,868,1103,1412,1622
36109,NA,Tompkins County,NA,1263,1466,1753,2102,2624
36111,NA,Ulster County,NA,1303,1386,1818,2245,2407
36113,NA,Warren County,NA,1041,1066,1348,1742,1785
36115,NA,Washington County,NA,1041,1066,1348,1742,1785
36117,NA,Wayne County,NA,1116,1256,1573,1895,2083
36119,NA,Westchester County,NA,2529,2655,2910,3644,3959
36121,NA,Wyoming County,NA,840,844,973,1336,1603
36123,NA,Yates County,NA,756,836,1097,1329,1840
37001,NA,Alamance County,NA,992,1230,1348,1670,1972
37003,NA,Alexander County,NA,858,908,1095,1372,1660
37005,NA,Alleghany County,NA,740,745,978,1173,1470
37007,NA,Anson County,NA,785,867,1138,1364,1654
37009,NA,Ashe County,NA,700,705,925,1220,1225
37011,NA,Avery County,NA,761,766,1005,1205,1510
37013,NA,Beaufort County,NA,732,737,925,1220,1552
37015,NA,Bertie County,NA,790,796,1044,1252,1449
37017,NA,Bladen County,NA,700,705,925,1258,1298
37019,NA,Brunswick County,NA,1242,1301,1426,1983,2392
37021,NA,Buncombe County,NA,1227,1429,1567,1905,2629
37023,NA,Burke County,NA,858,908,1095,1372,1660
37025,NA,Cabarrus County,NA,1469,1538,1686,2076,2637
37027,NA,Caldwell County,NA,858,908,1095,1372,1660
37029,NA,Camden County,NA,1121,1139,1287,1790,2159
37031,NA,Carteret County,NA,907,913,1198,1541,1966
37033,NA,Caswell County,NA,743,748,925,1270,1390
37035,NA,Catawba County,NA,858,908,1095,1372,1660
37037,NA,Chatham County,NA,1417,1507,1711,2117,2527
37039,NA,Cherokee County,NA,645,713,935,1290,1497
37041,NA,Chowan County,NA,924,930,1220,1463,1615
37043,NA,Clay County,NA,878,948,1039,1429,1561
37045,NA,Cleveland County,NA,758,763,925,1286,1322
37047,NA,Columbus County,NA,718,722,925,1109,1225
37049,NA,Craven County,NA,897,902,1184,1591,1988
37051,NA,Cumberland County,NA,1090,1113,1251,1667,2068
37053,NA,Currituck County,NA,1492,1512,1713,2376,2797
37055,NA,Dare County,NA,1120,1305,1430,1821,1893
37057,NA,Davidson County,NA,816,876,960,1316,1591
37059,NA,Davie County,NA,995,1082,1232,1607,1898
37061,NA,Duplin County,NA,742,747,980,1175,1377
37063,NA,Durham County,NA,1417,1507,1711,2117,2527
37065,NA,Edgecombe County,NA,913,918,1143,1550,1812
37067,NA,Forsyth County,NA,995,1082,1232,1607,1898
37069,NA,Franklin County,NA,1524,1596,1750,2196,2936
37071,NA,Gaston County,NA,1469,1538,1686,2076,2637
37073,NA,Gates County,NA,1489,1513,1709,2364,2794
37075,NA,Graham County,NA,782,844,925,1199,1390
37077,NA,Granville County,NA,1026,1084,1200,1571,1700
37079,NA,Greene County,NA,782,823,925,1189,1390
37081,NA,Guilford County,NA,1159,1213,1330,1703,1960
37083,NA,Halifax County,NA,638,742,925,1190,1367
37085,NA,Harnett County,NA,805,810,980,1363,1644
37087,NA,Haywood County,NA,1039,1122,1230,1475,1844
37089,NA,Henderson County,NA,1227,1429,1567,1905,2629
37091,NA,Hertford County,NA,638,705,925,1210,1225
37093,NA,Hoke County,NA,756,761,998,1388,1674
37095,NA,Hyde County,NA,751,756,940,1204,1413
37097,NA,Iredell County,NA,1167,1222,1340,1809,2248
37099,NA,Jackson County,NA,840,879,964,1272,1276
37101,NA,Johnston County,NA,1524,1596,1750,2196,2936
37103,NA,Jones County,NA,748,752,925,1179,1552
37105,NA,Lee County,NA,874,880,1136,1362,1715
