fips,state_alpha,countyname,areaname,fmr_0br,fmr_1br,fmr_2br,fmr_3br,fmr_4br
13143,NA,Haralson County,NA,838,844,1107,1345,1718
13145,NA,Harris County,NA,895,939,1088,1445,1703
13147,NA,Hart County,NA,816,821,1042,1249,1494
13149,NA,Heard County,NA,1585,1660,1820,2182,2605
13151,NA,Henry County,NA,1585,1660,1820,2182,2605
13153,NA,Houston County,NA,1106,1221,1362,1821,2148
13155,NA,Irwin County,NA,857,862,1089,1306,1561
13157,NA,Jackson County,NA,981,1004,1153,1483,1934
13159,NA,Jasper County,NA,1585,1660,1820,2182,2605
13161,NA,Jeff Davis County,NA,765,770,973,1167,1417
13163,NA,Jefferson County,NA,788,793,973,1167,1452
13165,NA,Jenkins County,NA,765,770,973,1353,1395
13167,NA,Johnson County,NA,828,888,973,1181,1395
13169,NA,Jones County,NA,1085,1158,1307,1567,1731
13171,NA,Lamar County,NA,754,759,973,1353,1476
13173,NA,Lanier County,NA,915,921,1192,1583,1915
13175,NA,Laurens County,NA,671,742,973,1284,1614
13177,NA,Lee County,NA,966,1006,1129,1534,1858
13179,NA,Liberty County,NA,1225,1283,1406,1868,2359
13181,NA,Lincoln County,NA,743,758,995,1305,1317
13183,NA,Long County,NA,987,1034,1133,1409,1901
13185,NA,Lowndes County,NA,915,921,1192,1583,1915
13187,NA,Lumpkin County,NA,1085,1136,1245,1577,2089
13189,NA,McDuffie County,NA,939,1114,1261,1627,1984
13191,NA,McIntosh County,NA,1035,1105,1293,1550,1906
13193,NA,Macon County,NA,737,742,973,1167,1632
13195,NA,Madison County,NA,1159,1183,1331,1734,1831
13197,NA,Marion County,NA,895,939,1088,1445,1703
13199,NA,Meriwether County,NA,758,763,1001,1392,1511
13201,NA,Miller County,NA,765,770,973,1353,1407
13205,NA,Mitchell County,NA,828,888,973,1275,1468
13207,NA,Monroe County,NA,984,1048,1174,1408,1662
13209,NA,Montgomery County,NA,737,742,973,1353,1632
13211,NA,Morgan County,NA,1256,1315,1442,1729,2419
13213,NA,Murray County,NA,726,827,1009,1403,1687
13215,NA,Muscogee County,NA,895,939,1088,1445,1703
13217,NA,Newton County,NA,1585,1660,1820,2182,2605
13219,NA,Oconee County,NA,1159,1183,1331,1734,1831
13221,NA,Oglethorpe County,NA,1159,1183,1331,1734,1831
13223,NA,Paulding County,NA,1585,1660,1820,2182,2605
13225,NA,Peach County,NA,885,1030,1129,1466,1495
13227,NA,Pickens County,NA,1585,1660,1820,2182,2605
13229,NA,Pierce County,NA,789,794,1042,1249,1380
13231,NA,Pike County,NA,1585,1660,1820,2182,2605
13233,NA,Polk County,NA,771,776,1018,1290,1348
13235,NA,Pulaski County,NA,854,858,1003,1280,1438
13237,NA,Putnam County,NA,892,898,1134,1546,1626
13239,NA,Quitman County,NA,765,770,973,1217,1395
13241,NA,Rabun County,NA,770,851,1117,1553,1687
13243,NA,Randolph County,NA,778,783,1028,1233,1361
13245,NA,Richmond County,NA,939,1114,1261,1627,1984
13247,NA,Rockdale County,NA,1585,1660,1820,2182,2605
13249,NA,Schley County,NA,765,770,973,1342,1395
13251,NA,Screven County,NA,737,742,973,1222,1395
13253,NA,Seminole County,NA,765,770,973,1347,1395
13255,NA,Spalding County,NA,1585,1660,1820,2182,2605
13257,NA,Stephens County,NA,762,767,1006,1275,1688
13259,NA,Stewart County,NA,803,843,973,1293,1351
13261,NA,Sumter County,NA,824,829,1088,1305,1441
13263,NA,Talbot County,NA,803,843,973,1353,1521
13265,NA,Taliaferro County,NA,765,770,973,1217,1395
13267,NA,Tattnall County,NA,737,742,973,1167,1632
13269,NA,Taylor County,NA,828,888,973,1353,1395
13271,NA,Telfair County,NA,828,852,973,1215,1288
13273,NA,Terrell County,NA,966,1006,1129,1534,1858
13275,NA,Thomas County,NA,1001,1048,1149,1456,1521
13277,NA,Tift County,NA,766,821,973,1174,1462
13279,NA,Toombs County,NA,779,784,973,1293,1297
13281,NA,Towns County,NA,828,888,973,1353,1632
13283,NA,Treutlen County,NA,737,742,973,1167,1395
13285,NA,Troup County,NA,805,947,1167,1459,1781
13287,NA,Turner County,NA,765,770,973,1283,1288
13289,NA,Twiggs County,NA,1085,1158,1307,1567,1731
13291,NA,Union County,NA,745,750,984,1360,1651
13293,NA,Upson County,NA,828,888,973,1283,1288
13295,NA,Walker County,NA,1211,1263,1390,1734,1853
13297,NA,Walton County,NA,1585,1660,1820,2182,2605
13299,NA,Ware County,NA,781,786,1031,1236,1617
13301,NA,Warren County,NA,765,770,973,1283,1632
13303,NA,Washington County,NA,792,797,999,1198,1329
13305,NA,Wayne County,NA,773,778,1021,1224,1574
13307,NA,Webster County,NA,765,770,973,1217,1395
13309,NA,Wheeler County,NA,765,770,973,1167,1395
13311,NA,White County,NA,942,948,1177,1411,1868
13313,NA,Whitfield County,NA,776,899,1121,1461,1876
13315,NA,Wilcox County,NA,765,770,973,1235,1632
13317,NA,Wilkes County,NA,765,770,973,1261,1395
13319,NA,Wilkinson County,NA,765,770,973,1353,1395
13321,NA,Worth County,NA,966,1006,1129,1534,1858
15001,NA,Hawaii County,NA,1592,1603,2076,2622,3024
15003,NA,Honolulu County,NA,1877,2016,2642,3674,4432
15005,NA,Kalawao County,NA,1801,1899,2492,3227,4024
15007,NA,Kauai County,NA,1766,1777,2332,2866,3179
15009,NA,Maui County,NA,1896,2000,2624,3398,4236
16001,NA,Ada County,NA,1170,1381,1655,2318,2772
16003,NA,Adams County,NA,768,773,973,1353,1632
16005,NA,Bannock County,NA,809,894,1173,1631,1968
16007,NA,Bear Lake County,NA,768,773,973,1353,1632
16009,NA,Benewah County,NA,744,822,1079,1469,1655
16011,NA,Bingham County,NA,737,742,973,1353,1632
16013,NA,Blaine County,NA,1103,1219,1600,2101,2401
16015,NA,Boise County,NA,1170,1381,1655,2318,2772
16017,NA,Bonner County,NA,952,958,1257,1748,1903
16019,NA,Bonneville County,NA,1034,1095,1305,1815,2189
16021,NA,Boundary County,NA,737,742,973,1353,1632
16023,NA,Butte County,NA,1020,1094,1304,1814,2188
16025,NA,Camas County,NA,846,851,1071,1490,1797
16027,NA,Canyon County,NA,1170,1381,1655,2318,2772
16029,NA,Caribou County,NA,758,763,973,1353,1632
16031,NA,Cassia County,NA,778,783,1028,1430,1725
16033,NA,Clark County,NA,768,773,973,1353,1632
16035,NA,Clearwater County,NA,815,821,1077,1498,1807
16037,NA,Custer County,NA,909,914,1079,1501,1810
16039,NA,Elmore County,NA,902,908,1192,1658,2000
16041,NA,Franklin County,NA,940,946,1241,1726,2082
16043,NA,Fremont County,NA,848,884,973,1353,1632
16045,NA,Gem County,NA,834,908,1190,1601,1882
16047,NA,Gooding County,NA,846,851,1026,1427,1721
16049,NA,Idaho County,NA,723,799,1049,1459,1760
16051,NA,Jefferson County,NA,1034,1095,1305,1815,2189
16053,NA,Jerome County,NA,819,986,1186,1599,1990
16055,NA,Kootenai County,NA,1103,1302,1547,2152,2595
16057,NA,Latah County,NA,807,863,1011,1406,1696
16059,NA,Lemhi County,NA,864,883,992,1380,1664
16061,NA,Lewis County,NA,737,742,973,1353,1632
16063,NA,Lincoln County,NA,848,888,973,1353,1632
16065,NA,Madison County,NA,963,1008,1105,1537,1797
16067,NA,Minidoka County,NA,884,889,1022,1421,1714
16069,NA,Nez Perce County,NA,925,931,1220,1697,2037
16071,NA,Oneida County,NA,865,871,1096,1524,1839
16073,NA,Owyhee County,NA,1170,1381,1655,2318,2772
16075,NA,Payette County,NA,811,816,1071,1490,1797
16077,NA,Power County,NA,768,773,973,1353,1632
16079,NA,Shoshone County,NA,837,860,1128,1352,1892
16081,NA,Teton County,NA,1136,1143,1323,1769,2219
16083,NA,Twin Falls County,NA,885,979,1284,1786,2154
16085,NA,Valley County,NA,1037,1086,1190,1655,1996
16087,NA,Washington County,NA,853,859,1127,1471,1891
17001,NA,Adams County,NA,734,811,1064,1327,1500
17003,NA,Alexander County,NA,763,807,992,1380,1664
17005,NA,Bond County,NA,632,836,916,1154,1213
17007,NA,Boone County,NA,810,895,1175,1555,1594
17009,NA,Brown County,NA,733,810,1063,1275,1518
17011,NA,Bureau County,NA,714,789,1035,1278,1433
17013,NA,Calhoun County,NA,955,995,1218,1568,1812
17015,NA,Carroll County,NA,748,752,916,1211,1458
17017,NA,Cass County,NA,632,836,916,1263,1537
17019,NA,Champaign County,NA,941,946,1122,1436,1486
17021,NA,Christian County,NA,672,742,974,1168,1418
17023,NA,Clark County,NA,696,769,1009,1245,1336
17025,NA,Clay County,NA,632,707,916,1167,1308
17027,NA,Clinton County,NA,955,995,1218,1568,1812
17029,NA,Coles County,NA,665,759,965,1261,1348
17031,NA,Cook County,NA,1480,1581,1781,2294,2653
17033,NA,Crawford County,NA,632,764,916,1241,1537
17035,NA,Cumberland County,NA,632,717,916,1098,1537
17037,NA,DeKalb County,NA,947,1046,1373,1825,2203
17039,NA,De Witt County,NA,714,790,1036,1242,1738
17041,NA,Douglas County,NA,681,836,916,1240,1271
17043,NA,DuPage County,NA,1480,1581,1781,2294,2653
17045,NA,Edgar County,NA,632,768,916,1226,1405
17047,NA,Edwards County,NA,632,698,916,1098,1213
17049,NA,Effingham County,NA,745,754,916,1208,1385
17051,NA,Fayette County,NA,722,750,916,1183,1293
17053,NA,Ford County,NA,694,698,916,1274,1300
17055,NA,Franklin County,NA,632,698,916,1181,1329
17057,NA,Fulton County,NA,703,708,916,1274,1288
17059,NA,Gallatin County,NA,632,698,916,1098,1308
17061,NA,Greene County,NA,684,756,992,1189,1385
17063,NA,Grundy County,NA,1032,1118,1459,1979,2203
17065,NA,Hamilton County,NA,632,727,916,1274,1308
17067,NA,Hancock County,NA,632,791,916,1111,1213
17069,NA,Hardin County,NA,632,698,916,1098,1308
17071,NA,Henderson County,NA,632,698,916,1274,1308
17073,NA,Henry County,NA,817,928,1143,1498,1819
17075,NA,Iroquois County,NA,694,698,916,1136,1492
17077,NA,Jackson County,NA,632,737,916,1208,1213
17079,NA,Jasper County,NA,643,719,933,1119,1333
17081,NA,Jefferson County,NA,777,782,1026,1248,1365
17083,NA,Jersey County,NA,955,995,1218,1568,1812
17085,NA,Jo Daviess County,NA,658,796,954,1271,1276
17087,NA,Johnson County,NA,632,735,916,1159,1360
17089,NA,Kane County,NA,1480,1581,1781,2294,2653
17091,NA,Kankakee County,NA,914,1011,1326,1745,1774
17093,NA,Kendall County,NA,1413,1562,2050,2819,2918
17095,NA,Knox County,NA,694,698,916,1199,1213
17097,NA,Lake County,NA,1480,1581,1781,2294,2653
17099,NA,La Salle County,NA,772,822,1079,1441,1701
17101,NA,Lawrence County,NA,652,721,946,1136,1253
17103,NA,Lee County,NA,632,810,916,1274,1395
17105,NA,Livingston County,NA,702,776,1018,1267,1348
17107,NA,Logan County,NA,681,782,988,1221,1308
17109,NA,McDonough County,NA,656,728,951,1231,1512
17111,NA,McHenry County,NA,1480,1581,1781,2294,2653
17113,NA,McLean County,NA,927,999,1302,1717,1724
17115,NA,Macon County,NA,840,845,1063,1378,1706
17117,NA,Macoupin County,NA,694,698,916,1145,1423
17119,NA,Madison County,NA,955,995,1218,1568,1812
17121,NA,Marion County,NA,662,769,916,1190,1537
17123,NA,Marshall County,NA,758,818,1039,1346,1449
17125,NA,Mason County,NA,632,698,916,1274,1537
17127,NA,Massac County,NA,784,789,969,1348,1415
17129,NA,Menard County,NA,829,970,1203,1611,1682
17131,NA,Mercer County,NA,817,928,1143,1498,1819
17133,NA,Monroe County,NA,955,995,1218,1568,1812
17135,NA,Montgomery County,NA,694,714,937,1123,1287
17137,NA,Morgan County,NA,632,698,916,1138,1537
17139,NA,Moultrie County,NA,632,698,916,1274,1537
17141,NA,Ogle County,NA,771,852,1118,1365,1602
17143,NA,Peoria County,NA,758,818,1039,1346,1449
17145,NA,Perry County,NA,632,698,916,1148,1537
17147,NA,Piatt County,NA,941,946,1122,1436,1486
17149,NA,Pike County,NA,632,698,916,1114,1368
17151,NA,Pope County,NA,749,828,1087,1375,1553
17153,NA,Pulaski County,NA,632,836,916,1274,1537
17155,NA,Putnam County,NA,646,851,937,1212,1553
17157,NA,Randolph County,NA,632,698,916,1145,1450
17159,NA,Richland County,NA,632,729,916,1098,1390
17161,NA,Rock Island County,NA,817,928,1143,1498,1819
17163,NA,St. Clair County,NA,955,995,1218,1568,1812
17165,NA,Saline County,NA,634,701,920,1207,1264
17167,NA,Sangamon County,NA,829,970,1203,1611,1682
17169,NA,Schuyler County,NA,632,836,916,1098,1315
17171,NA,Scott County,NA,632,698,916,1098,1213
17173,NA,Shelby County,NA,656,789,951,1140,1435
17175,NA,Stark County,NA,758,818,1039,1346,1449
17177,NA,Stephenson County,NA,694,698,916,1124,1342
17179,NA,Tazewell County,NA,758,818,1039,1346,1449
17181,NA,Union County,NA,640,698,916,1129,1261
17183,NA,Vermilion County,NA,672,742,974,1179,1306
17185,NA,Wabash County,NA,632,698,916,1274,1308
17187,NA,Warren County,NA,632,698,916,1156,1537
17189,NA,Washington County,NA,632,836,916,1242,1268
17191,NA,Wayne County,NA,632,698,916,1098,1537
17193,NA,White County,NA,632,698,916,1209,1438
17195,NA,Whiteside County,NA,673,719,916,1208,1213
17197,NA,Will County,NA,1480,1581,1781,2294,2653
17199,NA,Williamson County,NA,753,790,1037,1369,1386
17201,NA,Winnebago County,NA,810,895,1175,1555,1594
17203,NA,Woodford County,NA,758,818,1039,1346,1449
18001,NA,Adams County,NA,695,872,956,1227,1266
18003,NA,Allen County,NA,892,916,1113,1381,1512
18005,NA,Bartholomew County,NA,1233,1257,1415,1697,2000
18007,NA,Benton County,NA,894,1032,1242,1489,1992
18009,NA,Blackford County,NA,685,766,956,1268,1555
18011,NA,Boone County,NA,1118,1267,1473,1907,2338
18013,NA,Brown County,NA,1118,1267,1473,1907,2338
18015,NA,Carroll County,NA,709,742,973,1219,1328
18017,NA,Cass County,NA,791,796,956,1278,1282
18019,NA,Clark County,NA,966,1047,1272,1625,1891
18021,NA,Clay County,NA,859,864,1094,1312,1535
18023,NA,Clinton County,NA,731,804,1007,1328,1343
18025,NA,Crawford County,NA,685,852,956,1330,1508
18027,NA,Daviess County,NA,719,764,1003,1243,1328
18029,NA,Dearborn County,NA,958,1051,1353,1785,1976
18031,NA,Decatur County,NA,768,816,1071,1284,1418
18033,NA,DeKalb County,NA,688,732,960,1195,1271
18035,NA,Delaware County,NA,803,845,1043,1349,1685
18037,NA,Dubois County,NA,685,729,956,1328,1604
18039,NA,Elkhart County,NA,968,992,1183,1553,1581
18041,NA,Fayette County,NA,659,754,956,1184,1266
18043,NA,Floyd County,NA,966,1047,1272,1625,1891
18045,NA,Fountain County,NA,685,729,956,1178,1604
18047,NA,Franklin County,NA,796,861,1117,1473,1479
18049,NA,Fulton County,NA,689,733,962,1153,1274
18051,NA,Gibson County,NA,766,771,1001,1262,1361
18053,NA,Grant County,NA,698,767,956,1257,1412
18055,NA,Greene County,NA,724,729,956,1206,1330
18057,NA,Hamilton County,NA,1118,1267,1473,1907,2338
18059,NA,Hancock County,NA,1118,1267,1473,1907,2338
18061,NA,Harrison County,NA,966,1047,1272,1625,1891
18063,NA,Hendricks County,NA,1118,1267,1473,1907,2338
18065,NA,Henry County,NA,771,775,956,1146,1266
18067,NA,Howard County,NA,884,890,1123,1388,1567
18069,NA,Huntington County,NA,685,731,956,1239,1483
18071,NA,Jackson County,NA,802,807,1059,1328,1402
18073,NA,Jasper County,NA,889,895,1174,1535,1554
18075,NA,Jay County,NA,685,729,956,1261,1266
18077,NA,Jefferson County,NA,669,818,971,1201,1524
18079,NA,Jennings County,NA,689,732,961,1337,1567
18081,NA,Johnson County,NA,1118,1267,1473,1907,2338
18083,NA,Knox County,NA,725,729,956,1212,1266
18085,NA,Kosciusko County,NA,875,881,1142,1385,1560
18087,NA,LaGrange County,NA,740,745,977,1171,1294
18089,NA,Lake County,NA,959,1082,1317,1612,1744
18091,NA,LaPorte County,NA,874,953,1152,1454,1680
18093,NA,Lawrence County,NA,685,729,956,1146,1447
18095,NA,Madison County,NA,898,919,1206,1594,1597
18097,NA,Marion County,NA,1118,1267,1473,1907,2338
18099,NA,Marshall County,NA,722,824,1008,1225,1335
18101,NA,Martin County,NA,685,729,956,1146,1287
18103,NA,Miami County,NA,685,773,956,1146,1358
18105,NA,Monroe County,NA,966,1072,1210,1572,1906
18107,NA,Montgomery County,NA,802,807,966,1281,1399
18109,NA,Morgan County,NA,1118,1267,1473,1907,2338
18111,NA,Newton County,NA,959,1082,1317,1612,1744
18113,NA,Noble County,NA,682,737,967,1159,1622
18115,NA,Ohio County,NA,958,1051,1353,1785,1976
18117,NA,Orange County,NA,685,729,956,1330,1564
18119,NA,Owen County,NA,770,798,956,1155,1509
18121,NA,Parke County,NA,691,735,964,1272,1276
18123,NA,Perry County,NA,683,729,956,1200,1604
18125,NA,Pike County,NA,685,729,956,1330,1347
18127,NA,Porter County,NA,959,1082,1317,1612,1744
18129,NA,Posey County,NA,853,860,1113,1370,1539
18131,NA,Pulaski County,NA,685,872,956,1330,1604
18133,NA,Putnam County,NA,738,843,1030,1390,1634
18135,NA,Randolph County,NA,675,841,956,1261,1266
18137,NA,Ripley County,NA,681,752,987,1302,1307
18139,NA,Rush County,NA,685,762,956,1146,1266
18141,NA,St. Joseph County,NA,898,1105,1292,1567,1711
18143,NA,Scott County,NA,723,769,1009,1348,1353
18145,NA,Shelby County,NA,1118,1267,1473,1907,2338
18147,NA,Spencer County,NA,659,729,956,1330,1382
18149,NA,Starke County,NA,685,729,956,1151,1517
18151,NA,Steuben County,NA,784,790,1036,1337,1372
18153,NA,Sullivan County,NA,758,783,1028,1251,1720
18155,NA,Switzerland County,NA,685,729,956,1280,1287
18157,NA,Tippecanoe County,NA,894,1032,1242,1489,1992
18159,NA,Tipton County,NA,840,845,1109,1330,1725
18161,NA,Union County,NA,685,729,956,1220,1477
18163,NA,Vanderburgh County,NA,853,860,1113,1370,1539
18165,NA,Vermillion County,NA,859,864,1094,1312,1535
18167,NA,Vigo County,NA,859,864,1094,1312,1535
18169,NA,Wabash County,NA,685,729,956,1146,1266
18171,NA,Warren County,NA,688,845,956,1330,1376
18173,NA,Warrick County,NA,853,860,1113,1370,1539
18175,NA,Washington County,NA,749,753,988,1185,1308
18177,NA,Wayne County,NA,724,729,956,1191,1266
18179,NA,Wells County,NA,750,755,991,1203,1393
18181,NA,White County,NA,738,785,1030,1235,1364
18183,NA,Whitley County,NA,892,916,1113,1381,1512
19001,NA,Adair County,NA,687,706,926,1201,1285
19003,NA,Adams County,NA,692,711,933,1217,1235
19005,NA,Allamakee County,NA,682,754,919,1278,1399
19007,NA,Appanoose County,NA,682,700,919,1102,1306
19009,NA,Audubon County,NA,682,838,919,1160,1423
19011,NA,Benton County,NA,659,729,956,1209,1348
19013,NA,Black Hawk County,NA,725,801,1051,1357,1763
19015,NA,Boone County,NA,783,788,1026,1427,1500
19017,NA,Bremer County,NA,674,745,978,1290,1295
19019,NA,Buchanan County,NA,713,718,942,1281,1468
19021,NA,Buena Vista County,NA,765,770,1010,1240,1337
19023,NA,Butler County,NA,682,700,919,1102,1367
19025,NA,Calhoun County,NA,682,736,919,1162,1217
19027,NA,Carroll County,NA,775,788,919,1162,1217
19029,NA,Cass County,NA,682,710,919,1278,1496
19031,NA,Cedar County,NA,717,736,966,1259,1279
19033,NA,Cerro Gordo County,NA,746,750,949,1226,1446
19035,NA,Cherokee County,NA,682,811,919,1278,1414
19037,NA,Chickasaw County,NA,682,778,919,1278,1293
19039,NA,Clarke County,NA,682,803,919,1222,1227
19041,NA,Clay County,NA,682,700,919,1198,1217
19043,NA,Clayton County,NA,682,700,919,1127,1304
19045,NA,Clinton County,NA,659,729,956,1184,1507
19047,NA,Crawford County,NA,682,788,919,1212,1451
19049,NA,Dallas County,NA,1063,1109,1318,1794,1841
19051,NA,Davis County,NA,774,795,1043,1251,1392
19053,NA,Decatur County,NA,634,700,919,1102,1542
19055,NA,Delaware County,NA,682,838,919,1102,1227
19057,NA,Des Moines County,NA,733,810,1063,1369,1426
19059,NA,Dickinson County,NA,826,831,1091,1314,1445
19061,NA,Dubuque County,NA,774,841,1077,1450,1807
19063,NA,Emmet County,NA,682,771,919,1222,1227
19065,NA,Fayette County,NA,682,723,919,1210,1439
19067,NA,Floyd County,NA,682,700,919,1192,1217
19069,NA,Franklin County,NA,682,700,919,1168,1542
19071,NA,Fremont County,NA,682,708,919,1278,1379
19073,NA,Greene County,NA,682,700,919,1278,1486
19075,NA,Grundy County,NA,725,801,1051,1357,1763
19077,NA,Guthrie County,NA,1063,1109,1318,1794,1841
19079,NA,Hamilton County,NA,738,791,994,1192,1316
19081,NA,Hancock County,NA,682,745,919,1170,1542
19083,NA,Hardin County,NA,682,700,919,1208,1347
19085,NA,Harrison County,NA,1090,1148,1368,1813,2046
19087,NA,Henry County,NA,647,716,939,1242,1360
19089,NA,Howard County,NA,682,838,919,1278,1476
19091,NA,Humboldt County,NA,682,798,919,1278,1436
19093,NA,Ida County,NA,682,764,919,1102,1217
19095,NA,Iowa County,NA,682,709,919,1278,1452
19097,NA,Jackson County,NA,682,700,919,1178,1217
19099,NA,Jasper County,NA,784,789,1008,1348,1372
19101,NA,Jefferson County,NA,821,826,1084,1300,1435
19103,NA,Johnson County,NA,880,961,1141,1587,1914
19105,NA,Jones County,NA,634,711,919,1212,1217
19107,NA,Keokuk County,NA,682,764,919,1178,1227
19109,NA,Kossuth County,NA,682,700,919,1102,1217
19111,NA,Lee County,NA,663,733,962,1270,1330
19113,NA,Linn County,NA,738,816,1071,1490,1797
19115,NA,Louisa County,NA,682,700,919,1124,1223
19117,NA,Lucas County,NA,724,743,975,1250,1302
19119,NA,Lyon County,NA,682,700,919,1102,1217
19121,NA,Madison County,NA,1063,1109,1318,1794,1841
19123,NA,Mahaska County,NA,717,722,947,1135,1254
19125,NA,Marion County,NA,701,808,1016,1218,1356
19127,NA,Marshall County,NA,712,731,959,1265,1270
19129,NA,Mills County,NA,1090,1148,1368,1813,2046
19131,NA,Mitchell County,NA,682,774,919,1156,1227
19133,NA,Monona County,NA,682,700,919,1145,1542
19135,NA,Monroe County,NA,682,700,919,1222,1227
19137,NA,Montgomery County,NA,682,838,919,1265,1319
19139,NA,Muscatine County,NA,795,858,1071,1374,1605
19141,NA,O'Brien County,NA,682,700,919,1111,1217
19143,NA,Osceola County,NA,682,700,919,1212,1217
19145,NA,Page County,NA,682,700,919,1147,1225
19147,NA,Palo Alto County,NA,682,700,919,1222,1227
19149,NA,Plymouth County,NA,767,772,980,1287,1366
19151,NA,Pocahontas County,NA,658,700,919,1125,1217
19153,NA,Polk County,NA,1063,1109,1318,1794,1841
19155,NA,Pottawattamie County,NA,1090,1148,1368,1813,2046
19157,NA,Poweshiek County,NA,733,853,988,1303,1308
19159,NA,Ringgold County,NA,682,748,919,1125,1227
19161,NA,Sac County,NA,786,791,919,1226,1231
19163,NA,Scott County,NA,817,928,1143,1498,1819
19165,NA,Shelby County,NA,682,838,919,1278,1309
19167,NA,Sioux County,NA,735,740,971,1246,1351
19169,NA,Story County,NA,972,1026,1153,1601,1934
19171,NA,Tama County,NA,698,717,941,1174,1330
19173,NA,Taylor County,NA,682,700,919,1116,1217
19175,NA,Union County,NA,634,700,919,1212,1217
19177,NA,Van Buren County,NA,682,713,919,1102,1510
19179,NA,Wapello County,NA,793,814,1068,1354,1468
19181,NA,Warren County,NA,1063,1109,1318,1794,1841
19183,NA,Washington County,NA,728,733,962,1191,1274
19185,NA,Wayne County,NA,682,734,919,1193,1227
19187,NA,Webster County,NA,696,700,919,1182,1542
19189,NA,Winnebago County,NA,682,731,919,1222,1392
19191,NA,Winneshiek County,NA,682,700,919,1212,1217
19193,NA,Woodbury County,NA,796,925,1154,1386,1528
19195,NA,Worth County,NA,682,700,919,1278,1364
19197,NA,Wright County,NA,682,700,919,1102,1217
20001,NA,Allen County,NA,689,727,877,1216,1276
20003,NA,Anderson County,NA,643,668,877,1146,1471
20005,NA,Atchison County,NA,631,668,877,1220,1471
20007,NA,Barber County,NA,643,730,877,1103,1471
20009,NA,Barton County,NA,643,693,877,1220,1296
20011,NA,Bourbon County,NA,645,713,936,1122,1352
20013,NA,Brown County,NA,643,668,877,1143,1162
20015,NA,Butler County,NA,782,849,1099,1444,1784
20017,NA,Chase County,NA,643,712,877,1184,1276
20019,NA,Chautauqua County,NA,643,668,877,1108,1161
20021,NA,Cherokee County,NA,664,668,877,1157,1161
20023,NA,Cheyenne County,NA,643,682,877,1052,1249
20025,NA,Clark County,NA,643,752,877,1075,1276
20027,NA,Clay County,NA,696,724,950,1253,1258
20029,NA,Cloud County,NA,643,676,877,1052,1275
20031,NA,Coffey County,NA,644,670,879,1064,1164
20033,NA,Comanche County,NA,643,668,877,1144,1276
20035,NA,Cowley County,NA,643,668,877,1139,1323
20037,NA,Crawford County,NA,682,687,901,1253,1511
20039,NA,Decatur County,NA,643,668,877,1220,1318
20041,NA,Dickinson County,NA,665,669,878,1153,1162
20043,NA,Doniphan County,NA,774,832,1077,1363,1566
20045,NA,Douglas County,NA,895,1006,1182,1644,1983
20047,NA,Edwards County,NA,643,668,877,1134,1348
20049,NA,Elk County,NA,643,668,877,1132,1276
20051,NA,Ellis County,NA,649,717,941,1288,1579
20053,NA,Ellsworth County,NA,643,708,877,1052,1285
20055,NA,Finney County,NA,788,793,1041,1435,1705
20057,NA,Ford County,NA,668,739,969,1256,1384
20059,NA,Franklin County,NA,784,789,1020,1223,1360
20061,NA,Geary County,NA,843,848,1048,1458,1758
20063,NA,Gove County,NA,643,800,877,1157,1161
20065,NA,Graham County,NA,643,668,877,1115,1276
20067,NA,Grant County,NA,643,668,877,1220,1276
20069,NA,Gray County,NA,643,800,877,1090,1161
20071,NA,Greeley County,NA,643,668,877,1052,1276
20073,NA,Greenwood County,NA,643,668,877,1052,1276
20075,NA,Hamilton County,NA,790,822,1079,1294,1570
20077,NA,Harper County,NA,643,740,877,1093,1276
20079,NA,Harvey County,NA,782,849,1099,1444,1784
20081,NA,Haskell County,NA,643,668,877,1089,1276
20083,NA,Hodgeman County,NA,643,714,877,1220,1450
20085,NA,Jackson County,NA,792,820,1057,1392,1411
20087,NA,Jefferson County,NA,792,820,1057,1392,1411
20089,NA,Jewell County,NA,643,712,877,1132,1276
20091,NA,Johnson County,NA,1095,1197,1358,1769,2103
20093,NA,Kearny County,NA,1045,1087,1426,1710,1888
20095,NA,Kingman County,NA,643,668,877,1220,1470
20097,NA,Kiowa County,NA,643,668,877,1088,1161
20099,NA,Labette County,NA,605,668,877,1052,1209
20101,NA,Lane County,NA,725,754,989,1277,1439
20103,NA,Leavenworth County,NA,1095,1197,1358,1769,2103
20105,NA,Lincoln County,NA,643,668,877,1073,1276
20107,NA,Linn County,NA,1095,1197,1358,1769,2103
20109,NA,Logan County,NA,668,832,912,1093,1208
20111,NA,Lyon County,NA,624,668,877,1142,1381
20113,NA,McPherson County,NA,674,701,920,1176,1356
20115,NA,Marion County,NA,643,688,877,1157,1161
20117,NA,Marshall County,NA,643,668,877,1164,1471
20119,NA,Meade County,NA,643,668,877,1078,1276
20121,NA,Miami County,NA,1095,1197,1358,1769,2103
20123,NA,Mitchell County,NA,643,668,877,1220,1276
20125,NA,Montgomery County,NA,643,668,877,1101,1417
20127,NA,Morris County,NA,643,679,877,1052,1424
20129,NA,Morton County,NA,643,668,877,1052,1276
20131,NA,Nemaha County,NA,643,722,877,1132,1471
20133,NA,Neosho County,NA,687,691,877,1125,1349
20135,NA,Ness County,NA,643,668,877,1163,1168
20137,NA,Norton County,NA,643,678,877,1132,1276
20139,NA,Osage County,NA,792,820,1057,1392,1411
20141,NA,Osborne County,NA,643,668,877,1108,1276
20143,NA,Ottawa County,NA,684,711,933,1143,1357
