imdb_id,series_title,my_series_rating,season,episode,title,rating,votes,release_year
tt3279494,@midnight,7,2,39,Episode #2.39,6.4,11,2013
tt3279494,@midnight,7,2,40,Episode #2.40,6,9,2013
tt3279494,@midnight,7,2,43,Episode #2.43,5.8,10,2013
tt3279494,@midnight,7,2,44,Episode #2.44,7.6,10,2013
tt3279494,@midnight,7,2,45,Episode #2.45,5.8,12,2013
tt3279494,@midnight,7,2,46,Episode #2.46,7.6,10,2013
tt3279494,@midnight,7,2,47,Episode #2.47,5.4,7,2013
tt3279494,@midnight,7,2,48,Episode #2.48,6,8,2013
tt3279494,@midnight,7,2,49,Episode #2.49,6.3,9,2013
tt3279494,@midnight,7,2,50,Episode #2.50,5.6,8,2013
tt3279494,@midnight,7,2,51,Episode #2.51,6.5,10,2013
tt3279494,@midnight,7,2,52,Episode #2.52,6.7,10,2013
tt3279494,@midnight,7,2,53,Episode #2.53,6.5,10,2013
tt3279494,@midnight,7,2,54,Episode #2.54,6.5,10,2013
tt3279494,@midnight,7,2,55,Episode #2.55,5.8,9,2013
tt3279494,@midnight,7,2,56,Episode #2.56,6.4,11,2013
tt3279494,@midnight,7,2,57,Episode #2.57,5.8,9,2013
tt3279494,@midnight,7,2,58,Episode #2.58,6,11,2013
tt3279494,@midnight,7,2,59,Episode #2.59,5.3,10,2013
tt3279494,@midnight,7,2,60,Episode #2.60,6.3,10,2013
tt3279494,@midnight,7,2,61,Episode #2.61,5.7,10,2013
tt3279494,@midnight,7,2,62,Episode #2.62,6.2,10,2013
tt3279494,@midnight,7,2,63,Episode #2.63,6,11,2013
tt3279494,@midnight,7,2,64,Episode #2.64,6.7,10,2013
tt3279494,@midnight,7,2,65,Episode #2.65,7.2,16,2013
tt3279494,@midnight,7,2,66,Episode #2.66,6.4,13,2013
tt3279494,@midnight,7,2,67,Episode #2.67,5.7,11,2013
tt3279494,@midnight,7,2,68,Episode #2.68,7.1,13,2013
tt3279494,@midnight,7,2,69,Episode #2.69,5.8,10,2013
tt3279494,@midnight,7,2,72,Episode #2.72,5.2,10,2013
tt3279494,@midnight,7,2,73,Episode #2.73,4.8,9,2013
tt3279494,@midnight,7,2,74,Episode #2.74,6.6,9,2013
tt3279494,@midnight,7,2,76,Episode #2.76,6.8,8,2013
tt3279494,@midnight,7,2,77,Episode #2.77,5,9,2013
tt3279494,@midnight,7,2,78,Episode #2.78,4.8,9,2013
tt3279494,@midnight,7,2,80,Episode #2.80,5.6,9,2013
tt3279494,@midnight,7,2,81,Episode #2.81,5.4,10,2013
tt3279494,@midnight,7,2,82,Episode #2.82,6.8,11,2013
tt3279494,@midnight,7,2,83,Episode #2.83,5.8,9,2013
tt3279494,@midnight,7,2,84,Episode #2.84,6.4,10,2013
