season,episode,title,rating,votes,episode_year
1,1,The Launch,6.3,83,2015
1,2,Episode 2,6.3,53,2015
1,3,Episode 3,6.2,48,2015
1,4,Episode 4,5.8,44,2015
1,5,Episode 5,5.9,39,2015
1,6,Unseen Bits 1,4.6,34,2015
1,7,Episode 6,6.4,34,2015
1,8,Episode 7,5.9,32,2015
1,9,Episode 8,6,31,2015
1,10,Episode 9,6.2,30,2015
1,11,Episode 10,6.1,29,2015
1,12,Unseen Bits 2,4.9,28,2015
1,13,Episode 11,6.4,30,2015
1,14,Episode 12,5.6,29,2015
1,15,Episode 13,6.2,31,2015
1,16,Episode 14,6.2,27,2015
1,17,Episode 15,5.8,28,2015
1,18,Unseen Bits 3,4.8,26,2015
1,19,Episode 16,6,29,2015
1,20,Episode 17,5.9,29,2015
1,21,Episode 18,5.8,28,2015
1,22,Episode 19,6,29,2015
1,23,Episode 20,6.4,30,2015
1,24,Unseen Bits 4,4.9,25,2015
1,25,Episode 21,5.6,29,2015
1,26,Episode 22,5.9,28,2015
1,27,Episode 23,5.9,26,2015
1,28,Episode 24,6.1,27,2015
1,29,Episode 25,6,26,2015
1,30,Unseen Bits 5,5.2,23,2015
1,31,Episode 26,5.6,26,2015
1,32,Episode 27,6,26,2015
1,33,Episode 28,5.7,25,2015
1,34,The Final,6.1,29,2015
2,1,The Launch,6.2,48,2016
2,2,Episode 2,5.9,30,2016
2,3,Episode 3,5.5,26,2016
2,4,Episode 4,5.7,24,2016
2,5,Episode 5,5.7,24,2016
2,6,Unseen Bits 1,4.4,23,2016
2,7,Episode 6,5.7,22,2016
2,8,Episode 7,5.7,22,2016
2,9,Episode 8,5.7,23,2016
2,10,Episode 9,5.8,23,2016
2,11,Episode 10,5.7,24,2016
2,12,Episode 11,5.7,22,2016
2,13,Unseen Bits 2,4.1,20,2016
2,14,Episode 12,5.6,23,2016
2,15,Episode 13,5.3,23,2016
2,16,Episode 14,5.4,23,2016
2,17,Episode 15,5.6,25,2016
2,18,Episode 16,5.7,24,2016
2,19,Episode 17,5.3,22,2016
2,20,Unseen Bits 3,4.4,20,2016
2,21,Episode 18,5.6,21,2016
2,22,Episode 19,5.4,22,2016
2,23,Episode 20,5.8,21,2016
2,24,Episode 21,5.5,21,2016
2,25,Episode 22,5.7,24,2016
2,26,Episode 23,5.4,21,2016
2,27,Unseen Bits 4,4.3,19,2016
2,28,Episode 24,5.5,22,2016
2,29,Episode 25,5.2,21,2016
2,30,Episode 26,5.6,21,2016
2,31,Episode 27,5.3,21,2016
2,32,Episode 28,5.4,21,2016
2,33,Episode 29,5.7,22,2016
2,34,Unseen Bits 5,4.2,20,2016
2,35,Episode 30,5.3,22,2016
2,36,Episode 31,5.4,20,2016
2,37,Episode 32,5.5,22,2016
2,38,Episode 33,5.4,19,2016
2,39,Episode 34,5.6,21,2016
2,40,Episode 35,5.4,19,2016
2,41,Unseen Bits 6,4.5,17,2016
2,42,Episode 36,5.9,19,2016
2,43,The Final,5.5,22,2016
2,44,Heading Home,5.8,24,2016
3,1,The Launch,6,49,2017
3,2,Episode 2,5.9,29,2017
3,3,Episode 3,5.7,30,2017
3,4,Episode 4,5.3,29,2017
3,5,Episode 5,5.4,27,2017
3,6,Episode 6,5.4,27,2017
3,7,Episode 7,5.6,28,2017
3,8,Episode 8,5.5,30,2017
3,9,Episode 9,5.9,30,2017
3,10,Episode 10,6.1,29,2017
3,11,Episode 11,6,27,2017
3,12,Episode 12,6,27,2017
3,13,Episode 13,6.2,27,2017
3,14,Episode 14,6.2,27,2017
3,15,Episode 15,6.1,25,2017
3,16,Episode 16,6.3,25,2017
3,17,Episode 17,6.1,25,2017
3,18,Episode 18,6.5,27,2017
3,19,Episode 19,6.1,25,2017
3,20,Episode 20,6,25,2017
3,21,Episode 21,6.2,25,2017
3,22,Episode 22,6.3,24,2017
3,23,Episode 23,5.9,27,2017
3,24,Episode 24,6.6,27,2017
3,25,Episode 25,6.1,25,2017
3,26,Episode 26,6,25,2017
3,27,Episode 27,6.2,26,2017
3,28,Episode 28,6.2,25,2017
3,29,Episode 29,6.3,25,2017
3,30,Episode 30,6.1,26,2017
3,31,Episode 31,6.5,27,2017
3,32,Episode 32,6.4,27,2017
3,33,Episode 33,6.2,26,2017
3,34,Episode 34,6.3,25,2017
3,35,Episode 35,6.3,26,2017
3,36,Episode 36,6.3,26,2017
3,37,Episode 37,6.6,28,2017
3,38,Episode 38,6,25,2017
3,39,Episode 39,6.4,27,2017
3,40,Episode 40,6.2,25,2017
3,41,Episode 41,6.1,25,2017
3,42,Episode 42,6.2,24,2017
3,43,The Final,6.2,27,2017
3,44,The Reunion,6.2,25,2017
4,1,The Launch,5.7,45,2018
4,2,Episode 2,5.4,32,2018
4,3,Episode 3,4.7,31,2018
4,4,Episode 4,5.1,30,2018
