rank,title,director,year,imdb_rating,id,site,producer_site,audience_scores,tomato_meter_scores,director_rot_tom,distributor,production_co,produced_by,producers_imdb,production_company
56,WALL·E,Andrew Stanton,2008,8.4,tt0910970,https://www.imdb.com/title/tt0910970/,https://www.imdb.com/title/tt0910970/companycredits?ref_=ttfc_sa_3,90,95,Andrew Stanton,Walt Disney Studios Motion Pictures|Walt Disney Studios Motion Pictures Germany,Walt Disney Pictures|Pixar Animation Studios|FortyFour Studios,Walt Disney Studios Motion Pictures|Walt Disney Studios Motion Pictures Germany,Lindsey Collins|John Lasseter|Gillian Libbert|Chris Montan|Jim Morris|Thomas Porter,Walt Disney Pictures|Pixar Animation Studios|FortyFour Studios
57,Memento,Christopher Nolan,2001,8.4,tt0209144,https://www.imdb.com/title/tt0209144/,https://www.imdb.com/title/tt0209144/companycredits?ref_=ttfc_sa_3,94,93,Christopher Nolan,Newmarket Films|Front Row Filmed Entertainment|Pathé Distribution|Columbia TriStar Home Video|CDE Home Video,Newmarket Capital Group|Team Todd|I Remember Productions|Summit Entertainment,Newmarket Films|Front Row Filmed Entertainment|Pathé Distribution|Columbia TriStar Home Video|CDE Home Video,Christopher Ball|Elaine Dysinger|Aaron Ryder|Emma Thomas|Jennifer Todd|Suzanne Todd|William Tyrer,Newmarket Capital Group|Team Todd|I Remember Productions|Summit Entertainment
58,Dune: Part Two,Denis Villeneuve,2024,8.4,tt15239678,https://www.imdb.com/title/tt15239678/,https://www.imdb.com/title/tt15239678/companycredits?ref_=ttfc_sa_3,95,92,Denis Villeneuve,Warner Bros.|Cinemundo|HKC Entertainment|InterCom|Legendary East,Warner Bros.|Legendary Pictures|Villeneuve Films|Eagle Pictures|New Zealand Film Commission,Warner Bros.|Cinemundo|HKC Entertainment|InterCom|Legendary East,Diala Al Raie|Trevor Bagge|Gergö Balika|Cale Boyter|Amanda Confavreux|Jessica Derhammer|Howard Ellis|Herbert W. Gains|Adam Goodman|James Grant|Joshua Grode|John Harrison|Toby Hefferman|Brian Herbert|Kim Herbert|Genevieve Hofmeyr|Fuad Khalil|Tanya Lapointe|Gianluca Leurini|Robbie McAree|Patrick McCormick|Byron Merritt|Tina Oswald|Mary Parent|Brice Parker|Richard P. Rubinstein|Jon Spaihts|Thomas Tull|Denis Villeneuve,Warner Bros.|Legendary Pictures|Villeneuve Films|Eagle Pictures|New Zealand Film Commission
59,Raiders of the Lost Ark,Steven Spielberg,1981,8.4,tt0082971,https://www.imdb.com/title/tt0082971/,https://www.imdb.com/title/tt0082971/companycredits?ref_=ttfc_sa_3,96,94,Steven Spielberg,Paramount Distribution|Paramount Pictures|Cinema International Corporation (CIC),Paramount Pictures|Lucasfilm,Paramount Distribution|Paramount Pictures|Cinema International Corporation (CIC),Howard G. Kazanjian|George Lucas|Frank Marshall|Robert Watts,Paramount Pictures|Lucasfilm
60,Avengers: Infinity War,Anthony Russo,2018,8.4,tt4154756,https://www.imdb.com/title/tt4154756/,https://www.imdb.com/title/tt4154756/companycredits?ref_=ttfc_sa_3,92,85,Anthony Russo,Walt Disney Studios Motion Pictures|B&H Film Distribution|Buena Vista International|Cinecolor Films|Cineforum,Marvel Studios|Jason Roberts Productions|South Pictures,Walt Disney Studios Motion Pictures|B&H Film Distribution|Buena Vista International|Cinecolor Films|Cineforum,Victoria Alonso|Mitchell Bell|Ari Costa|Louis D'Esposito|Jon Favreau|Kevin Feige|Michael Grillo|James Gunn|Stan Lee|JoAnn Perritano|Edu Sallouti|Nicholas Simon|Trinh Tran|Jen Underdahl,Marvel Studios|Jason Roberts Productions|South Pictures
61,The Lives of Others,Florian Henckel von Donnersmarck,2007,8.4,tt0405094,https://www.imdb.com/title/tt0405094/,https://www.imdb.com/title/tt0405094/companycredits?ref_=ttfc_sa_3,96,92,Florian Henckel von Donnersmarck,01 Distribution|ABC Distribution|Albatros Film|Alfa Films|Bontonfilm,Wiedemann & Berg Filmproduktion|Bayerischer Rundfunk (BR)|ARTE|Creado Film,01 Distribution|ABC Distribution|Albatros Film|Alfa Films|Bontonfilm,Quirin Berg|Claudia Gladziejewski|Dirk Hamm|Florian Henckel von Donnersmarck|Monika Lobkowicz|Andreas Schreitmüller|Hubert von Spreti|Max Wiedemann,Wiedemann & Berg Filmproduktion|Bayerischer Rundfunk (BR)|ARTE|Creado Film
62,Spider-Man: Into the Spider-Verse,Bob Persichetti,2018,8.4,tt4633694,https://www.imdb.com/title/tt4633694/,https://www.imdb.com/title/tt4633694/companycredits?ref_=ttfc_sa_3,93,97,Bob Persichetti,Sony Pictures Releasing|United International Pictures (UIP),Columbia Pictures|Marvel Entertainment|Avi Arad Productions|Lord Miller|Pascal Pictures,Sony Pictures Releasing|United International Pictures (UIP),Will Allegra|Avi Arad|Brian Michael Bendis|Theresa Bentz|Christian Hejnal|Stan Lee|Phil Lord|Christopher Miller|Amy Pascal|Christina Steinberg|Mandy Tankenson|Craig Sost,Columbia Pictures|Marvel Entertainment|Avi Arad Productions|Lord Miller|Pascal Pictures
63,Sunset Boulevard,Billy Wilder,1950,8.4,tt0043014,https://www.imdb.com/title/tt0043014/,https://www.imdb.com/title/tt0043014/companycredits?ref_=ttfc_sa_3,95,98,Billy Wilder,Paramount Pictures|Paramount Film Service|Paramount British Pictures|Film AB Paramount,Paramount Pictures,Paramount Pictures|Paramount Film Service|Paramount British Pictures|Film AB Paramount,Charles Brackett,Paramount Pictures
64,Witness for the Prosecution,Billy Wilder,1958,8.4,tt0051201,https://www.imdb.com/title/tt0051201/,https://www.imdb.com/title/tt0051201/companycredits?ref_=ttfc_sa_3,95,100,Billy Wilder,United Artists|20th Century Fox India|C.B. Films S.A.|Dear Film,Edward Small Productions,United Artists|20th Century Fox India|C.B. Films S.A.|Dear Film,Arthur Hornblow Jr.|Edward Small,Edward Small Productions
65,Paths of Glory,Stanley Kubrick,1957,8.4,tt0050825,https://www.imdb.com/title/tt0050825/,https://www.imdb.com/title/tt0050825/companycredits?ref_=ttfc_sa_3,95,96,Stanley Kubrick,United Artists|20th Century Fox India|Dear Film,Bryna Productions,United Artists|20th Century Fox India|Dear Film,James B. Harris|Kirk Douglas|Stanley Kubrick,Bryna Productions
66,The Shining,Stanley Kubrick,1980,8.4,tt0081505,https://www.imdb.com/title/tt0081505/,https://www.imdb.com/title/tt0081505/companycredits?ref_=ttfc_sa_3,93,84,Stanley Kubrick,Warner Bros.|Columbia-Warner Filmes de Portugal|Produzione Intercontinentale Cinematografica (PIC)|Victor Michailides|Vista Películas,Warner Bros.|Hawk Films|Peregrine|Producers Circle,Warner Bros.|Columbia-Warner Filmes de Portugal|Produzione Intercontinentale Cinematografica (PIC)|Victor Michailides|Vista Películas,Robert Fryer|Jan Harlan|Mary Lea Johnson|Stanley Kubrick|Martin Richards,Warner Bros.|Hawk Films|Peregrine|Producers Circle
67,The Great Dictator,Charles Chaplin,1941,8.4,tt0032553,https://www.imdb.com/title/tt0032553/,https://www.imdb.com/title/tt0032553/companycredits?ref_=ttfc_sa_3,95,92,Charles Chaplin,United Artists,Charles Chaplin Productions,United Artists,Charles Chaplin|Carter DeHaven,Charles Chaplin Productions
68,Inglourious Basterds,Quentin Tarantino,2009,8.4,tt0361748,https://www.imdb.com/title/tt0361748/,https://www.imdb.com/title/tt0361748/companycredits?ref_=ttfc_sa_3,88,89,Quentin Tarantino,The Weinstein Company|Alliance|Universal Pictures International (UPI)|Finnkino|Paramount Films of India,Universal Pictures|The Weinstein Company|A Band Apart|Studio Babelsberg|Visiona Romantica,The Weinstein Company|Alliance|Universal Pictures International (UPI)|Finnkino|Paramount Films of India,Lawrence Bender|William Paul Clark|Christoph Fisser|Henning Molfenter|Bruce Moriarty|Lloyd Phillips|Pilar Savone|Erica Steinberg|Bob Weinstein|Harvey Weinstein|Charlie Woebcken,Universal Pictures|The Weinstein Company|A Band Apart|Studio Babelsberg|Visiona Romantica
69,12th Fail,Vidhu Vinod Chopra,2023,8.7,tt23849204,https://www.imdb.com/title/tt23849204/,https://www.imdb.com/title/tt23849204/companycredits?ref_=ttfc_sa_3,97,91,Vidhu Vinod Chopra,KRG Studios|Disney+ Hotstar|Zee5,Vinod Chopra Films|Zee Studios,KRG Studios|Disney+ Hotstar|Zee5,Pratik Basu|Vidhu Vinod Chopra|Lawrence D'Souza|Abhishek Dubey|Atul Vinod Duggal|Rajesh Radheylal Gupta|Yogesh Ishwar|Anuja Singh,Vinod Chopra Films|Zee Studios
70,Aliens,James Cameron,1986,8.4,tt0090605,https://www.imdb.com/title/tt0090605/,https://www.imdb.com/title/tt0090605/companycredits?ref_=ttfc_sa_3,94,94,James Cameron,Twentieth Century Fox|20th Century Fox Argentina|20th Century Fox|Fox Columbia TriStar Films,Twentieth Century Fox|Brandywine Productions|Pinewood Studios|SLM Production Group,Twentieth Century Fox|20th Century Fox Argentina|20th Century Fox|Fox Columbia TriStar Films,Gordon Carroll|David Giler|Walter Hill|Gale Anne Hurd,Twentieth Century Fox|Brandywine Productions|Pinewood Studios|SLM Production Group
71,High and Low,Akira Kurosawa,1963,8.4,tt0057565,https://www.imdb.com/title/tt0057565/,https://www.imdb.com/title/tt0057565/companycredits?ref_=ttfc_sa_3,95,97,Akira Kurosawa,Carlotta Films|Continental Distributing|Cowboy Pictures|Gala Film Distributors,Toho|Kurosawa Production Co.,Carlotta Films|Continental Distributing|Cowboy Pictures|Gala Film Distributors,Ryûzô Kikushima|Akira Kurosawa|Tomoyuki Tanaka,Toho|Kurosawa Production Co.
72,The Dark Knight Rises,Christopher Nolan,2012,8.4,tt1345836,https://www.imdb.com/title/tt1345836/,https://www.imdb.com/title/tt1345836/companycredits?ref_=ttfc_sa_3,90,87,Christopher Nolan,20th Century Fox Sweden|ACME|Alexandra Films,Warner Bros.|Legendary Pictures|DC Entertainment|Syncopy|Legendary Entertainment,20th Century Fox Sweden|ACME|Alexandra Films,Kevin de la Noy|Jordan Goldberg|Benjamin Melniker|Christopher Nolan|Charles Roven|Dileep Singh Rathore|Emma Thomas|Thomas Tull|Michael E. Uslan,Warner Bros.|Legendary Pictures|DC Entertainment|Syncopy|Legendary Entertainment
73,Coco,Lee Unkrich,2017,8.4,tt2380307,https://www.imdb.com/title/tt2380307/,https://www.imdb.com/title/tt2380307/companycredits?ref_=ttfc_sa_3,94,97,Lee Unkrich,Walt Disney Studios Motion Pictures Mexico|Walt Disney Studios Motion Pictures,Walt Disney Pictures|Pixar Animation Studios|Día de Muertos,Walt Disney Studios Motion Pictures Mexico|Walt Disney Studios Motion Pictures,Darla K. Anderson|Mary Alice Drumm|John Lasseter,Walt Disney Pictures|Pixar Animation Studios|Día de Muertos
74,Avengers: Endgame,Anthony Russo,2019,8.4,tt4154796,https://www.imdb.com/title/tt4154796/,https://www.imdb.com/title/tt4154796/companycredits?ref_=ttfc_sa_3,90,94,Anthony Russo,B&H Film Distribution|CJ CGV Viet Nam|Cinecolor Films Perú|Cinecolor Films|Cineforum,Marvel Studios,B&H Film Distribution|CJ CGV Viet Nam|Cinecolor Films Perú|Cinecolor Films|Cineforum,Victoria Alonso|Mitchell Bell|Ari Costa|Louis D'Esposito|Jon Favreau|Kevin Feige|Michael Grillo|James Gunn|Stan Lee|Christopher Markus|Stephen McFeely|JoAnn Perritano|Edu Sallouti|Nicholas Simon|Trinh Tran|Jen Underdahl,Marvel Studios
75,Good Will Hunting,Gus Van Sant,1998,8.3,tt0119217,https://www.imdb.com/title/tt0119217/,https://www.imdb.com/title/tt0119217/companycredits?ref_=ttfc_sa_3,94,97,Gus Van Sant,Miramax|Alliance Atlantis Communications|Bac Films|Buena Vista International|Cecchi Gori Distribuzione,Miramax|Lawrence Bender Productions|Be Gentlemen Limited Partnership|A Band Apart,Miramax|Alliance Atlantis Communications|Bac Films|Buena Vista International|Cecchi Gori Distribuzione,Su Armstrong|Lawrence Bender|Jonathan Gordon|Chris Moore|Scott Mosier|Kevin Smith|Bob Weinstein|Harvey Weinstein,Miramax|Lawrence Bender Productions|Be Gentlemen Limited Partnership|A Band Apart
76,Amadeus,Milos Forman,1984,8.4,tt0086879,https://www.imdb.com/title/tt0086879/,https://www.imdb.com/title/tt0086879/companycredits?ref_=ttfc_sa_3,95,90,Milos Forman,Orion Pictures|AMLF|Concorde Film|Hoyts Distribution|Kinosto,The Saul Zaentz Company|AMLF,Orion Pictures|AMLF|Concorde Film|Hoyts Distribution|Kinosto,Michael Hausman|Bertil Ohlsson|Saul Zaentz,The Saul Zaentz Company|AMLF
77,Toy Story,John Lasseter,1995,8.3,tt0114709,https://www.imdb.com/title/tt0114709/,https://www.imdb.com/title/tt0114709/companycredits?ref_=ttfc_sa_3,92,100,John Lasseter,Buena Vista Pictures Distribution|Buena Vista International|Buena Vista Korea|Roadshow Films,Walt Disney Pictures|Pixar Animation Studios,Buena Vista Pictures Distribution|Buena Vista International|Buena Vista Korea|Roadshow Films,Bonnie Arnold|Ed Catmull|Ralph Guggenheim|Steve Jobs,Walt Disney Pictures|Pixar Animation Studios
78,Your Name.,Makoto Shinkai,2017,8.4,tt5311514,https://www.imdb.com/title/tt5311514/,https://www.imdb.com/title/tt5311514/companycredits?ref_=ttfc_sa_3,86,95,Luca Guadagnino,Toho|Beijing Enlight Pictures|Colossal Mega Films|Ifilm|M Pictures,Amuse|CoMix Wave Films|East Japan Marketing & Communications Inc.|Kadokawa|Lawson HMV Entertainment (LHE),Toho|Beijing Enlight Pictures|Colossal Mega Films|Ifilm|M Pictures,Yoshihiro Furusawa|Tatsuro Hatanaka|Minami Ichikawa|Shin'ichirô Inoue|Kôichirô Itô|Noritaka Kawaguchi|Genki Kawamura|Yukari Kiso|Kenji Ôta|Yûichi Sakai|Katsuhiro Takei|Masanori Yumiya|Junji Zenki,Amuse|CoMix Wave Films|East Japan Marketing & Communications Inc.|Kadokawa|Lawson HMV Entertainment (LHE)
79,Das Boot,Wolfgang Petersen,1982,8.4,tt0082096,https://www.imdb.com/title/tt0082096/,https://www.imdb.com/title/tt0082096/companycredits?ref_=ttfc_sa_3,96,98,Wolfgang Petersen,Constantin Film|Fram Film|Producers Sales Organization (PSO)|EuroVideo|Adams Filmi,Bavaria Film|Twin Bros. Productions|Radiant Film GmbH|Süddeutscher Rundfunk (SDR)|Westdeutscher Rundfunk (WDR),Constantin Film|Fram Film|Producers Sales Organization (PSO)|EuroVideo|Adams Filmi,Michael Bittins|Mark Damon|Ortwin Freyermuth|John W. Hyde|Edward R. Pressman|Günter Rohrbach,Bavaria Film|Twin Bros. Productions|Radiant Film GmbH|Süddeutscher Rundfunk (SDR)|Westdeutscher Rundfunk (WDR)
80,Oldboy,Park Chan-wook,2003,8.3,tt0364569,https://www.imdb.com/title/tt0364569/,https://www.imdb.com/title/tt0364569/companycredits?ref_=ttfc_sa_3,94,82,Park Chan-wook,Neon|Mongrel Media|September Film|Films4You|Arrow Films,Show East|Egg Films,Neon|Mongrel Media|September Film|Films4You|Arrow Films,Kim Dong-joo|Jae-Duk Han|Dong-ju Kim|Syd Lim,Show East|Egg Films
81,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,1964,8.3,tt0057012,https://www.imdb.com/title/tt0057012/,https://www.imdb.com/title/tt0057012/companycredits?ref_=ttfc_sa_3,94,98,Stanley Kubrick,Columbia Pictures Corporation|Columbia Pictures Proprietary|Columbia Pictures|Columbia Films,Stanley Kubrick Productions|Columbia Pictures Corporation,Columbia Pictures Corporation|Columbia Pictures Proprietary|Columbia Pictures|Columbia Films,Stanley Kubrick|Victor Lyndon|Lee Minoff,Stanley Kubrick Productions|Columbia Pictures Corporation
82,Braveheart,Mel Gibson,1995,8.3,tt0112573,https://www.imdb.com/title/tt0112573/,https://www.imdb.com/title/tt0112573/companycredits?ref_=ttfc_sa_3,85,76,Mel Gibson,Paramount Pictures|Twentieth Century Fox Home Entertainment|20th Century Fox Argentina|20th Century Fox España|20th Century Fox India,Icon Entertainment International|The Ladd Company|B.H. Finance C.V.|Icon Productions,Paramount Pictures|Twentieth Century Fox Home Entertainment|20th Century Fox Argentina|20th Century Fox España|20th Century Fox India,Bruce Davey|Mel Gibson|Alan Ladd Jr.|Dean Lopata|Stephen McEveety|Elizabeth Robinson,Icon Entertainment International|The Ladd Company|B.H. Finance C.V.|Icon Productions
83,Princess Mononoke,Hayao Miyazaki,1997,8.3,tt0119698,https://www.imdb.com/title/tt0119698/,https://www.imdb.com/title/tt0119698/companycredits?ref_=ttfc_sa_3,94,93,Hayao Miyazaki,Toho|Buena Vista International|Arthaus,DENTSU Music And Entertainment|Nibariki|Nippon Television Network (NTV)|Studio Ghibli|TNDG,Toho|Buena Vista International|Arthaus,Scott Martin|Yutaka Narita|Seiji Okuda|Toshio Suzuki|Diana Tauder|Yasuyoshi Tokuma|Seiichirô Ujiie|Bob Weinstein|Harvey Weinstein|Takahiro Yonezawa,DENTSU Music And Entertainment|Nibariki|Nippon Television Network (NTV)|Studio Ghibli|TNDG
84,American Beauty,Sam Mendes,1999,8.3,tt0169547,https://www.imdb.com/title/tt0169547/,https://www.imdb.com/title/tt0169547/companycredits?ref_=ttfc_sa_3,93,87,Sam Mendes,DreamWorks Distribution|United International Pictures (UIP)|Paramount Films of India,DreamWorks Pictures|Jinks/Cohen Company,DreamWorks Distribution|United International Pictures (UIP)|Paramount Films of India,Alan Ball|Bruce Cohen|Dan Jinks|Stan Wlodkowski,DreamWorks Pictures|Jinks/Cohen Company
85,3 Idiots,Rajkumar Hirani,2009,8.4,tt1187043,https://www.imdb.com/title/tt1187043/,https://www.imdb.com/title/tt1187043/companycredits?ref_=ttfc_sa_3,93,100,Rajkumar Hirani,Reliance Big Pictures|Megavision Films|Nikkatsu,Vinod Chopra Productions,Reliance Big Pictures|Megavision Films|Nikkatsu,Deepak Bhagra|Vidhu Vinod Chopra|Vir Chopra|Anil Davda|Sanjiv Kishinchandani|Ravi Sarin|Manu Sud,Vinod Chopra Productions
86,Capernaum,Nadine Labaki,2018,8.4,tt8267604,https://www.imdb.com/title/tt8267604/,https://www.imdb.com/title/tt8267604/companycredits?ref_=ttfc_sa_3,93,90,Nadine Labaki,Alamode Film|Anticipate Pictures|Caramel Films|Cinéart|Finnkino,Mooz Films|Cedrus Invest Bank|Sunnyland Film|Doha Film Institute|KNM Films,Alamode Film|Anticipate Pictures|Caramel Films|Cinéart|Finnkino,Candice Abela-Mikati|Ray Barakat|Joslyn Barnes|Assaad Debs|Chrystel Elias|Danny Glover|Marianne Katra|Antoine Khalife|Jason Kliot|Chady Eli Mattar|Kateryna Merkt|Michel Merkt|Fouad Mikati|Khaled Mouzanar|Ayla Rizk|Samer Rizk|Susan Rockefeller|Akram Safa|Georges Sarraf|Pierre Sarraf|Wissam Smayra|Sylvio Sharif Tabet|Anne-Dominique Toussaint|Joana Vicente,Mooz Films|Cedrus Invest Bank|Sunnyland Film|Doha Film Institute|KNM Films
87,Joker,Todd Phillips,2019,8.3,tt7286456,https://www.imdb.com/title/tt7286456/,https://www.imdb.com/title/tt7286456/companycredits?ref_=ttfc_sa_3,89,68,Todd Phillips,Warner Bros.|Alexandra Films|HKC Entertainment|Karo Premiere|Kinomania,Warner Bros.|Village Roadshow Pictures|BRON Studios|Joint Effort|Creative Wealth Media Finance,Warner Bros.|Alexandra Films|HKC Entertainment|Karo Premiere|Kinomania,Richard Baratta|Bruce Berman|Jason Cloth|Bradley Cooper|Joseph Garner|Aaron L. Gilbert|Walter Hamada|Anjay Nagpal|Todd Phillips|Emma Tillinger Koskoff|Michael E. Uslan|David Webb,Warner Bros.|Village Roadshow Pictures|BRON Studios|Joint Effort|Creative Wealth Media Finance
88,Singin' in the Rain,Stanley Donen,1952,8.3,tt0045152,https://www.imdb.com/title/tt0045152/,https://www.imdb.com/title/tt0045152/companycredits?ref_=ttfc_sa_3,95,100,Stanley Donen,Metro-Goldwyn-Mayer (MGM)|Metro Goldwyn Mayer,Loew's,Metro-Goldwyn-Mayer (MGM)|Metro Goldwyn Mayer,Arthur Freed|Roger Edens,Loew's
89,Once Upon a Time in America,Sergio Leone,1984,8.3,tt0087843,https://www.imdb.com/title/tt0087843/,https://www.imdb.com/title/tt0087843/companycredits?ref_=ttfc_sa_3,93,86,Sergio Leone,The Ladd Company|Warner Bros.|20th Century Fox Argentina|20th Century Fox|Adams Filmi,The Ladd Company|Warner Bros.|Producers Sales Organization (PSO)|Embassy International Pictures|Rafran Cinematografica,The Ladd Company|Warner Bros.|20th Century Fox Argentina|20th Century Fox|Adams Filmi,Claudio Mancini|Arnon Milchan,The Ladd Company|Warner Bros.|Producers Sales Organization (PSO)|Embassy International Pictures|Rafran Cinematografica
90,Come and See,Elem Klimov,1985,8.3,tt0091251,https://www.imdb.com/title/tt0091251/,https://www.imdb.com/title/tt0091251/companycredits?ref_=ttfc_sa_3,95,90,Elem Klimov,Mosfilm|Sovexportfilm|Alta Films|Artkino Pictures|Consorzio Italiano Distributori Indipendenti Film (CIDIF),Belarusfilm|Mosfilm,Mosfilm|Sovexportfilm|Alta Films|Artkino Pictures|Consorzio Italiano Distributori Indipendenti Film (CIDIF),Karen Shakhnazarov|Stepan Tereshchenko,Belarusfilm|Mosfilm
91,Requiem for a Dream,Darren Aronofsky,2000,8.3,tt0180093,https://www.imdb.com/title/tt0180093/,https://www.imdb.com/title/tt0180093/companycredits?ref_=ttfc_sa_3,93,80,Darren Aronofsky,Artisan Entertainment|Odeon Films|Momentum Pictures|Avsar Film|NonStop Entertainment,Artisan Entertainment|Thousand Words|Sibling Productions|Protozoa Pictures|Industry Entertainment,Artisan Entertainment|Odeon Films|Momentum Pictures|Avsar Film|NonStop Entertainment,Ben Barenholtz|Beau Flynn|Scott Franklin|Ann Ruark|Stefan Simchowitz|Randy Simon|Jonah Smith|M. Scott Vogel|Eric Watson|Nick Wechsler|Palmer West,Artisan Entertainment|Thousand Words|Sibling Productions|Protozoa Pictures|Industry Entertainment
92,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,1983,8.3,tt0086190,https://www.imdb.com/title/tt0086190/,https://www.imdb.com/title/tt0086190/companycredits?ref_=ttfc_sa_3,94,83,Richard Marquand,Twentieth Century Fox|City Film|City-Euro-Centra (C.E.C.)|Fox Films,Lucasfilm,Twentieth Century Fox|City Film|City-Euro-Centra (C.E.C.)|Fox Films,Jim Bloom|Howard G. Kazanjian|George Lucas|Rick McCallum|Robert Watts,Lucasfilm
93,Toy Story 3,Lee Unkrich,2010,8.3,tt0435761,https://www.imdb.com/title/tt0435761/,https://www.imdb.com/title/tt0435761/companycredits?ref_=ttfc_sa_3,90,98,Lee Unkrich,Walt Disney Studios Motion Pictures,Walt Disney Pictures|Pixar Animation Studios,Walt Disney Studios Motion Pictures,Darla K. Anderson|John Lasseter|Nicole Paradis Grindle,Walt Disney Pictures|Pixar Animation Studios
94,The Hunt,Thomas Vinterberg,2012,8.3,tt2106476,https://www.imdb.com/title/tt2106476/,https://www.imdb.com/title/tt2106476/companycredits?ref_=ttfc_sa_3,93,92,Thomas Vinterberg,Nordisk Film Distribution|Arrow Films|Atlantic Film|California Filmes|CinemArt,Zentropa Entertainments|Film i Väst|Zentropa International Sweden|Det Danske Filminstitut|Danmarks Radio (DR),Nordisk Film Distribution|Arrow Films|Atlantic Film|California Filmes|CinemArt,Jessica Ask|Karen Bentzon|Madeleine Ekman|Sidsel Hybschmann|Sisse Graum Jørgensen|Morten Kaufmann|Elin Lennartsson|Charlotte Pedersen|Martin Persson,Zentropa Entertainments|Film i Väst|Zentropa International Sweden|Det Danske Filminstitut|Danmarks Radio (DR)
95,Ikiru,Akira Kurosawa,1956,8.3,tt0044741,https://www.imdb.com/title/tt0044741/,https://www.imdb.com/title/tt0044741/companycredits?ref_=ttfc_sa_3,96,98,Akira Kurosawa,Toho|Brandon Films|Curzon Film Distributors|Svenska Filminstitutet (SFI)|Public Broadcasting Service (PBS),Toho,Toho|Brandon Films|Curzon Film Distributors|Svenska Filminstitutet (SFI)|Public Broadcasting Service (PBS),Sojiro Motoki,Toho
96,Incendies,Denis Villeneuve,2011,8.3,tt1255953,https://www.imdb.com/title/tt1255953/,https://www.imdb.com/title/tt1255953/companycredits?ref_=ttfc_sa_3,92,91,Denis Villeneuve,Albatros Film|Alfa Films|Christal Films Distribution|Cinéart,micro_scope|TS Productions|Phi Group|Canadian Broadcasting Corporation (CBC),Albatros Film|Alfa Films|Christal Films Distribution|Cinéart,Luc Déry|Anthony Doncque|Phoebe Greenberg|Penny Mancuso|Kim McCraw|Miléna Poylo|Gilles Sacuto|Ziad Touma|Stephen Traynor|Sylvie Trudelle,micro_scope|TS Productions|Phi Group|Canadian Broadcasting Corporation (CBC)
97,Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,8.3,tt0338013,https://www.imdb.com/title/tt0338013/,https://www.imdb.com/title/tt0338013/companycredits?ref_=ttfc_sa_3,94,93,Michel Gondry,Focus Features|A-Film Distribution|Bir Film|Constantin Film|Eagle Pictures,Focus Features|Anonymous Content|This Is That Productions,Focus Features|A-Film Distribution|Bir Film|Constantin Film|Eagle Pictures,Georges Bermann|Anthony Bregman|David Bushell|Steve Golin|Linda Fields Hill|Michael Jackman|Charlie Kaufman|Glenn Williamson,Focus Features|Anonymous Content|This Is That Productions
98,The Apartment,Billy Wilder,1960,8.3,tt0053604,https://www.imdb.com/title/tt0053604/,https://www.imdb.com/title/tt0053604/companycredits?ref_=ttfc_sa_3,94,93,Billy Wilder,United Artists|Dear Film|Kommunenes Filmcentral (KF)|Nova Film,The Mirisch Corporation,United Artists|Dear Film|Kommunenes Filmcentral (KF)|Nova Film,I.A.L. Diamond|Doane Harrison|Billy Wilder,The Mirisch Corporation
99,Lawrence of Arabia,David Lean,1962,8.3,tt0056172,https://www.imdb.com/title/tt0056172/,https://www.imdb.com/title/tt0056172/companycredits?ref_=ttfc_sa_3,93,93,David Lean,Columbia Pictures|Columbia Pictures Corporation|Columbia Pictures of Canada|Columbia Film|Columbia Film-Verleih,Horizon Pictures (II),Columbia Pictures|Columbia Pictures Corporation|Columbia Pictures of Canada|Columbia Film|Columbia Film-Verleih,Sam Spiegel|David Lean,Horizon Pictures (II)
100,2001: A Space Odyssey,Stanley Kubrick,1968,8.3,tt0062622,https://www.imdb.com/title/tt0062622/,https://www.imdb.com/title/tt0062622/companycredits?ref_=ttfc_sa_3,88,90,Stanley Kubrick,Metro-Goldwyn-Mayer (MGM)|Fotorama,Metro-Goldwyn-Mayer (MGM)|Stanley Kubrick Productions,Metro-Goldwyn-Mayer (MGM)|Fotorama,Stanley Kubrick|Victor Lyndon,Metro-Goldwyn-Mayer (MGM)|Stanley Kubrick Productions
101,Reservoir Dogs,Quentin Tarantino,1992,8.3,tt0105236,https://www.imdb.com/title/tt0105236/,https://www.imdb.com/title/tt0105236/companycredits?ref_=ttfc_sa_3,94,90,Quentin Tarantino,Miramax|Ascot Elite Entertainment Group|Ascot Filmverleih|Carolco Pictures|Cine Company S.A.,Live Entertainment|Dog Eat Dog Productions Inc.,Miramax|Ascot Elite Entertainment Group|Ascot Filmverleih|Carolco Pictures|Cine Company S.A.,Lawrence Bender|Richard N. Gladstein|Monte Hellman|Harvey Keitel|Ronna B. Wallace,Live Entertainment|Dog Eat Dog Productions Inc.
102,Scarface,Brian De Palma,1983,8.3,tt0086250,https://www.imdb.com/title/tt0086250/,https://www.imdb.com/title/tt0086250/companycredits?ref_=ttfc_sa_3,93,79,Brian De Palma,Universal Pictures|Alliance Atlantis|Nova Film|United International Pictures (UIP),Universal Pictures|Martin Bregman Productions,Universal Pictures|Alliance Atlantis|Nova Film|United International Pictures (UIP),Martin Bregman|Peter Saphier|Louis A. Stroller,Universal Pictures|Martin Bregman Productions
