rank,title,director,year,imdb_rating,id,site,producer_site,audience_scores,tomato_meter_scores,director_rot_tom,distributor,production_co,produced_by,producers_imdb,production_company
11,The Lord of the Rings: The Two Towers,Peter Jackson,2002,8.8,tt0167261,https://www.imdb.com/title/tt0167261/,https://www.imdb.com/title/tt0167261/companycredits?ref_=ttfc_sa_3,95,95,Peter Jackson,New Line Cinema|A-Film Distribution|Alliance Atlantis Communications|Entertainment Film Distributors|Entertainment One,New Line Cinema|WingNut Films|The Saul Zaentz Company,New Line Cinema|A-Film Distribution|Alliance Atlantis Communications|Entertainment Film Distributors|Entertainment One,Peter Jackson|Michael Lynne|Mark Ordesky|Barrie M. Osborne|Rick Porras|Jamie Selkirk|Robert Shaye|Fran Walsh|Bob Weinstein|Harvey Weinstein,New Line Cinema|WingNut Films|The Saul Zaentz Company
12,Forrest Gump,Robert Zemeckis,1994,8.8,tt0109830,https://www.imdb.com/title/tt0109830/,https://www.imdb.com/title/tt0109830/companycredits?ref_=ttfc_sa_3,95,75,Robert Zemeckis,Paramount Distribution|Lucernafilm - Alfa|Paramount Pictures|United International Pictures (UIP),Paramount Pictures|The Steve Tisch Company|Wendy Finerman Productions,Paramount Distribution|Lucernafilm - Alfa|Paramount Pictures|United International Pictures (UIP),Wendy Finerman|Charles Newirth|Steve Starkey|Steve Tisch,Paramount Pictures|The Steve Tisch Company|Wendy Finerman Productions
13,Fight Club,David Fincher,1999,8.8,tt0137523,https://www.imdb.com/title/tt0137523/,https://www.imdb.com/title/tt0137523/companycredits?ref_=ttfc_sa_3,96,81,David Fincher,Twentieth Century Fox|Fox Film|Hispano Foxfilms S.A.E.|Kommunenes Filmcentral (KF),Fox 2000 Pictures|New Regency Productions|Linson Films|Atman Entertainment|Knickerbocker Films,Twentieth Century Fox|Fox Film|Hispano Foxfilms S.A.E.|Kommunenes Filmcentral (KF),Ross Grayson Bell|Ceán Chaffin|John S. Dorsey|Art Linson|Arnon Milchan,Fox 2000 Pictures|New Regency Productions|Linson Films|Atman Entertainment|Knickerbocker Films
14,Inception,Christopher Nolan,2010,8.8,tt1375666,https://www.imdb.com/title/tt1375666/,https://www.imdb.com/title/tt1375666/companycredits?ref_=ttfc_sa_3,91,87,Christopher Nolan,Alexandra Films|Columbia TriStar Warner Filmes de Portugal|Continental Film|Film1|Forum Cinemas,Warner Bros.|Legendary Pictures|Syncopy|Legendary Entertainment,Alexandra Films|Columbia TriStar Warner Filmes de Portugal|Continental Film|Film1|Forum Cinemas,Zakaria Alaoui|John Bernard|Chris Brigham|Jordan Goldberg|Thomas Hayslip|Christopher Nolan|Kanjirô Sakura|Yoshikuni Taki|Emma Thomas|Thomas Tull,Warner Bros.|Legendary Pictures|Syncopy|Legendary Entertainment
15,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,1980,8.7,tt0080684,https://www.imdb.com/title/tt0080684/,https://www.imdb.com/title/tt0080684/companycredits?ref_=ttfc_sa_3,97,93,Irvin Kershner,Twentieth Century Fox|Twentieth Century-Fox Film Company|20th Century Fox Australia|20th Century Fox España|20th Century Fox India,Lucasfilm,Twentieth Century Fox|Twentieth Century-Fox Film Company|20th Century Fox Australia|20th Century Fox España|20th Century Fox India,Jim Bloom|Gary Kurtz|George Lucas|Rick McCallum|Robert Watts|Howard G. Kazanjian,Lucasfilm
16,The Matrix,Andy Wachowski,1999,8.7,tt0133093,https://www.imdb.com/title/tt0133093/,https://www.imdb.com/title/tt0133093/companycredits?ref_=ttfc_sa_3,85,83,Andy Wachowski,Warner Bros.|Warner Bros. Pictures|Norsk Filmdistribusjon|Sandrew Metronome Distribution,Warner Bros.|Village Roadshow Pictures|Groucho Film Partnership|Silver Pictures|3 Arts Entertainment,Warner Bros.|Warner Bros. Pictures|Norsk Filmdistribusjon|Sandrew Metronome Distribution,Bruce Berman|Dan Cracchiolo|Carol Hughes|Andrew Mason|Richard Mirisch|Barrie M. Osborne|Joel Silver|Erwin Stoff|Lana Wachowski|Lilly Wachowski,Warner Bros.|Village Roadshow Pictures|Groucho Film Partnership|Silver Pictures|3 Arts Entertainment
17,Goodfellas,Martin Scorsese,1990,8.7,tt0099685,https://www.imdb.com/title/tt0099685/,https://www.imdb.com/title/tt0099685/companycredits?ref_=ttfc_sa_3,97,93,Martin Scorsese,Warner Bros.|Roadshow Films|Warner & Metronome Film|Warner Bros. Film|Warner Bros. Finland,Warner Bros.,Warner Bros.|Roadshow Films|Warner & Metronome Film|Warner Bros. Film|Warner Bros. Finland,Barbara De Fina|Bruce S. Pustin|Irwin Winkler,Warner Bros.
18,Interstellar,Christopher Nolan,2014,8.7,tt0816692,https://www.imdb.com/title/tt0816692/,https://www.imdb.com/title/tt0816692/companycredits?ref_=ttfc_sa_3,87,73,Christopher Nolan,Paramount Distribution|Warner Bros. Pictures International|Paramount Pictures|Warner Bros. Pictures|20th Century Fox Sweden,Paramount Pictures|Warner Bros.|Legendary Pictures|Syncopy|Lynda Obst Productions,Paramount Distribution|Warner Bros. Pictures International|Paramount Pictures|Warner Bros. Pictures|20th Century Fox Sweden,Kaari Autry|Jenny Basen|Jill Christensen|Stacey Douglas|Kim Goddard|Jordan Goldberg|Harrison Goldstein|Árni Björn Helgason|Jake Myers|Christopher Nolan|Lynda Obst|Graeme Puttock|Debbie Schwab|Inga Björk Sólnes|Emma Thomas|Gudlaug O. Thorisdottir|Kip Thorne|Thomas Tull|Stephanie Fraser|Brock Skretting,Paramount Pictures|Warner Bros.|Legendary Pictures|Syncopy|Lynda Obst Productions
19,One Flew Over the Cuckoo's Nest,Milos Forman,1975,8.6,tt0073486,https://www.imdb.com/title/tt0073486/,https://www.imdb.com/title/tt0073486/companycredits?ref_=ttfc_sa_3,96,93,Milos Forman,United Artists|British Empire Films Australia|Sandrew Film & Teater,Fantasy Films|N.V. Zvaluw,United Artists|British Empire Films Australia|Sandrew Film & Teater,Michael Douglas|Martin Fink|Saul Zaentz,Fantasy Films|N.V. Zvaluw
20,Se7en,David Fincher,1995,8.6,tt0114369,https://www.imdb.com/title/tt0114369/,https://www.imdb.com/title/tt0114369/companycredits?ref_=ttfc_sa_3,95,84,David Fincher,New Line Cinema|Alliance|Constantin Film|PolyGram Filmed Entertainment Distribution|Edifilmes,Arnold Kopelson Productions|Cecchi Gori Pictures|Juno Pix|New Line Cinema,New Line Cinema|Alliance|Constantin Film|PolyGram Filmed Entertainment Distribution|Edifilmes,Stephen Joel Brown|Phyllis Carlyle|William C. Gerrity|Nana Greenwald|Lynn Harris|Dan Kolsrud|Anne Kopelson|Arnold Kopelson|Gianni Nunnari|Sanford Panitch|Michele Platt|Richard Saperstein,Arnold Kopelson Productions|Cecchi Gori Pictures|Juno Pix|New Line Cinema
21,It's a Wonderful Life,Frank Capra,1947,8.6,tt0038650,https://www.imdb.com/title/tt0038650/,https://www.imdb.com/title/tt0038650/companycredits?ref_=ttfc_sa_3,95,94,Frank Capra,RKO Radio Pictures,Liberty Films (II),RKO Radio Pictures,Frank Capra,Liberty Films (II)
22,The Silence of the Lambs,Jonathan Demme,1991,8.6,tt0102926,https://www.imdb.com/title/tt0102926/,https://www.imdb.com/title/tt0102926/companycredits?ref_=ttfc_sa_3,95,95,Jonathan Demme,Alamode Film|Chapel Distribution|Ciné-Sorbonne|Columbia TriStar Films,Strong Heart/Demme Production|Orion Pictures,Alamode Film|Chapel Distribution|Ciné-Sorbonne|Columbia TriStar Films,Grace Blake|Ron Bozman|Gary Goetzman|Edward Saxon|Kenneth Utt,Strong Heart/Demme Production|Orion Pictures
23,Seven Samurai,Akira Kurosawa,1956,8.6,tt0047478,https://www.imdb.com/title/tt0047478/,https://www.imdb.com/title/tt0047478/companycredits?ref_=ttfc_sa_3,97,100,Akira Kurosawa,Toho|Cinédis|Dear Film|Films de France|Columbia Pictures,Toho,Toho|Cinédis|Dear Film|Films de France|Columbia Pictures,Sojiro Motoki,Toho
24,Saving Private Ryan,Steven Spielberg,1998,8.6,tt0120815,https://www.imdb.com/title/tt0120815/,https://www.imdb.com/title/tt0120815/companycredits?ref_=ttfc_sa_3,95,94,Steven Spielberg,DreamWorks Distribution|Paramount Pictures International|Filmes Lusomundo|Paramount Pictures|United International Pictures (UIP),DreamWorks Pictures|Paramount Pictures|Amblin Entertainment|Mutual Film Company|H2L Media Group,DreamWorks Distribution|Paramount Pictures International|Filmes Lusomundo|Paramount Pictures|United International Pictures (UIP),Ian Bryce|Bonnie Curtis|Kevin de la Noy|Mark Gordon|Mark Huffam|Gary Levinsohn|Allison Lyon Segan|Steven Spielberg,DreamWorks Pictures|Paramount Pictures|Amblin Entertainment|Mutual Film Company|H2L Media Group
25,The Green Mile,Frank Darabont,1999,8.6,tt0120689,https://www.imdb.com/title/tt0120689/,https://www.imdb.com/title/tt0120689/companycredits?ref_=ttfc_sa_3,94,78,Frank Darabont,Warner Bros.|United International Pictures (UIP),Castle Rock Entertainment|Darkwoods Productions|Warner Bros.,Warner Bros.|United International Pictures (UIP),Frank Darabont|David Valdes,Castle Rock Entertainment|Darkwoods Productions|Warner Bros.
26,City of God,Fernando Meirelles,2004,8.6,tt0317248,https://www.imdb.com/title/tt0317248/,https://www.imdb.com/title/tt0317248/companycredits?ref_=ttfc_sa_3,97,91,Fernando Meirelles,Asmik Ace Entertainment|Buena Vista International|Constantin Film,O2 Filmes|VideoFilmes|Globo Filmes|Lumière|Wild Bunch,Asmik Ace Entertainment|Buena Vista International|Constantin Film,Andrea Barata Ribeiro|Marc Beauchamps|Bel Berlinck|Daniel Filho|Hank Levine|Vincent Maraval|Mauricio Andrade Ramos|Donald Ranvaud|Juliette Renaud|Walter Salles|Elisa Tolomelli,O2 Filmes|VideoFilmes|Globo Filmes|Lumière|Wild Bunch
27,Life Is Beautiful,Roberto Benigni,1997,8.6,tt0118799,https://www.imdb.com/title/tt0118799/,https://www.imdb.com/title/tt0118799/companycredits?ref_=ttfc_sa_3,96,80,Roberto Benigni,Ascot Elite Entertainment Group|Asmik Ace Entertainment|Bac Films|Buena Vista International Mexico|Buena Vista International,Melampo Cinematografica|Cecchi Gori Group Tiger Cinematografica,Ascot Elite Entertainment Group|Asmik Ace Entertainment|Bac Films|Buena Vista International Mexico|Buena Vista International,Gianluigi Braschi|Mario Cotone|John M. Davis|Elda Ferri|Agnès Mentre|John Rogers,Melampo Cinematografica|Cecchi Gori Group Tiger Cinematografica
28,Terminator 2: Judgment Day,James Cameron,1991,8.6,tt0103064,https://www.imdb.com/title/tt0103064/,https://www.imdb.com/title/tt0103064/companycredits?ref_=ttfc_sa_3,95,91,James Cameron,Tri-Star Pictures|Canal+ Droits Audiovisuels|Columbia TriStar Films AB|Columbia TriStar Films Pty. Ltd.|Columbia TriStar Films,Carolco Pictures|Pacific Western|Lightstorm Entertainment|Le Studio Canal+|T2 Productions,Tri-Star Pictures|Canal+ Droits Audiovisuels|Columbia TriStar Films AB|Columbia TriStar Films Pty. Ltd.|Columbia TriStar Films,Stephanie Austin|James Cameron|Gale Anne Hurd|Mario Kassar|Van Ling|B.J. Rack,Carolco Pictures|Pacific Western|Lightstorm Entertainment|Le Studio Canal+|T2 Productions
29,Star Wars: Episode IV - A New Hope,George Lucas,1977,8.6,tt0076759,https://www.imdb.com/title/tt0076759/,https://www.imdb.com/title/tt0076759/companycredits?ref_=ttfc_sa_3,96,94,George Lucas,Twentieth Century Fox|20th Century Fox Australia|20th Century Fox España|20th Century Fox Netherlands|20th Century Fox New Zealand,Lucasfilm|Twentieth Century Fox,Twentieth Century Fox|20th Century Fox Australia|20th Century Fox España|20th Century Fox Netherlands|20th Century Fox New Zealand,Gary Kurtz|George Lucas|Rick McCallum|James Nelson,Lucasfilm|Twentieth Century Fox
30,Back to the Future,Robert Zemeckis,1985,8.5,tt0088763,https://www.imdb.com/title/tt0088763/,https://www.imdb.com/title/tt0088763/companycredits?ref_=ttfc_sa_3,95,93,Robert Zemeckis,Universal Pictures|United International Pictures (UIP)|Svenska Filminstitutet (SFI),Universal Pictures|Amblin Entertainment|U-Drive Productions,Universal Pictures|United International Pictures (UIP)|Svenska Filminstitutet (SFI),Neil Canton|Bob Gale|Kathleen Kennedy|Frank Marshall|Steven Spielberg,Universal Pictures|Amblin Entertainment|U-Drive Productions
31,Spirited Away,Hayao Miyazaki,2003,8.6,tt0245429,https://www.imdb.com/title/tt0245429/,https://www.imdb.com/title/tt0245429/companycredits?ref_=ttfc_sa_3,96,96,Hayao Miyazaki,Toho|Intercontinental Film Distributors (HK)|Vendetta Films|Buena Vista Pictures Distribution|Central Partnership,Tokuma Shoten|Studio Ghibli|Nippon Television Network (NTV)|Dentsu|Buena Vista Home Entertainment,Toho|Intercontinental Film Distributors (HK)|Vendetta Films|Buena Vista Pictures Distribution|Central Partnership,Hironori Aihara|Donald W. Ernst|Ryôichi Fukuyama|Kôji Hoshino|Lori Korngiebel|John Lasseter|Takeyoshi Matsushita|Yutaka Narita|Seiji Okuda|Toshio Suzuki|Yasuyoshi Tokuma|Banjirô Uemura|Seiichirô Ujiie,Tokuma Shoten|Studio Ghibli|Nippon Television Network (NTV)|Dentsu|Buena Vista Home Entertainment
32,The Pianist,Roman Polanski,2003,8.5,tt0253474,https://www.imdb.com/title/tt0253474/,https://www.imdb.com/title/tt0253474/companycredits?ref_=ttfc_sa_3,96,95,Roman Polanski,Focus Features|Bac Films|Frenetic Films|Megarama Distribution|Panasia Films,R.P. Productions|Heritage Films|Studio Babelsberg|Runteam|Canal+,Focus Features|Bac Films|Frenetic Films|Megarama Distribution|Panasia Films,Robert Benmussa|Timothy Burrill|Daniel Champagnon|Gene Gutowski|Henning Molfenter|Roman Polanski|Lew Rywin|Alain Sarde|Rainer Schaper,R.P. Productions|Heritage Films|Studio Babelsberg|Runteam|Canal+
33,Gladiator,Ridley Scott,2000,8.5,tt0172495,https://www.imdb.com/title/tt0172495/,https://www.imdb.com/title/tt0172495/companycredits?ref_=ttfc_sa_3,87,80,Ridley Scott,DreamWorks Distribution|Universal Pictures International (UPI)|United International Pictures (UIP)|Bontonfilm|Ist-Vest,DreamWorks Pictures|Universal Pictures|Scott Free Productions|Mill Film|C & L,DreamWorks Distribution|Universal Pictures International (UPI)|United International Pictures (UIP)|Bontonfilm|Ist-Vest,David Franzoni|Branko Lustig|Laurie MacDonald|Terry Needham|Walter F. Parkes|Douglas Wick|Ridley Scott,DreamWorks Pictures|Universal Pictures|Scott Free Productions|Mill Film|C & L
34,Parasite,Bong Joon Ho,2019,8.5,tt6751668,https://www.imdb.com/title/tt6751668/,https://www.imdb.com/title/tt6751668/companycredits?ref_=ttfc_sa_3,90,99,Bong Joon-ho,Academy 2|Aerofilms|Alambique Destilaria de Ideias|Beijing Herui FIlm Culture|Bir Film,Barunson E&A,Academy 2|Aerofilms|Alambique Destilaria de Ideias|Beijing Herui FIlm Culture|Bir Film,Min Heoi Heo|Bong Joon Ho|Miky Lee|Min Chul Park|Kwak Sin-ae|Moon Yang Kwon|Jang Young Hwan,Barunson E&A
35,Psycho,Alfred Hitchcock,1960,8.5,tt0054215,https://www.imdb.com/title/tt0054215/,https://www.imdb.com/title/tt0054215/companycredits?ref_=ttfc_sa_3,95,97,Alfred Hitchcock,Paramount Pictures|Paramount British Pictures|Paramount Film Service|Film AB Paramount,Alfred J. Hitchcock Productions|Shamley Productions,Paramount Pictures|Paramount British Pictures|Paramount Film Service|Film AB Paramount,NA,Alfred J. Hitchcock Productions|Shamley Productions
36,Grave of the Fireflies,Isao Takahata,1989,8.5,tt0095327,https://www.imdb.com/title/tt0095327/,https://www.imdb.com/title/tt0095327/companycredits?ref_=ttfc_sa_3,95,100,Isao Takahata,Edko Films|Film fra Sør Distribusjon|GKIDS|Hoyts Distribution|Les Films du Paradoxe,Shinchosha|Studio Ghibli,Edko Films|Film fra Sør Distribusjon|GKIDS|Hoyts Distribution|Les Films du Paradoxe,Joey Goubeaud|Tôru Hara|John Ledford|John O'Donnell|Ryôichi Satô|Stephanie Shalofsky|Eiichi Takahashi|Shin'ichirô Ueda,Shinchosha|Studio Ghibli
37,The Lion King,Roger Allers,1994,8.5,tt0110357,https://www.imdb.com/title/tt0110357/,https://www.imdb.com/title/tt0110357/companycredits?ref_=ttfc_sa_3,93,92,Roger Allers,Buena Vista Pictures Distribution|Buena Vista International Mexico|Buena Vista International,Walt Disney Pictures|Walt Disney Animation Studios|Walt Disney Feature Animation,Buena Vista Pictures Distribution|Buena Vista International Mexico|Buena Vista International,Alice Dewey Goldstone|Don Hahn|Sarah McArthur|Thomas Schumacher|Jeffrey Katzenberg,Walt Disney Pictures|Walt Disney Animation Studios|Walt Disney Feature Animation
38,Harakiri,Masaki Kobayashi,1964,8.6,tt0056058,https://www.imdb.com/title/tt0056058/,https://www.imdb.com/title/tt0056058/companycredits?ref_=ttfc_sa_3,97,100,Masaki Kobayashi,Shochiku|Cocinor|Euro International Films|Shochiku Films of America|Tempo Films,Shochiku,Shochiku|Cocinor|Euro International Films|Shochiku Films of America|Tempo Films,Tatsuo Hosoya|Gin'ichi Kishimoto|Makoto Naitô|Tsugio Saitô,Shochiku
39,The Departed,Martin Scorsese,2006,8.5,tt0407887,https://www.imdb.com/title/tt0407887/,https://www.imdb.com/title/tt0407887/companycredits?ref_=ttfc_sa_3,94,91,Martin Scorsese,Central Partnership|Entertainment Film Distributors|Fox-Warner|Hurtom|Long Shong Entertainment Multimedia Company,Warner Bros.|Plan B Entertainment|Initial Entertainment Group (IEG)|Vertigo Entertainment|Media Asia Films,Central Partnership|Entertainment Film Distributors|Fox-Warner|Hurtom|Long Shong Entertainment Multimedia Company,Michael Aguilar|G. Mac Brown|Doug Davison|Brad Grey|Kristin Hahn|Graham King|Roy Lee|Gianni Nunnari|Brad Pitt|Joseph P. Reidy|Rick Schwartz|Emma Tillinger Koskoff|Dan Lin,Warner Bros.|Plan B Entertainment|Initial Entertainment Group (IEG)|Vertigo Entertainment|Media Asia Films
40,Whiplash,Damien Chazelle,2014,8.5,tt2582802,https://www.imdb.com/title/tt2582802/,https://www.imdb.com/title/tt2582802/companycredits?ref_=ttfc_sa_3,94,94,Damien Chazelle,Sony Pictures Classics|Sony Pictures Worldwide Acquisitions (SPWA)|Stage 6 Films|Film & TV House|GEM Entertainment,Bold Films|Blumhouse Productions|Right of Way Films|Sierra / Affinity,Sony Pictures Classics|Sony Pictures Worldwide Acquisitions (SPWA)|Stage 6 Films|Film & TV House|GEM Entertainment,Jason Blum|Nicholas Britell|Phillip Dawe|Garrick Dion|Helen Estabrook|Mark David Katchur|David Lancaster|Michel Litvak|Sarah Potts|Jason Reitman|Couper Samuelson|Jeanette Volturno|Gary Michael Walters|Stephanie Wilcox,Bold Films|Blumhouse Productions|Right of Way Films|Sierra / Affinity
41,The Prestige,Christopher Nolan,2006,8.5,tt0482571,https://www.imdb.com/title/tt0482571/,https://www.imdb.com/title/tt0482571/companycredits?ref_=ttfc_sa_3,92,77,Christopher Nolan,Buena Vista Pictures Distribution|Warner Bros. Pictures International|Warner Bros. Pictures Mexico|Warner Bros. Pictures,Touchstone Pictures|Warner Bros.|Newmarket Films|Syncopy,Buena Vista Pictures Distribution|Warner Bros. Pictures International|Warner Bros. Pictures Mexico|Warner Bros. Pictures,Christopher Ball|Valerie Dean|Jordan Goldberg|Christopher Nolan|Aaron Ryder|Charles J.D. Schlissel|Emma Thomas|William Tyrer,Touchstone Pictures|Warner Bros.|Newmarket Films|Syncopy
42,American History X,Tony Kaye,1998,8.5,tt0120586,https://www.imdb.com/title/tt0120586/,https://www.imdb.com/title/tt0120586/companycredits?ref_=ttfc_sa_3,96,84,Tony Kaye,New Line Cinema|Entertainment Film Distributors|Entertainment One|Kinowelt Filmverleih|Líder Films,New Line Cinema|The Turman-Morrissey Company,New Line Cinema|Entertainment Film Distributors|Entertainment One|Kinowelt Filmverleih|Líder Films,Bill Carraro|Michael De Luca|Jon Hess|David McKenna|John Morrissey|Kearie Peak|Steve Tisch|Lawrence Turman|Brian Witten,New Line Cinema|The Turman-Morrissey Company
43,Léon: The Professional,Luc Besson,1994,8.5,tt0110413,https://www.imdb.com/title/tt0110413/,https://www.imdb.com/title/tt0110413/companycredits?ref_=ttfc_sa_3,95,76,Luc Besson,Gaumont Buena Vista International (GBVI)|Columbia Pictures|Buena Vista International (Australia)|Buena Vista International,Columbia Pictures|Gaumont|Les Films du Dauphin|Nova Media,Gaumont Buena Vista International (GBVI)|Columbia Pictures|Buena Vista International (Australia)|Buena Vista International,Claude Besson|John Garland|Bernard Grenet,Columbia Pictures|Gaumont|Les Films du Dauphin|Nova Media
44,Spider-Man: Across the Spider-Verse,Joaquim Dos Santos,2023,8.5,tt9362722,https://www.imdb.com/title/tt9362722/,https://www.imdb.com/title/tt9362722/companycredits?ref_=ttfc_sa_3,95,95,Joaquim Dos Santos,Sony Pictures Releasing|B&H Film Distribution|Big Picture 2 Films|Feelgood Entertainment,Columbia Pictures|Marvel Entertainment|Sony Pictures Animation|Avi Arad Productions|Lord Miller,Sony Pictures Releasing|B&H Film Distribution|Big Picture 2 Films|Feelgood Entertainment,Avi Arad|Brian Michael Bendis|Julie Groll|Christian Hejnal|Rebecca Karch|Phil Lord|Christopher Miller|Amy Pascal|Bob Persichetti|Peter Ramsey|Rodney Rothman|Alonzo Ruvalcaba|Aditya Sood|Christina Steinberg|Mandy Tankenson,Columbia Pictures|Marvel Entertainment|Sony Pictures Animation|Avi Arad Productions|Lord Miller
45,Cinema Paradiso,Giuseppe Tornatore,1990,8.5,tt0095765,https://www.imdb.com/title/tt0095765/,https://www.imdb.com/title/tt0095765/companycredits?ref_=ttfc_sa_3,96,90,Giuseppe Tornatore,Titanus|Concorde Filmverleih|Finnkino|Herald Ace|Laurenfilm,Cristaldifilm|Les Films Ariane|Rai 3|TF1 Films Production|Forum Picture,Titanus|Concorde Filmverleih|Finnkino|Herald Ace|Laurenfilm,Gabriella Carosio|Franco Cristaldi|Giovanna Romagnoli,Cristaldifilm|Les Films Ariane|Rai 3|TF1 Films Production|Forum Picture
46,Casablanca,Michael Curtiz,1943,8.5,tt0034583,https://www.imdb.com/title/tt0034583/,https://www.imdb.com/title/tt0034583/companycredits?ref_=ttfc_sa_3,95,99,Michael Curtiz,Warner Bros.|Warner Bros. Pictures|Warner Bros. Pictures Mexico|Warner Brothers First National Films,Warner Bros.,Warner Bros.|Warner Bros. Pictures|Warner Bros. Pictures Mexico|Warner Brothers First National Films,Hal B. Wallis|Jack L. Warner,Warner Bros.
47,The Intouchables,Eric Toledano,2011,8.5,tt1675434,https://www.imdb.com/title/tt1675434/,https://www.imdb.com/title/tt1675434/companycredits?ref_=ttfc_sa_3,93,75,Eric Toledano,Gaumont|Frenetic Films|Archimedes Inspiration|Calinos Films|MTVA,Quad|Ten Films|Canal+|CinéCinéma|TF1,Gaumont|Frenetic Films|Archimedes Inspiration|Calinos Films|MTVA,Arnaud Bertrand|Dominique Boutonnat|Hubert Caillard|Nicolas Duval Adassovsky|Robin Noel|Laurent Sivot|Laurent Zeitoun|Yann Zenou,Quad|Ten Films|Canal+|CinéCinéma|TF1
48,The Usual Suspects,Bryan Singer,1995,8.5,tt0114814,https://www.imdb.com/title/tt0114814/,https://www.imdb.com/title/tt0114814/companycredits?ref_=ttfc_sa_3,96,87,Bryan Singer,Gramercy Pictures (I)|Alliance|Elliniki Kinimatografiki Enosi (ELKE)|Filmes Lusomundo|Lucky Red,Polygram Filmed Entertainment|Spelling Films International|Blue Parrot|Bad Hat Harry Productions|Rosco Film GmbH,Gramercy Pictures (I)|Alliance|Elliniki Kinimatografiki Enosi (ELKE)|Filmes Lusomundo|Lucky Red,Hans Brockmann|François Duplat|Art Horan|Robert Jones|Kenneth Kokin|Michael McDonnell|Bryan Singer,Polygram Filmed Entertainment|Spelling Films International|Blue Parrot|Bad Hat Harry Productions|Rosco Film GmbH
49,Alien,Ridley Scott,1979,8.5,tt0078748,https://www.imdb.com/title/tt0078748/,https://www.imdb.com/title/tt0078748/companycredits?ref_=ttfc_sa_3,94,93,Ridley Scott,Twentieth Century Fox|Twentieth Century-Fox Film Company|Fox-Stockholm Film Distribution|Fox Norena Film A/S,Twentieth Century Fox|Brandywine Productions|Scott Free Productions|Pinewood Shepperton Studios,Twentieth Century Fox|Twentieth Century-Fox Film Company|Fox-Stockholm Film Distribution|Fox Norena Film A/S,Gordon Carroll|David Giler|Walter Hill|Ivor Powell|Ronald Shusett,Twentieth Century Fox|Brandywine Productions|Scott Free Productions|Pinewood Shepperton Studios
50,Modern Times,Charles Chaplin,1936,8.5,tt0027977,https://www.imdb.com/title/tt0027977/,https://www.imdb.com/title/tt0027977/companycredits?ref_=ttfc_sa_3,95,98,Charlie Chaplin,United Artists|Actueel Film|Artistas Unidos|Dr. Hauser & Company|Kommunenes Filmcentral (KF),Charles Chaplin Productions,United Artists|Actueel Film|Artistas Unidos|Dr. Hauser & Company|Kommunenes Filmcentral (KF),Charlie Chaplin,Charles Chaplin Productions
51,Rear Window,Alfred Hitchcock,1954,8.5,tt0047396,https://www.imdb.com/title/tt0047396/,https://www.imdb.com/title/tt0047396/companycredits?ref_=ttfc_sa_3,95,99,Alfred Hitchcock,Paramount Pictures|Paramount British Pictures|Film AB Paramount|Les Films Paramount,Alfred J. Hitchcock Productions,Paramount Pictures|Paramount British Pictures|Film AB Paramount|Les Films Paramount,Alfred Hitchcock,Alfred J. Hitchcock Productions
52,Django Unchained,Quentin Tarantino,2012,8.5,tt1853728,https://www.imdb.com/title/tt1853728/,https://www.imdb.com/title/tt1853728/companycredits?ref_=ttfc_sa_3,92,87,Quentin Tarantino,The Weinstein Company|Alliance|Sony Pictures Releasing Australia|Sony Pictures Releasing|Andes Films,The Weinstein Company|Columbia Pictures|Visiona Romantica,The Weinstein Company|Alliance|Sony Pictures Releasing Australia|Sony Pictures Releasing|Andes Films,William Paul Clark|Reginald Hudlin|Shannon McIntosh|Pilar Savone|Michael Shamberg|Stacey Sher|James W. Skotchdopole|Bob Weinstein|Harvey Weinstein,The Weinstein Company|Columbia Pictures|Visiona Romantica
53,Once Upon a Time in the West,Sergio Leone,1969,8.5,tt0064116,https://www.imdb.com/title/tt0064116/,https://www.imdb.com/title/tt0064116/companycredits?ref_=ttfc_sa_3,94,96,Sergio Leone,Chapel Distribution|Cinema International Corporation (CIC)|Euro International Films|Eye Film Institute,Rafran Cinematografica|San Marco|Paramount Pictures|Euro International Films,Chapel Distribution|Cinema International Corporation (CIC)|Euro International Films|Eye Film Institute,Bino Cicogna|Fulvio Morsella,Rafran Cinematografica|San Marco|Paramount Pictures|Euro International Films
54,City Lights,Charles Chaplin,1931,8.5,tt0021749,https://www.imdb.com/title/tt0021749/,https://www.imdb.com/title/tt0021749/companycredits?ref_=ttfc_sa_3,95,95,Charles Chaplin,United Artists,Charles Chaplin Productions,United Artists,Charles Chaplin,Charles Chaplin Productions
55,Apocalypse Now,Francis Ford Coppola,1979,8.4,tt0078788,https://www.imdb.com/title/tt0078788/,https://www.imdb.com/title/tt0078788/companycredits?ref_=ttfc_sa_3,94,91,Francis Ford Coppola,United Artists|AMLF|Adams Filmi|Columbia-EMI-Warner|Condor Filmes,American Zoetrope|Zoetrope Studios,United Artists|AMLF|Adams Filmi|Columbia-EMI-Warner|Condor Filmes,John Ashley|Kim Aubry|Francis Ford Coppola|Gray Frederickson|Shannon Lail|Eddie Romero|Fred Roos|Mona Skager|Tom Sternberg,American Zoetrope|Zoetrope Studios
