season,episode,title,rating,votes,episode_year
1,1,Pilot,7.8,12203,2020
1,2,Biscuits,8.1,10814,2020
1,3,Trent Crimm: The Independent,8.5,10843,2020
1,4,For the Children,8.2,10400,2020
1,5,Tan Lines,8.9,10921,2020
1,6,Two Aces,8.5,9942,2020
1,7,Make Rebecca Great Again,9,11372,2020
1,8,The Diamond Dogs,8.7,10070,2020
1,9,All Apologies,8.6,9361,2020
1,10,The Hope That Kills You,9.1,11262,2020
2,1,Goodbye Earl,7.6,9531,2021
2,2,Lavender,8,8781,2021
2,3,Do the Right-est Thing,8.4,9547,2021
2,4,Carol of the Bells,8.6,11576,2021
2,5,Rainbow,8.9,10485,2021
2,6,The Signal,8.6,8702,2021
2,7,Headspace,7.7,8286,2021
2,8,Man City,9,11062,2021
2,9,Beard After Hours,6.9,18320,2021
2,10,No Weddings and a Funeral,8.5,10199,2021
2,11,Midnight Train to Royston,8.2,8068,2021
2,12,Inverting the Pyramid of Success,8.8,9258,2021
3,1,Smells Like Mean Spirit,7.7,8788,2023
3,2,(I Don't Want to Go to) Chelsea,8.2,8239,2023
3,3,4-5-1,7.8,8169,2023
3,4,Big Week,8.1,7685,2023
3,5,Signs,7.2,8256,2023
3,6,Sunflowers,8.9,14552,2023
3,7,The Strings That Bind Us,8.3,9535,2023
3,8,We'll Never Have Paris,6.7,9311,2023
3,9,La Locker Room Aux Folles,8.5,9399,2023
3,10,International Break,8.5,9183,2023
3,11,Mom City,9.3,13140,2023
3,12,"So Long, Farewell",9.5,16222,2023
4,1,Home,7.6,5521,2026
4,2,Curiouser and Curiouser!,8.1,4031,2026
4,3,Richmond's Got Talent,7.7,3235,2026
4,4,Greyhounds' Day Off,7.7,2988,2026
4,5,Riches of Embarrassment,7.5,2161,2026
4,6,Don't Jump Around Much Anymore,7.8,2006,2026
