season,episode,title,rating,votes
1,1,The One Where Monica Gets a Roommate,8.1,11711
1,2,The One with the Sonogram at the End,7.8,9145
1,3,The One with the Thumb,8,8603
1,4,The One with George Stephanopoulos,7.9,8340
1,5,The One with the East German Laundry Detergent,8.3,8355
1,6,The One with the Butt,8,7916
1,7,The One with the Blackout,8.9,9838
1,8,The One Where Nana Dies Twice,7.9,7763
1,9,The One Where Underdog Gets Away,8.1,7522
1,10,The One with the Monkey,7.9,7533
1,11,The One with Mrs. Bing,8,7418
1,12,The One with the Dozen Lasagnas,8,7269
1,13,The One with the Boobies,8.5,7767
1,14,The One with the Candy Hearts,8.1,7148
1,15,The One with the Stoned Guy,8,7201
1,16,The One with Two Parts: Part 1,7.9,7075
1,17,The One with Two Parts: Part 2,8.3,7210
1,18,The One with All the Poker,8.7,7918
1,19,The One Where the Monkey Gets Away,7.9,6904
1,20,The One with the Evil Orthodontist,7.7,6870
1,21,The One with the Fake Monica,7.6,6927
1,22,The One with the Ick Factor,8.1,6877
1,23,The One with the Birth,8.6,7300
1,24,The One Where Rachel Finds Out,8.8,7687
2,1,The One with Ross's New Girlfriend,8.4,7063
2,2,The One with the Breast Milk,8,6720
2,3,The One Where Heckles Dies,8.2,6780
2,4,The One with Phoebe's Husband,7.8,6532
2,5,The One with Five Steaks and an Eggplant,8.1,6581
2,6,The One with the Baby on the Bus,8.4,7031
2,7,The One Where Ross Finds Out,8.9,7988
2,8,The One with the List,8.3,6663
2,9,The One with Phoebe's Dad,7.8,6338
2,10,The One with Russ,7.8,6644
2,11,The One with the Lesbian Wedding,7.9,6514
2,12,The One After the Superbowl: Part 1,8.5,6814
2,13,The One After the Superbowl: Part 2,8.7,7039
2,14,The One with the Prom Video,9.3,9981
2,15,The One Where Ross and Rachel... You Know,8.7,7030
2,16,The One Where Joey Moves Out,8.5,6378
2,17,The One Where Eddie Moves In,8.1,6226
2,18,The One Where Dr. Ramoray Dies,8.3,6229
2,19,The One Where Eddie Won't Go,8.3,6377
2,20,The One Where Old Yeller Dies,8,6061
2,21,The One with the Bullies,7.9,6128
2,22,The One with the Two Parties,8.9,7573
2,23,The One with the Chicken Pox,7.9,6146
2,24,The One with Barry and Mindy's Wedding,8.1,6194
3,1,The One with the Princess Leia Fantasy,8.2,6375
3,2,The One Where No One's Ready,8.9,8529
3,3,The One with the Jam,7.8,6048
3,4,The One with the Metaphorical Tunnel,7.8,5829
3,5,The One with Frank Jr.,8,5974
3,6,The One with the Flashback,9,7719
3,7,The One with the Race Car Bed,8.1,5894
3,8,The One with the Giant Poking Device,8.2,5915
3,9,The One with the Football,8.9,8061
3,10,The One Where Rachel Quits,8,5961
3,11,The One Where Chandler Can't Remember Which Sister,8.4,6138
3,12,The One with All the Jealousy,8,5790
3,13,The One Where Monica and Richard Are Just Friends,8.1,5830
3,14,The One with Phoebe's Ex-Partner,7.6,5841
3,15,The One Where Ross and Rachel Take a Break,8.4,6265
3,16,The One with the Morning After,9,7592
3,17,The One Without the Ski Trip,8.2,5869
3,18,The One with the Hypnosis Tape,8.2,5929
3,19,The One with the Tiny T-Shirt,8,5701
3,20,The One with the Dollhouse,7.9,5670
3,21,The One with a Chick and a Duck,8.6,6054
3,22,The One with the Screamer,8.1,5758
3,23,The One with Ross's Thing,7.8,5677
3,24,The One with the Ultimate Fighting Champion,8,5898
3,25,The One at the Beach,8.7,6502
4,1,The One with the Jellyfish,8.9,7360
4,2,The One with the Cat,7.9,5802
4,3,The One with the 'Cuffs,8.4,5941
4,4,The One with the Ballroom Dancing,8,5677
4,5,The One with Joey's New Girlfriend,8.2,5750
4,6,The One with the Dirty Girl,8.4,5884
4,7,The One Where Chandler Crosses the Line,8.6,5967
4,8,The One with Chandler in a Box,9,7293
4,9,The One Where They're Going to Party!,7.7,5537
4,10,The One with the Girl from Poughkeepsie,7.9,5554
4,11,The One with Phoebe's Uterus,8.4,5998
4,12,The One with the Embryos,9.4,10748
4,13,The One with Rachel's Crush,8,5514
4,14,The One with Joey's Dirty Day,8.1,5559
4,15,The One with All the Rugby,8.3,5803
4,16,The One with the Fake Party,8,5610
4,17,The One with the Free Porn,8.5,5761
4,18,The One with Rachel's New Dress,8.1,5509
4,19,The One with All the Haste,8.6,5817
4,20,The One with All the Wedding Dresses,8.4,5711
4,21,The One with the Invitation,6.9,6160
4,22,The One with the Worst Best Man Ever,8.3,5553
4,23,The One with Ross's Wedding,8.6,6059
