episode_name_number,episode,imdb_rating,season,season_ep_name
S10.E29 ∙ Episode 29,29,7,10,S10.E29: Episode 29
S10.E30 ∙ Episode 30,30,7,10,S10.E30: Episode 30
S11.E1 ∙ Episode 11.1,1,5.8,11,S11.E1: Episode 11.1
S11.E2 ∙ Episode #11.2,2,6.7,11,S11.E2: Episode #11.2
S11.E3 ∙ Episode #11.3,3,6.6,11,S11.E3: Episode #11.3
S11.E4 ∙ Episode #11.4,4,6.3,11,S11.E4: Episode #11.4
S11.E5 ∙ Episode #11.5,5,6.3,11,S11.E5: Episode #11.5
S11.E6 ∙ Episode #11.6,6,5.2,11,S11.E6: Episode #11.6
S11.E7 ∙ Episode #11.7,7,6.1,11,S11.E7: Episode #11.7
S11.E8 ∙ Episode #11.8,8,6,11,S11.E8: Episode #11.8
S11.E9 ∙ Episode #11.9,9,6,11,S11.E9: Episode #11.9
S11.E10 ∙ Episode #11.10,10,5.9,11,S11.E10: Episode #11.10
S11.E11 ∙ Episode 11,11,7,11,S11.E11: Episode 11
S11.E12 ∙ Episode 12,12,6.8,11,S11.E12: Episode 12
S11.E13 ∙ Unseen Bits,13,6.2,11,S11.E13: Unseen Bits
S11.E14 ∙ Episode 15,14,6.7,11,S11.E14: Episode 15
