season,episode,title,rating,votes
1,1,The Heirs of the Dragon,8.7,87992
1,2,The Rogue Prince,8.3,70460
1,3,Second of His Name,8.7,71832
1,4,King of the Narrow Sea,8.4,61097
1,5,We Light the Way,8.8,61859
1,6,The Princess and the Queen,8,55168
1,7,Driftmark,9.1,61761
1,8,The Lord of the Tides,9.3,68580
1,9,The Green Council,8.7,53812
1,10,The Black Queen,9.3,55749
2,1,A Son for a Son,8.2,47856
2,2,Rhaenyra the Cruel,8.2,41752
2,3,The Burning Mill,7.6,39982
2,4,The Red Dragon and the Gold,9.4,69605
2,5,Regent,7.3,38603
2,6,Smallfolk,6.3,59569
2,7,The Red Sowing,8.8,46027
2,8,The Queen Who Ever Was,6.5,52329
3,1,"Salt and Sea, Fire and Blood",9.2,50943
3,2,Queen's Landing,9.4,42075
3,3,Rhaenyra Triumphant,8.3,24756
3,4,Tumbleton,7.6,17884
3,5,Unbowed and Unbent,8.2,4473
