season,episode,title,rating,votes
1,1,Pilot,7.8,11643
1,2,Biscuits,8.1,10356
1,3,Trent Crimm: The Independent,8.5,10401
1,4,For the Children,8.2,9984
1,5,Tan Lines,8.9,10501
1,6,Two Aces,8.5,9545
1,7,Make Rebecca Great Again,9,10958
1,8,The Diamond Dogs,8.7,9674
1,9,All Apologies,8.6,8992
1,10,The Hope That Kills You,9.1,10847
2,1,Goodbye Earl,7.6,9179
2,2,Lavender,8,8441
2,3,Do the Right-est Thing,8.4,9204
2,4,Carol of the Bells,8.6,11188
2,5,Rainbow,8.9,10116
2,6,The Signal,8.6,8365
2,7,Headspace,7.7,7960
2,8,Man City,9,10679
2,9,Beard After Hours,6.9,17815
2,10,No Weddings and a Funeral,8.5,9859
2,11,Midnight Train to Royston,8.2,7767
2,12,Inverting the Pyramid of Success,8.8,8931
3,1,Smells Like Mean Spirit,7.7,8425
3,2,(I Don't Want to Go to) Chelsea,8.2,7902
3,3,4-5-1,7.8,7814
3,4,Big Week,8.1,7349
3,5,Signs,7.2,7916
3,6,Sunflowers,8.9,14099
3,7,The Strings That Bind Us,8.3,9176
3,8,We'll Never Have Paris,6.7,8942
3,9,La Locker Room Aux Folles,8.5,9031
3,10,International Break,8.5,8813
3,11,Mom City,9.3,12713
3,12,"So Long, Farewell",9.4,15690
4,1,Home,7.8,3228
4,2,Curiouser and Curiouser!,8.4,728
