season,episode,title,rating,votes
1,1,Pilot,7.8,5224
1,2,The Night of the Comet,7.5,3673
1,3,Friday Night Bites,7.9,3303
1,4,Family Ties,7.9,3087
1,5,You're Undead to Me,8.2,3041
1,6,Lost Girls,8.4,3091
1,7,Haunted,8.2,2896
1,8,162 Candles,8.3,2910
1,9,History Repeating,8.1,2784
1,10,The Turning Point,8.3,2793
1,11,Bloodlines,8.2,2800
1,12,Unpleasantville,8.1,2666
1,13,Children of the Damned,8.3,2671
1,14,Fool Me Once,8.6,2735
1,15,A Few Good Men,8,2569
1,16,There Goes the Neighborhood,7.8,2538
1,17,Let the Right One In,8.6,2657
1,18,Under Control,8.1,2552
1,19,Miss Mystic Falls,8.3,2779
1,20,Blood Brothers,8.2,2595
1,21,Isobel,8.4,2650
1,22,Founder's Day,9.2,3827
2,1,The Return,8.9,3213
2,2,Brave New World,8.4,2488
2,3,Bad Moon Rising,8.3,2431
2,4,Memory Lane,8.1,2398
2,5,Kill or Be Killed,8.6,2409
2,6,Plan B,8.6,2405
2,7,Masquerade,9,2903
2,8,Rose,8.8,2731
2,9,Katerina,8.5,2428
2,10,The Sacrifice,8.3,2223
2,11,By the Light of the Moon,8.4,2294
2,12,The Descent,8.4,2441
2,13,Daddy Issues,8.1,2188
2,14,Crying Wolf,8,2219
2,15,The Dinner Party,8.3,2205
2,16,The House Guest,8.5,2203
2,17,Know Thy Enemy,8.3,2211
2,18,The Last Dance,8.7,2349
2,19,Klaus,8.8,2546
2,20,The Last Day,8.7,2329
2,21,The Sun Also Rises,9.1,2797
2,22,As I Lay Dying,8.9,2842
3,1,The Birthday,8.5,3010
3,2,The Hybrid,8.4,2423
3,3,The End of the Affair,8.7,2560
3,4,Disturbing Behavior,8.3,2215
3,5,The Reckoning,9.1,2830
3,6,Smells Like Teen Spirit,8.4,2257
3,7,Ghost World,8.5,2291
3,8,Ordinary People,8.7,2329
3,9,Homecoming,8.9,2598
3,10,The New Deal,8.3,2233
3,11,Our Town,8.2,2103
3,12,The Ties That Bind,8.2,2129
3,13,Bringing Out the Dead,8.6,2260
3,14,Dangerous Liaisons,8.6,2301
3,15,All My Children,8.3,2189
3,16,1912,7.7,2049
3,17,Break on Through,7.9,1990
3,18,The Murder of One,8.4,2107
3,19,Heart of Darkness,8.6,2583
3,20,Do Not Go Gentle,8.4,2157
3,21,Before Sunset,8.6,2126
3,22,The Departed,9.4,4741
4,1,Growing Pains,8.7,3451
4,2,Memorial,8.7,2531
4,3,The Rager,8.3,2161
4,4,The Five,8.3,2152
4,5,The Killer,8.2,1987
4,6,We All Go a Little Mad Sometimes,8.2,2106
4,7,My Brother's Keeper,8.7,2672
4,8,We'll Always Have Bourbon Street,8.3,2099
4,9,"O Come, All Ye Faithful",8.5,2144
4,10,After School Special,8.3,2085
4,11,Catch Me If You Can,7.9,1886
4,12,A View to a Kill,8.5,1968
4,13,Into the Wild,8,1895
4,14,Down the Rabbit Hole,8.5,1976
4,15,Stand by Me,8.6,2155
4,16,Bring It On,7.6,1914
4,17,Because the Night,8,1779
4,18,American Gothic,8.4,1905
4,19,Pictures of You,8.2,1872
4,20,The Originals,8.6,2427
4,21,She's Come Undone,8.3,1829
4,22,The Walking Dead,8.6,2020
4,23,Graduation,9.1,3030
5,1,I Know What You Did Last Summer,8.2,2715
5,2,True Lies,7.8,1875
5,3,Original Sin,8.2,1933
5,4,For Whom the Bell Tolls,8.1,1849
5,5,Monster's Ball,7.8,1745
5,6,Handle with Care,7.9,1716
5,7,Death and the Maiden,8,1714
5,8,Dead Man on Campus,7.7,1668
5,9,The Cell,8.1,1696
5,10,Fifty Shades of Grayson,7.8,1679
5,11,500 Years of Solitude,8.6,2246
5,12,The Devil Inside,7.8,1662
5,13,Total Eclipse of the Heart,7.7,1597
5,14,No Exit,7.8,1576
5,15,Gone Girl,8.6,1865
5,16,While You Were Sleeping,7.7,1593
5,17,Rescue Me,7.9,1527
5,18,Resident Evil,7.8,1601
5,19,Man on Fire,7.8,1493
5,20,What Lies Beneath,7.6,1488
5,21,Promised Land,8.5,1799
5,22,Home,8.9,2652
6,1,I'll Remember,7.7,1981
6,2,Yellow Ledbetter,8.3,1815
6,3,Welcome to Paradise,7.8,1638
6,4,Black Hole Sun,7.9,1573
6,5,The World Has Turned and Left Me Here,8.6,1852
6,6,"The More You Ignore Me, the Closer I Get",7.9,1587
