season,episode,title,rating,votes
1,1,When You're Lost in the Darkness,9.1,123878
1,2,Infected,9,111959
1,3,"Long, Long Time",8.1,241620
1,4,Please Hold to My Hand,8.3,77992
1,5,Endure and Survive,9.4,90008
1,6,Kin,8.7,66669
1,7,Left Behind,7.3,78317
1,8,When We Are in Need,9.2,68783
1,9,Look for the Light,8.9,56295
2,1,Future Days,7.2,43233
2,2,Through the Valley,9.1,62471
2,3,The Path,6.7,33705
2,4,Day One,6.1,41048
2,5,Feel Her Love,7.1,29679
2,6,The Price,8.4,32143
2,7,Convergence,6.2,26521
