season,episode,title,rating,votes
1,1,The One Where Monica Gets a Roommate,8.1,11890
1,2,The One with the Sonogram at the End,7.8,9272
1,3,The One with the Thumb,8,8717
1,4,The One with George Stephanopoulos,7.9,8440
1,5,The One with the East German Laundry Detergent,8.3,8450
1,6,The One with the Butt,8,8005
1,7,The One with the Blackout,8.9,9927
1,8,The One Where Nana Dies Twice,7.9,7843
1,9,The One Where Underdog Gets Away,8.1,7600
1,10,The One with the Monkey,7.9,7601
1,11,The One with Mrs. Bing,8,7491
1,12,The One with the Dozen Lasagnas,8,7337
1,13,The One with the Boobies,8.5,7844
1,14,The One with the Candy Hearts,8.1,7218
1,15,The One with the Stoned Guy,8,7275
1,16,The One with Two Parts: Part 1,7.9,7146
1,17,The One with Two Parts: Part 2,8.3,7283
1,18,The One with All the Poker,8.7,7978
1,19,The One Where the Monkey Gets Away,7.9,6968
1,20,The One with the Evil Orthodontist,7.7,6930
1,21,The One with the Fake Monica,7.6,6988
1,22,The One with the Ick Factor,8.1,6935
1,23,The One with the Birth,8.6,7363
1,24,The One Where Rachel Finds Out,8.8,7737
2,1,The One with Ross's New Girlfriend,8.4,7117
2,2,The One with the Breast Milk,8,6769
2,3,The One Where Heckles Dies,8.2,6841
2,4,The One with Phoebe's Husband,7.8,6588
2,5,The One with Five Steaks and an Eggplant,8.1,6631
2,6,The One with the Baby on the Bus,8.4,7083
2,7,The One Where Ross Finds Out,8.9,8035
2,8,The One with the List,8.3,6714
2,9,The One with Phoebe's Dad,7.8,6382
2,10,The One with Russ,7.8,6690
2,11,The One with the Lesbian Wedding,7.9,6565
2,12,The One After the Superbowl: Part 1,8.5,6862
2,13,The One After the Superbowl: Part 2,8.7,7092
2,14,The One with the Prom Video,9.3,10032
2,15,The One Where Ross and Rachel... You Know,8.7,7061
2,16,The One Where Joey Moves Out,8.5,6422
2,17,The One Where Eddie Moves In,8.1,6269
2,18,The One Where Dr. Ramoray Dies,8.3,6273
2,19,The One Where Eddie Won't Go,8.3,6422
2,20,The One Where Old Yeller Dies,8,6101
2,21,The One with the Bullies,7.9,6167
2,22,The One with the Two Parties,8.9,7610
2,23,The One with the Chicken Pox,7.9,6182
2,24,The One with Barry and Mindy's Wedding,8.1,6234
3,1,The One with the Princess Leia Fantasy,8.2,6413
3,2,The One Where No One's Ready,8.9,8581
3,3,The One with the Jam,7.8,6092
3,4,The One with the Metaphorical Tunnel,7.8,5864
3,5,The One with Frank Jr.,8,6012
3,6,The One with the Flashback,9,7753
3,7,The One with the Race Car Bed,8.1,5935
3,8,The One with the Giant Poking Device,8.2,5954
3,9,The One with the Football,8.9,8105
3,10,The One Where Rachel Quits,8,5993
3,11,The One Where Chandler Can't Remember Which Sister,8.4,6179
3,12,The One with All the Jealousy,8,5827
3,13,The One Where Monica and Richard Are Just Friends,8.1,5868
3,14,The One with Phoebe's Ex-Partner,7.6,5874
3,15,The One Where Ross and Rachel Take a Break,8.4,6301
3,16,The One with the Morning After,9,7628
3,17,The One Without the Ski Trip,8.2,5913
3,18,The One with the Hypnosis Tape,8.2,5966
3,19,The One with the Tiny T-Shirt,8,5734
3,20,The One with the Dollhouse,7.9,5700
3,21,The One with a Chick and a Duck,8.6,6076
3,22,The One with the Screamer,8.1,5786
3,23,The One with Ross's Thing,7.8,5708
