season,episode,title,rating,votes
1,1,In Treacherous Waters,7,2754
1,2,...And Be a Villain,7.7,2374
1,3,Kiss of the Catwoman,7.7,2215
1,4,The Night of the Hunters,7.8,2072
1,5,The Stress of Her Regard,7.3,2090
1,6,Night Ride,7,1924
1,7,Moving Target,7.5,1840
1,8,Nocturne,7.4,1798
1,9,The Killer Inside Me,8.3,1776
1,10,Savage Night,8.4,1825
2,1,Brute Force,7.4,650
2,2,Rocket's Red Glare,7.2,560
2,3,Deep Cover,8.1,542
2,4,The Devil's Due,7.5,474
2,5,The Spectral Hand,7.7,459
2,6,Sudden Fear,7.9,448
2,7,Her Dark Reflection,8,418
2,8,Zero Hour,7.4,387
2,9,Dead Before Dawn,8.6,396
2,10,The Laughing Death,8.4,408
