season,episode,title,rating,votes
1,1,Pilot,7.8,5300
1,2,The Night of the Comet,7.5,3729
1,3,Friday Night Bites,7.9,3358
1,4,Family Ties,7.9,3135
1,5,You're Undead to Me,8.2,3089
1,6,Lost Girls,8.4,3139
1,7,Haunted,8.2,2940
1,8,162 Candles,8.3,2953
1,9,History Repeating,8.1,2825
1,10,The Turning Point,8.3,2832
1,11,Bloodlines,8.2,2840
1,12,Unpleasantville,8.1,2704
1,13,Children of the Damned,8.3,2707
1,14,Fool Me Once,8.6,2770
1,15,A Few Good Men,8,2602
1,16,There Goes the Neighborhood,7.8,2570
1,17,Let the Right One In,8.6,2692
1,18,Under Control,8.1,2587
1,19,Miss Mystic Falls,8.3,2814
1,20,Blood Brothers,8.2,2627
1,21,Isobel,8.4,2684
1,22,Founder's Day,9.2,3871
2,1,The Return,8.9,3251
2,2,Brave New World,8.4,2520
2,3,Bad Moon Rising,8.3,2462
2,4,Memory Lane,8.1,2428
2,5,Kill or Be Killed,8.6,2440
2,6,Plan B,8.6,2435
2,7,Masquerade,9,2938
2,8,Rose,8.8,2761
2,9,Katerina,8.5,2455
2,10,The Sacrifice,8.3,2250
2,11,By the Light of the Moon,8.4,2320
2,12,The Descent,8.4,2467
2,13,Daddy Issues,8.1,2216
2,14,Crying Wolf,8,2246
2,15,The Dinner Party,8.3,2231
2,16,The House Guest,8.5,2227
2,17,Know Thy Enemy,8.3,2234
2,18,The Last Dance,8.7,2372
2,19,Klaus,8.8,2570
2,20,The Last Day,8.7,2354
2,21,The Sun Also Rises,9.1,2830
2,22,As I Lay Dying,8.9,2872
3,1,The Birthday,8.5,3036
3,2,The Hybrid,8.4,2446
3,3,The End of the Affair,8.7,2583
3,4,Disturbing Behavior,8.2,2237
3,5,The Reckoning,9.1,2858
3,6,Smells Like Teen Spirit,8.4,2280
3,7,Ghost World,8.5,2314
3,8,Ordinary People,8.7,2354
3,9,Homecoming,8.9,2621
3,10,The New Deal,8.3,2252
3,11,Our Town,8.2,2123
3,12,The Ties That Bind,8.2,2147
3,13,Bringing Out the Dead,8.6,2278
3,14,Dangerous Liaisons,8.6,2318
3,15,All My Children,8.3,2207
3,16,1912,7.7,2068
3,17,Break on Through,7.9,2011
3,18,The Murder of One,8.4,2129
3,19,Heart of Darkness,8.6,2605
3,20,Do Not Go Gentle,8.4,2180
3,21,Before Sunset,8.6,2148
3,22,The Departed,9.4,4773
4,1,Growing Pains,8.7,3478
4,2,Memorial,8.7,2555
4,3,The Rager,8.3,2181
4,4,The Five,8.3,2170
4,5,The Killer,8.2,2006
4,6,We All Go a Little Mad Sometimes,8.2,2125
4,7,My Brother's Keeper,8.7,2696
4,8,We'll Always Have Bourbon Street,8.3,2119
4,9,"O Come, All Ye Faithful",8.5,2166
4,10,After School Special,8.3,2108
4,11,Catch Me If You Can,7.9,1908
4,12,A View to a Kill,8.5,1989
4,13,Into the Wild,8,1916
4,14,Down the Rabbit Hole,8.5,1996
4,15,Stand by Me,8.7,2177
4,16,Bring It On,7.6,1935
4,17,Because the Night,8,1799
4,18,American Gothic,8.4,1925
4,19,Pictures of You,8.2,1892
4,20,The Originals,8.6,2445
4,21,She's Come Undone,8.3,1848
4,22,The Walking Dead,8.6,2039
4,23,Graduation,9.1,3050
5,1,I Know What You Did Last Summer,8.2,2736
5,2,True Lies,7.8,1894
5,3,Original Sin,8.2,1951
5,4,For Whom the Bell Tolls,8.1,1865
5,5,Monster's Ball,7.8,1762
5,6,Handle with Care,7.9,1734
5,7,Death and the Maiden,8,1732
5,8,Dead Man on Campus,7.7,1688
5,9,The Cell,8.1,1716
5,10,Fifty Shades of Grayson,7.8,1700
5,11,500 Years of Solitude,8.6,2273
5,12,The Devil Inside,7.8,1680
5,13,Total Eclipse of the Heart,7.7,1615
5,14,No Exit,7.8,1592
5,15,Gone Girl,8.6,1886
5,16,While You Were Sleeping,7.7,1616
5,17,Rescue Me,7.9,1547
5,18,Resident Evil,7.8,1620
5,19,Man on Fire,7.8,1513
5,20,What Lies Beneath,7.6,1507
5,21,Promised Land,8.5,1821
5,22,Home,8.9,2678
6,1,I'll Remember,7.7,2000
6,2,Yellow Ledbetter,8.3,1832
6,3,Welcome to Paradise,7.8,1655
6,4,Black Hole Sun,7.9,1591
6,5,The World Has Turned and Left Me Here,8.6,1868
6,6,"The More You Ignore Me, the Closer I Get",7.9,1603
6,7,Do You Remember the First Time?,8.1,1682
6,8,Fade Into You,8.2,1543
6,9,I Alone,8,1460
6,10,Christmas Through Your Eyes,7.9,1493
6,11,Woke Up with a Monster,7.9,1501
6,12,Prayer for the Dying,8.1,1464
6,13,The Day I Tried to Live,8,1457
6,14,Stay,8.3,1640
6,15,Let Her Go,8.7,1840
6,16,The Downward Spiral,8.4,1754
6,17,A Bird in a Gilded Cage,8,1454
6,18,I Could Never Love Like That,7.7,1406
6,19,Because,7.9,1393
6,20,I'd Leave My Happy Home for You,7.9,1419
6,21,I'll Wed You in the Golden Summertime,8.5,1662
6,22,I'm Thinking of You All the While,8.8,2278
7,1,"Day One of Twenty-Two Thousand, Give or Take",8.1,1762
7,2,Never Let Me Go,7.9,1434
7,3,Age of Innocence,7.9,1384
7,4,I Carry Your Heart with Me,8,1386
7,5,Live Through This,8.1,1344
7,6,Best Served Cold,8,1327
7,7,Mommie Dearest,8.1,1303
7,8,"Hold Me, Thrill Me, Kiss Me, Kill Me",8.1,1332
7,9,Cold as Ice,8.1,1365
7,10,Hell Is Other People,8.7,1810
7,11,Things We Lost in the Fire,7.7,1278
7,12,Postcards from the Edge,7.9,1255
7,13,This Woman's Work,8.3,1296
7,14,Moonlight on the Bayou,8.6,1467
7,15,I Would for You,8.2,1246
7,16,Days of Future Past,7.8,1336
7,17,I Went to the Woods,8.1,1284
7,18,One Way or Another,7.7,1158
7,19,Somebody That I Used to Know,7.6,1169
7,20,Kill 'Em All,7.7,1153
7,21,Requiem for a Dream,8,1210
7,22,Gods and Monsters,8.1,1395
8,1,"Hello, Brother",8.2,1891
8,2,Today Will Be Different,7.8,1391
8,3,You Decided That I Was Worth Saving,7.9,1329
8,4,An Eternity of Misery,7.9,1299
8,5,Coming Home Was a Mistake,7.7,1245
8,6,Detoured on Some Random Backwoods Path to Hell,7.9,1254
8,7,"The Next Time I Hurt Somebody, It Could Be You",7.8,1249
8,8,We Have History Together,7.5,1250
8,9,The Simple Intimacy of the Near Touch,7.8,1208
8,10,Nostalgia's a Bitch,8.5,1470
8,11,You Made a Choice to Be Good,8.9,1834
8,12,What Are You?,8.1,1274
8,13,The Lies Will Catch Up to You,8,1250
8,14,It's Been a Hell of a Ride,8.7,1573
8,15,We're Planning a June Wedding,8.7,1613
8,16,I Was Feeling Epic,9.3,4893
