season,episode,title,rating,votes
1,1,Chapter One: Make Your Mark,8.1,7733
1,2,Chapter Two: Use It,7.6,6558
1,3,Chapter Three: Make the Unsafe Choice,7.8,6137
1,4,Chapter Four: Commit... to YOU,7.6,5872
1,5,Chapter Five: Do Your Job,8.2,5908
1,6,"Chapter Six: Listen with Your Ears, React with Your Face",8.3,5957
1,7,"Chapter Seven: Loud, Fast, and Keep Going",9.3,8134
1,8,Chapter Eight: Know Your Truth,8.9,6875
2,1,"The Show Must Go On, Probably?",8.2,5674
2,2,The Power of No,7.8,5358
2,3,Past = Present x Future Over Yesterday,8.4,5509
2,4,What?!,9.1,6545
2,5,ronny/lily,9.7,18033
2,6,The Truth Has a Ring to It,8.4,5271
2,7,The Audition,9,5920
2,8,berkman > block,9.3,7256
3,1,forgiving jeff,8.4,5575
3,2,limonada,8.6,5383
3,3,ben mendelsohn,7.7,4753
3,4,all the sauces,8.6,5033
3,5,crazytimesh*tshow,8.4,4845
3,6,710N,9.4,7093
3,7,candy asses,8.6,4961
3,8,starting now,9.5,8048
4,1,yikes,8.3,5122
4,2,bestest place on the earth,8.3,4930
4,3,you're charming,9,5721
4,4,it takes a psycho,9.1,6202
4,5,tricky legacies,7.4,5721
4,6,the wizard,8.2,4915
4,7,a nice meal,8.6,4999
4,8,wow,8.8,8598
