season,episode,title,rating,votes,episode_year
1,1,A Lying Witch and a Warden,7.7,2011,2020
1,2,Witches Before Wizards,7.3,1782,2020
1,3,I Was a Teenage Abomination,7.8,1737,2020
1,4,The Intruder,8.1,1695,2020
1,5,Covention,8.5,1882,2020
1,6,Hooty's Moving Hassle,7.5,1588,2020
1,7,Lost in Language,8.5,1839,2020
1,8,Once Upon a Swap,7,1599,2020
1,9,"Something Ventured, Someone Framed",7.6,1534,2020
1,10,Escape of the Palisman,7.5,1520,2020
1,11,Sense and Insensitivity,7.3,1485,2020
1,12,Adventures in the Elements,8.5,1571,2020
1,13,The First Day,8.4,1527,2020
1,14,Really Small Problems,6.9,1508,2020
1,15,Understanding Willow,9,1852,2020
1,16,Enchanting Grom Fright,9.3,2184,2020
1,17,Wing It Like Witches,8.4,1586,2020
1,18,Agony of a Witch,9.5,2042,2020
1,19,"Young Blood, Old Souls",9.1,1740,2020
2,1,Separate Tides,8.1,1594,2021
2,2,Escaping Expulsion,8.6,1719,2021
2,3,Echoes of the Past,9,1739,2021
2,4,Keeping Up A-Fear-Ances,8.1,1470,2021
2,5,Through the Looking Glass Ruins,8.9,1804,2021
2,6,Hunting Palismen,9,1591,2021
2,7,Eda's Requiem,9,1814,2021
2,8,"Knock, Knock, Knockin' on Hooty's Door",9.6,2641,2021
2,9,Eclipse Lake,9.1,1718,2021
2,10,Yesterday's Lie,9.3,1622,2021
2,11,Follies at the Coven Day Parade,8.3,1302,2022
2,12,Elsewhere and Elsewhen,8.8,1298,2022
2,13,Any Sport in a Storm,8.4,1313,2022
2,14,Reaching Out,9.1,1424,2022
2,15,"Them's the Breaks, Kid",8.4,1305,2022
2,16,Hollow Mind,9.6,1962,2022
2,17,Edge of the World,8.7,1301,2022
2,18,Labyrinth Runners,8.9,1328,2022
2,19,"O Titan, Where Art Thou",9.1,1291,2022
2,20,Clouds on the Horizon,9.3,1431,2022
2,21,King's Tide,9.7,2156,2022
3,1,Thanks to Them,9.3,2669,2022
3,2,For the Future,8.8,1607,2023
3,3,Watching and Dreaming,9.5,2305,2023
