season,episode,title,rating,votes,episode_year
1,1,The Cat and the Claw: Part 1,7.7,4555,1992
1,2,On Leather Wings,7.6,5345,1992
1,3,Heart of Ice,9,5465,1992
1,4,Feat of Clay: Part 1,8.3,3978,1992
1,5,Feat of Clay: Part 2,8.6,3982,1992
1,6,It's Never Too Late,7.6,3701,1992
1,7,Joker's Favor,8.5,3940,1992
1,8,The Cat and the Claw: Part 2,7.6,3597,1992
1,9,Pretty Poison,7.9,3935,1992
1,10,Nothing to Fear,8,4198,1992
1,11,Be a Clown,7.5,3478,1992
1,12,Appointment in Crime Alley,7.6,3063,1992
1,13,P.O.V.,7.5,3498,1992
1,14,The Clock King,7.6,3013,1992
1,15,The Last Laugh,7.7,3658,1992
1,16,Eternal Youth,7.3,2799,1992
1,17,Two-Face: Part 1,9.1,4634,1992
1,18,Two-Face: Part 2,9,4359,1992
1,19,Fear of Victory,7.6,2840,1992
1,20,I've Got Batman in My Basement,6.5,3109,1992
1,21,Vendetta,7.5,2771,1992
1,22,Prophecy of Doom,6.7,2726,1992
1,23,The Forgotten,7.2,3138,1992
1,24,Mad as a Hatter,8,2913,1992
1,25,The Cape and Cowl Conspiracy,7.5,2650,1992
1,26,Perchance to Dream,9,3442,1992
1,27,The Underdwellers,6.7,3095,1992
1,28,Night of the Ninja,7.5,2532,1992
1,29,The Strange Secret of Bruce Wayne,8.2,2659,1992
1,30,Tyger Tyger,7,2449,1992
1,31,Dreams in Darkness,8.3,2738,1992
1,32,Beware the Gray Ghost,8.9,3598,1992
1,33,Cat Scratch Fever,7.2,2393,1992
1,34,I Am the Night,8.6,2733,1992
1,35,Almost Got 'im,9.2,3743,1992
1,36,Moon of the Wolf,6.7,2311,1992
1,37,Terror in the Sky,7.3,2296,1992
1,38,Christmas with the Joker,7.8,3930,1992
1,39,Heart of Steel: Part 1,7.8,2394,1992
1,40,Heart of Steel: Part 2,7.9,2385,1992
1,41,"If You're So Smart, Why Aren't You Rich?",8.3,2618,1992
1,42,Joker's Wild,8.2,2493,1992
1,43,His Silicon Soul,8.2,2302,1992
1,44,Off Balance,7.6,2223,1992
1,45,What Is Reality?,7.7,2304,1992
1,46,The Laughing Fish,8.5,2649,1993
1,47,Harley and Ivy,8.6,2567,1993
1,48,The Mechanic,7.5,2150,1993
1,49,The Man Who Killed Batman,8.8,2711,1993
1,50,Zatanna,7.8,2262,1993
1,51,Robin's Reckoning: Part I,8.7,2679,1993
1,52,Birds of a Feather,7.7,2164,1993
1,53,Robin's Reckoning: Part II,8.6,2552,1993
1,54,Blind as a Bat,7.3,2028,1993
1,55,Day of the Samurai,7.8,2177,1993
1,56,See No Evil,7.7,2418,1993
1,57,The Demon's Quest: Part I,8.3,2234,1993
1,58,The Demon's Quest: Part II,8.3,2201,1993
1,59,Read My Lips,8.3,2221,1993
1,60,Fire from Olympus,6.9,2049,1993
2,1,Shadow of the Bat: Part 1,8.3,2248,1993
2,2,Shadow of the Bat: Part 2,8.3,2199,1993
2,3,Mudslide,8.1,2196,1993
2,4,The Worry Men,7.2,1979,1993
2,5,Paging the Crime Doctor,7.5,2031,1993
2,6,House & Garden,8.3,2075,1994
2,7,Sideshow,7.8,1982,1994
2,8,Avatar,7.5,1914,1994
2,9,Trial,9.1,2608,1994
2,10,Harlequinade,8.6,2196,1994
3,1,Bane,8.1,2108,1994
3,2,Second Chance,8.5,2228,1994
3,3,Riddler's Reform,8,1974,1994
3,4,Baby-Doll,7.8,2107,1994
3,5,Time Out of Joint,7.4,1844,1994
3,6,Harley's Holiday,8.6,2140,1994
3,7,Make 'Em Laugh,7.5,1856,1994
3,8,Batgirl Returns,7.6,1841,1994
3,9,Lock-Up,7.5,1860,1994
3,10,Deep Freeze,8.2,1974,1994
4,1,The Terrible Trio,6.7,1854,1995
4,2,Showdown,7.5,1894,1995
4,3,Catwalk,7.7,1844,1995
4,4,A Bullet for Bullock,8.1,1992,1995
4,5,The Lion and the Unicorn,7.2,1764,1995
