season,episode,title,rating,votes,episode_year
1,0,Unaired Pilot,7.5,1878,1997
1,1,Cartman Gets an Anal Probe,7.8,7145,1997
1,2,Volcano,7.6,5485,1997
1,3,Weight Gain 4000,7.5,5679,1997
1,4,Big Gay Al's Big Gay Boat Ride,7.6,5231,1997
1,5,An Elephant Makes Love to a Pig,7.4,4909,1997
1,6,Death,8,5079,1997
1,7,Pinkeye,8.3,5181,1997
1,8,Starvin' Marvin,8.1,5091,1997
1,9,"Mr. Hankey, the Christmas Poo",8.1,5013,1997
1,10,Damien,7.8,4643,1998
1,11,Tom's Rhinoplasty,7.9,4600,1998
1,12,Mecha-Streisand,7.4,4614,1998
1,13,Cartman's Mom Is a Dirty Slut,8.5,5294,1998
2,1,Terrance and Phillip in Not Without My Anus,6.1,4703,1998
2,2,Cartman's Mom is Still a Dirty Slut,8.2,4650,1998
2,3,Ike's Wee Wee,8,4273,1998
2,4,Chickenlover,8,4361,1998
2,5,Conjoined Fetus Lady,7.6,4056,1998
2,6,The Mexican Staring Frog of Southern Sri Lanka,7.5,3942,1998
2,7,City on the Edge of Forever,7.2,4010,1998
2,8,Summer Sucks,7.3,3775,1998
2,9,Chef's Chocolate Salty Balls,7.5,3836,1998
2,10,Chickenpox,7.9,3871,1998
2,11,Roger Ebert Should Lay Off the Fatty Foods,7.5,3720,1998
2,12,Clubhouses,7.9,3777,1998
2,13,Cow Days,7.5,3626,1998
2,14,Chef Aid,7.7,3742,1998
2,15,Spookyfish,8.4,4201,1998
2,16,Merry Christmas Charlie Manson!,8.1,3897,1998
2,17,Gnomes,8.2,3999,1998
2,18,Prehistoric Ice Man,7.8,3646,1999
3,1,Rainforest Shmainforest,8.4,4517,1999
3,2,Spontaneous Combustion,8.1,3879,1999
3,3,The Succubus,8,3948,1999
3,4,Jakovasaurs,6.4,3921,1999
3,5,Tweek vs. Craig,7.6,3830,1999
3,6,Sexual Harassment Panda,8.2,4103,1999
3,7,Cat Orgy,7.9,3801,1999
3,8,Two Guys Naked in a Hot Tub,8,3775,1999
3,9,Jewbilee,7.4,3562,1999
3,10,Korn's Groovy Pirate Ghost Mystery,7.7,3895,1999
3,11,Chinpokomon,8.7,4757,1999
3,12,Hooked on Monkey Fonics,8,3559,1999
3,13,Starvin' Marvin in Space,8,3484,1999
3,14,The Red Badge of Gayness,8.3,3742,1999
3,15,Mr. Hankey's Christmas Classics,7.2,3585,1999
3,16,"Are You There God? It's Me, Jesus",7.8,3366,1999
3,17,World Wide Recorder Concert,8.1,3470,2000
4,1,The Tooth Fairy's Tats 2000,8.2,3832,2000
4,2,Cartman's Silly Hate Crime 2000,8.6,4104,2000
4,3,Timmy 2000,8.1,3738,2000
4,4,Quintuplets 2000,7.3,3360,2000
4,5,Cartman Joins NAMBLA,9,5248,2000
