season,episode,title,rating,votes
1,1,Kassa,7.4,24065
1,2,That Would Be Me,7.3,21765
1,3,Reckoning,8.6,23643
1,4,Aldhani,7.8,20280
1,5,The Axe Forgets,7.6,19456
1,6,The Eye,9.1,25915
1,7,Announcement,8.1,19133
1,8,Narkina 5,8.2,19222
1,9,Nobody's Listening!,8.6,19687
1,10,One Way Out,9.5,29551
1,11,Daughter of Ferrix,8.4,18577
1,12,Rix Road,9.2,23239
2,1,One Year Later,7.8,17933
2,2,Sagrona Teema,7.4,16972
2,3,Harvest,8.5,18695
2,4,Ever Been to Ghorman?,7.7,15370
2,5,I Have Friends Everywhere,8.1,15424
2,6,What a Festive Evening,8.6,16973
2,7,Messenger,8.2,16572
2,8,Who Are You?,9.7,31448
2,9,Welcome to the Rebellion,9.6,27367
2,10,Make It Stop,9.5,22063
2,11,Who Else Knows?,9.3,20161
2,12,"Jedha, Kyber, Erso",9.4,21531
