season,episode,title,rating,votes
1,1,Pilot,7.6,2432
1,2,The Jenna Thing,7.5,1526
1,3,To Kill a Mocking Girl,7.5,1359
1,4,Can You Hear Me Now?,7.6,1275
1,5,Reality Bites Me,7.5,1237
1,6,There's No Place Like Homecoming,8,1244
1,7,The Homecoming Hangover,7.5,1174
1,8,"Please, Do Talk About Me When I'm Gone",7.5,1147
1,9,The Perfect Storm,7.9,1173
1,10,Keep Your Friends Close,8.2,1220
1,11,Moments Later,7.8,1118
1,12,Salt Meets Wound,7.6,1085
1,13,Know Your Frenemies,8,1240
1,14,Careful What U Wish 4,7.7,1070
1,15,"If at First You Don't Succeed, Lie, Lie Again",7.7,1071
1,16,Je Suis Une Amie,7.7,1041
1,17,The New Normal,7.7,1030
1,18,The Badass Seed,7.8,1045
1,19,A Person of Interest,8,1068
1,20,Someone to Watch Over Me,7.9,1022
1,21,Monsters in the End,8.1,1039
1,22,For Whom the Bell Tolls,8.4,1177
2,1,It's Alive,8,1173
2,2,The Goodbye Look,7.6,964
2,3,My Name Is Trouble,7.7,935
2,4,Blind Dates,8,937
2,5,The Devil You Know,7.9,938
2,6,Never Letting Go,7.9,944
2,7,Surface Tension,7.7,890
2,8,Save the Date,7.9,917
2,9,Picture This,8,919
2,10,Touched by an 'A'-ngel,7.8,901
2,11,I Must Confess,8.1,914
2,12,Over My Dead Body,8.7,1285
2,13,The First Secret,8.5,1235
2,14,"Through Many Dangers, Toils, and Snares",8.4,1056
2,15,A Hot Piece of A,8.2,978
2,16,Let the Water Hold Me Down,7.7,887
2,17,Blond Leading the Blind,7.8,886
2,18,A Kiss Before Lying,7.8,892
2,19,The Naked Truth,8.2,942
2,20,CTRL:A,8.1,916
2,21,Breaking the Code,8.1,897
2,22,Father Knows Best,7.8,878
2,23,Eye of the Beholder,7.9,882
2,24,If These Dolls Could Talk,8.5,1051
2,25,unmAsked,9,1523
3,1,It Happened 'That Night',8.1,1250
3,2,Blood Is the New Black,8,926
3,3,Kingdom of the Blind,8,877
3,4,Birds of a Feather,7.7,868
3,5,That Girl Is Poison,7.7,874
3,6,The Remains of the 'A',7.6,855
3,7,Crazy,8,863
3,8,Stolen Kisses,7.7,881
3,9,The Kahn Game,7.8,869
3,10,What Lies Beneath,7.7,834
3,11,Single Fright Female,7.8,848
3,12,The Lady Killer,8.9,1303
3,13,This Is a Dark Ride,8.9,1442
3,14,She's Better Now,7.9,889
3,15,Mona-Mania,7.9,833
3,16,Misery Loves Company,8.4,950
3,17,"Out of the Frying Pan, Into the Inferno",8,825
3,18,Dead to Me,7.9,813
3,19,What Becomes of the Broken-Hearted,8,831
3,20,Hot Water,7.9,799
3,21,"Out of Sight, Out of Mind",8,802
3,22,Will the Circle Be Unbroken?,7.7,774
3,23,I'm Your Puppet,8.2,834
3,24,A Dangerous gAme,8.6,1133
4,1,A Is for A-l-i-v-e,8.2,1253
4,2,Turn of the Shoe,7.8,800
4,3,Cat's Cradle,7.4,795
4,4,Face Time,7.7,766
4,5,Gamma Zeta Die!,7.8,777
4,6,Under the Gun,7.8,772
4,7,"Crash and Burn, Girl!",7.9,765
4,8,The Guilty Girl's Handbook,7.9,768
4,9,Into the Deep,7.8,723
4,10,The Mirror Has Three Faces,7.9,771
4,11,Bring Down the Hoe,7.8,780
4,12,"Now You See Me, Now You Don't",8.8,1316
4,13,Grave New World,8.4,1159
4,14,Who's in the Box?,7.6,816
4,15,"Love ShAck, Baby",7.8,748
4,16,Close Encounters,7.7,722
4,17,Bite Your Tongue,8.2,795
4,18,Hot for Teacher,7.9,763
4,19,Shadow Play,6.5,1291
4,20,Free Fall,8.3,836
4,21,She's Come Undone,8.1,789
4,22,Cover for Me,7.6,729
4,23,Unbridled,7.8,783
4,24,'A' Is for Answers,8.9,1299
5,1,EscApe from New York,8.2,990
5,2,Whirly Girly,7.8,787
5,3,Surfing the Aftershocks,7.4,732
5,4,Thrown from the Ride,7.2,723
5,5,Miss Me x100,8.5,996
5,6,"Run, Ali, Run",7.6,719
5,7,The Silence of E. Lamb,7.4,696
5,8,Scream for Me,7.5,693
5,9,March of Crimes,7.7,699
5,10,A Dark Ali,7.8,690
5,11,No One Here Can Love or Understand Me,7.4,712
5,12,Taking This One to the Grave,8.7,1152
5,13,How the 'A' Stole Christmas,7.8,886
5,14,"Through a Glass, Darkly",7.7,724
5,15,Fresh Meat,7.3,696
5,16,Over a Barrel,7.3,683
5,17,The Bin of Sin,7.5,682
5,18,Oh What Hard Luck Stories They All Hand Me,7.1,702
5,19,Out Damned Spot,7.4,691
5,20,Pretty Isn't the Point,7.7,722
5,21,Bloody Hell,7.5,684
5,22,To Plea or Not to Plea,7.7,673
5,23,The Melody Lingers On,7.8,702
5,24,"I'm a Good Girl, I Am",8.4,843
5,25,Welcome to the Dollhouse,9.2,1902
6,1,"Game On, Charles",9.1,1798
6,2,Songs of Innocence,7.6,851
6,3,Songs of Experience,7.6,759
6,4,Don't Look Now,7.6,733
6,5,She's No Angel,7.4,754
6,6,No Stone Unturned,7.3,742
6,7,"O Brother, Where Art Thou",7.7,730
6,8,FrAmed,7.7,742
6,9,Last Dance,8.2,967
6,10,"Game Over, Charles",5.1,4111
6,11,Of Late I Think of Rosewood,7.4,879
6,12,Charlotte's Web,7,725
6,13,The Gloves Are On,7,708
