season,episode,title,rating,votes
1,1,Velma,2.7,5393
1,2,The Candy (Wo)man,2.7,4588
1,3,Velma Kai,2.8,3240
1,4,Velma Makes a List,2.8,3359
1,5,Marching Band Sleepover,3,2265
1,6,The Sins of the Fathers and Some of the Mothers,3.1,2450
1,7,Fog Fest,3,1944
1,8,A Velma in the Woods,3,1984
1,9,Family (Wo)man,3,1707
1,10,The Brains of the Operation,3.1,2019
2,1,The Mystery of Teen Romance,3.2,892
2,2,Creaky Friday,3.2,828
2,3,When Velma Met Money,3.4,818
2,4,Seancé,3.3,796
2,5,Burning Woman,3.3,780
2,6,Private Velmjamin,3.4,782
2,7,Female Utopia,3.3,769
2,8,Aman Hunt,3.4,771
2,9,The Real Villain,3.7,831
2,10,Til Death,3.4,850
2,11,This Halloween Needs to Be More Special!,4.1,622
