season,episode,title,rating,votes
1,1,Uno,8.4,35214
1,2,Mijo,8.9,33317
1,3,Nacho,8.6,28886
1,4,Hero,8.3,27071
1,5,Alpine Shepherd Boy,8,26837
1,6,Five-O,9.4,37656
1,7,Bingo,8.6,25179
1,8,RICO,8.6,24632
1,9,Pimento,9.4,31231
1,10,Marco,8.6,25995
2,1,Switch,8.2,22814
2,2,Cobbler,8.4,21687
2,3,Amarillo,8.2,21107
2,4,Gloves Off,8.9,22626
2,5,Rebecca,8,22358
2,6,Bali Ha'i,8.4,20654
2,7,Inflatable,8.3,20380
2,8,Fifi,8.3,20134
2,9,Nailed,9.3,23664
2,10,Klick,9,21937
3,1,Mabel,8.1,21294
3,2,Witness,9,21731
3,3,Sunk Costs,8.4,20128
3,4,Sabrosito,8.9,21421
3,5,Chicanery,9.7,43446
3,6,Off Brand,8.4,19814
3,7,Expenses,8.2,19487
3,8,Slip,8.5,19593
3,9,Fall,8.8,19268
3,10,Lantern,9.2,24123
4,1,Smoke,8.2,20354
4,2,Breathe,8.8,19706
4,3,Something Beautiful,8.4,19162
4,4,Talk,8.2,19196
4,5,Quite a Ride,8.4,19403
4,6,Piñata,8.5,19073
4,7,Something Stupid,8.3,19005
4,8,Coushatta,8.8,19572
4,9,Wiedersehen,9.1,20277
4,10,Winner,9.6,30482
5,1,Magic Man,8.7,22185
5,2,50% Off,8.7,21330
5,3,The Guy for This,9,21619
5,4,Namaste,8.5,20429
5,5,Dedicado a Max,8.5,20634
5,6,Wexler v. Goodman,9.3,24826
5,7,JMM,9.1,22930
5,8,Bagman,9.7,39949
5,9,Bad Choice Road,9.7,38043
5,10,Something Unforgivable,9.4,29603
6,1,Wine and Roses,8.8,29317
6,2,Carrot and Stick,9.1,29532
6,3,Rock and Hard Place,9.7,49783
6,4,Hit and Run,8.6,26522
6,5,Black and Blue,8.1,25947
6,6,Axe and Grind,8.2,25336
6,7,Plan and Execution,9.9,87687
6,8,Point and Shoot,9.8,57563
6,9,Fun and Games,9.4,36738
6,10,Nippy,8.5,34569
6,11,Breaking Bad,9,36346
6,12,Waterworks,9.4,39206
6,13,Saul Gone,9.8,80206
