season,episode,title,rating,votes
1,1,Velma,2.7,5312
1,2,The Candy (Wo)man,2.7,4536
1,3,Velma Kai,2.8,3194
1,4,Velma Makes a List,2.8,3314
1,5,Marching Band Sleepover,3,2221
1,6,The Sins of the Fathers and Some of the Mothers,3.1,2408
1,7,Fog Fest,3.1,1898
1,8,A Velma in the Woods,3.1,1940
1,9,Family (Wo)man,3,1661
1,10,The Brains of the Operation,3.2,1971
2,1,The Mystery of Teen Romance,3.2,836
2,2,Creaky Friday,3.3,775
2,3,When Velma Met Money,3.4,767
2,4,Seancé,3.4,742
2,5,Burning Woman,3.4,729
2,6,Private Velmjamin,3.5,734
2,7,Female Utopia,3.4,721
2,8,Aman Hunt,3.5,720
2,9,The Real Villain,3.8,778
2,10,Til Death,3.5,796
2,11,This Halloween Needs to Be More Special!,4.2,545
