season,episode,title,rating,votes,episode_year
1,0,Unaired Pilot,8.7,13622,2010
1,1,A Study in Pink,8.9,37040,2010
1,2,The Blind Banker,7.9,32008,2010
1,3,The Great Game,9,32500,2010
2,1,A Scandal in Belgravia,9.4,46904,2012
2,2,The Hounds of Baskerville,8.3,30428,2012
2,3,The Reichenbach Fall,9.6,44232,2012
3,0,Many Happy Returns,8.4,13570,2013
3,1,The Empty Hearse,8.8,34109,2014
3,2,The Sign of Three,8.9,31276,2014
3,3,His Last Vow,9.2,34098,2014
4,0,The Abominable Bride,8,37906,2016
4,1,The Six Thatchers,7.6,27994,2017
4,2,The Lying Detective,9.1,31161,2017
4,3,The Final Problem,8.2,31677,2017
