season,episode,title,rating,votes
1,1,Pilot,7.8,4784
1,2,The Night of the Comet,7.5,3346
1,3,Friday Night Bites,7.9,3016
1,4,Family Ties,7.9,2820
1,5,You're Undead to Me,8.2,2791
1,6,Lost Girls,8.4,2830
1,7,Haunted,8.2,2648
1,8,162 Candles,8.3,2670
1,9,History Repeating,8.1,2558
1,10,The Turning Point,8.3,2571
1,11,Bloodlines,8.2,2582
1,12,Unpleasantville,8.1,2453
1,13,Children of the Damned,8.3,2462
1,14,Fool Me Once,8.6,2513
1,15,A Few Good Men,8,2357
1,16,There Goes the Neighborhood,7.9,2320
1,17,Let the Right One In,8.6,2437
1,18,Under Control,8.1,2349
1,19,Miss Mystic Falls,8.3,2555
1,20,Blood Brothers,8.2,2390
1,21,Isobel,8.4,2449
1,22,Founder's Day,9.2,3546
2,1,The Return,8.9,2973
2,2,Brave New World,8.4,2292
2,3,Bad Moon Rising,8.3,2233
2,4,Memory Lane,8.1,2200
2,5,Kill or Be Killed,8.6,2217
2,6,Plan B,8.6,2213
2,7,Masquerade,9,2654
2,8,Rose,8.8,2537
2,9,Katerina,8.5,2241
2,10,The Sacrifice,8.3,2034
2,11,By the Light of the Moon,8.4,2114
2,12,The Descent,8.4,2254
2,13,Daddy Issues,8.1,2006
2,14,Crying Wolf,8,2030
2,15,The Dinner Party,8.3,2014
2,16,The House Guest,8.5,2014
2,17,Know Thy Enemy,8.3,2027
2,18,The Last Dance,8.7,2159
2,19,Klaus,8.8,2354
2,20,The Last Day,8.7,2146
2,21,The Sun Also Rises,9.1,2570
2,22,As I Lay Dying,8.9,2633
3,1,The Birthday,8.5,2835
3,2,The Hybrid,8.4,2254
3,3,The End of the Affair,8.7,2388
3,4,Disturbing Behavior,8.3,2056
3,5,The Reckoning,9,2634
3,6,Smells Like Teen Spirit,8.4,2099
3,7,Ghost World,8.5,2131
3,8,Ordinary People,8.7,2173
3,9,Homecoming,8.9,2434
3,10,The New Deal,8.3,2080
3,11,Our Town,8.2,1946
3,12,The Ties That Bind,8.2,1981
3,13,Bringing Out the Dead,8.6,2103
3,14,Dangerous Liaisons,8.6,2124
3,15,All My Children,8.3,2029
3,16,1912,7.8,1887
3,17,Break on Through,7.9,1827
3,18,The Murder of One,8.4,1959
3,19,Heart of Darkness,8.6,2435
3,20,Do Not Go Gentle,8.4,2001
3,21,Before Sunset,8.6,1985
3,22,The Departed,9.4,4450
4,1,Growing Pains,8.7,3320
4,2,Memorial,8.7,2397
4,3,The Rager,8.3,2043
4,4,The Five,8.3,2032
4,5,The Killer,8.2,1871
4,6,We All Go a Little Mad Sometimes,8.3,1990
4,7,My Brother's Keeper,8.7,2554
4,8,We'll Always Have Bourbon Street,8.3,1988
4,9,"O Come, All Ye Faithful",8.6,2036
4,10,After School Special,8.3,1970
4,11,Catch Me If You Can,7.9,1766
4,12,A View to a Kill,8.5,1854
4,13,Into the Wild,8,1784
