season,episode,title,rating,votes
1,1,Death Has a Shadow,7.6,5187
1,2,I Never Met the Dead Man,7.4,3995
1,3,Chitty Chitty Death Bang,7.5,3749
1,4,Mind Over Murder,7.4,3523
1,5,A Hero Sits Next Door,7.4,3423
1,6,The Son Also Draws,7.1,3285
1,7,Brian: Portrait of a Dog,7.4,3319
2,1,"Peter, Peter, Caviar Eater",7.5,3170
2,2,Holy Crap,7.3,2983
2,3,Da Boom,8.1,3593
2,4,Brian in Love,7.4,2902
2,5,Love Thy Trophy,7.7,2886
2,6,Death Is a Bitch,8.2,3310
2,7,The King Is Dead,7.2,2726
2,8,"I Am Peter, Hear Me Roar",8,2991
2,9,"If I'm Dyin', I'm Lyin'",7.3,2649
2,10,Running Mates,7.3,2620
2,11,"A Picture Is Worth 1,000 Bucks",7.1,2625
2,12,Fifteen Minutes of Shame,7.5,2600
2,13,Road to Rhode Island,8.1,3105
2,14,Let's Go to the Hop,7.7,2612
2,15,Dammit Janet,7.3,2491
2,16,There's Something About Paulie,6.9,2611
2,17,He's Too Sexy for His Fat,7.7,2568
2,18,E. Peterbus Unum,8.1,2747
2,19,The Story on Page One,7.3,2372
2,20,Wasted Talent,8,2676
2,21,"Fore, Father",7.2,2338
3,1,The Thin White Line,8,2697
3,2,Brian Does Hollywood,7.6,2524
3,3,Mr. Griffin Goes to Washington,7.5,2375
3,4,"One If by Clam, Two If by Sea",7.5,2398
3,5,And the Wiener Is...,7.6,2351
3,6,Death Lives,8,2463
3,7,Lethal Weapons,7.3,2458
3,8,The Kiss Seen Round the World,6.7,2446
3,9,Mr. Saturday Knight,7.3,2292
3,10,A Fish Out of Water,7.1,2391
3,11,Emission Impossible,8.1,2499
3,12,To Love and Die in Dixie,8.1,2599
3,13,Screwed the Pooch,7.3,2201
3,14,"Peter Griffin: Husband, Father... Brother?",7.6,2231
3,15,"Ready, Willing and Disabled",7.5,2195
3,16,A Very Special Family Guy Freakin' Christmas,7.6,2375
3,17,Brian Wallows and Peter's Swallows,7.5,2361
3,18,From Method to Madness,7.4,2177
3,19,"Stuck Together, Torn Apart",7.6,2142
3,20,Road to Europe,7.8,2325
3,21,Family Guy Viewer Mail #1,7.4,2247
3,22,When You Wish Upon a Weinstein,7.3,2244
4,1,North by North Quahog,7.7,2545
4,2,Fast Times at Buddy Cianci Jr. High,7.5,2294
4,3,Blind Ambition,7.5,2220
4,4,Don't Make Me Over,7.4,2271
4,5,The Cleveland-Loretta Quagmire,7.6,2278
4,6,Petarded,8.2,2862
4,7,Brian the Bachelor,7.4,2182
4,8,8 Simple Rules for Buying My Teenage Daughter,7.5,2204
4,9,Breaking Out Is Hard to Do,7.6,2147
4,10,Model Misbehavior,7.2,2074
4,11,Peter's Got Woods,7.5,2209
