season,episode,title,rating,votes,episode_year
1,1,Our Cup Runneth Over,7,3510,2015
1,2,The Drip,7.2,2921,2015
1,3,"Don't Worry, It's His Sister",7.5,2746,2015
1,4,Bad Parents,7.4,2531,2015
1,5,The Cabin,7.8,2528,2015
1,6,Wine and Roses,7.5,2445,2015
1,7,Turkey Shoot,7.5,2332,2015
1,8,Allez-Vous,7.2,2253,2015
1,9,Carl's Funeral,7.5,2253,2015
1,10,Honeymoon,7.9,2300,2015
1,11,Little Sister,7.3,2178,2015
1,12,Surprise Party,7.8,2153,2015
1,13,Town for Sale,7.9,2192,2015
2,1,Finding David,7.7,2150,2016
2,2,Family Dinner,7.8,2085,2016
2,3,Jazzagals,7.4,1961,2016
2,4,Estate Sale,7.6,1927,2016
2,5,Bob's Bagels,7.8,1941,2016
2,6,Moira vs. Town Council,7.6,1898,2016
2,7,The Candidate,7.5,1840,2016
2,8,Milk Money,8,1909,2016
2,9,Moira's Nudes,8.1,1921,2016
2,10,Ronnie's Party,7.6,1813,2016
2,11,The Motel Guest,7.7,1825,2016
2,12,Lawn Signs,7.9,1857,2016
2,13,Happy Anniversary,8.9,2871,2016
3,1,Opening Night,7.7,1899,2017
3,2,The Throuple,7.8,1834,2017
3,3,New Car,8.1,1891,2017
3,4,Driving Test,7.7,1778,2017
3,5,Rooms by the Hour,7.8,1789,2017
3,6,Murder Mystery,7.5,1742,2017
3,7,General Store,7.6,1746,2017
3,8,Motel Review,7.9,1778,2017
3,9,The Affair,8.1,1764,2017
3,10,Sebastien Raine,7.4,1716,2017
3,11,Stop Saying Lice!,8,1768,2017
3,12,Friends & Family,8.4,1838,2017
3,13,Grad Night,8.9,2341,2017
4,1,Dead Guy in Room 4,7.8,1789,2018
4,2,Pregnancy Test,8,1757,2018
4,3,Asbestos Fest,7.4,1666,2018
4,4,Girls' Night,7.7,1689,2018
4,5,RIP Moira Rose,8.1,1728,2018
4,6,Open Mic,8.8,2652,2018
4,7,The Barbecue,8.2,1748,2018
4,8,The Jazzaguy,8,1659,2018
4,9,The Olive Branch,8.5,2212,2018
4,10,Baby Sprinkle,7.7,1661,2018
4,11,The Rollout,8,1629,2018
4,12,Singles Week,9,2377,2018
4,13,"Merry Christmas, Johnny Rose",8.6,1871,2018
5,1,The Crowening,7.9,1758,2019
5,2,Love Letters,7.8,1623,2019
5,3,The Plant,7.9,1597,2019
5,4,The Dress,7.7,1568,2019
5,5,Housewarming,8.3,1768,2019
5,6,Rock On!,7.7,1574,2019
5,7,A Whisper of Desire,7.7,1553,2019
5,8,The Hospies,8.1,1645,2019
5,9,The M.V.P.,8.2,1682,2019
5,10,Roadkill,7.4,1623,2019
5,11,Meet the Parents,9.1,2504,2019
5,12,The Roast,8,1552,2019
5,13,The Hike,8.9,2062,2019
5,14,Life Is a Cabaret,9.1,2302,2019
6,1,Smoke Signals,8,1659,2020
6,2,The Incident,8.2,1655,2020
6,3,The Job Interview,7.7,1518,2020
6,4,Maid of Honour,7.7,1500,2020
6,5,The Premiere,8.3,1589,2020
6,6,The Wingman,7.6,1518,2020
6,7,Moira Rosé,8.3,1633,2020
6,8,The Presidential Suite,8.5,1742,2020
6,9,Rebound,7.8,1485,2020
6,10,"Sunrise, Sunset",8.1,1513,2020
6,11,The Bachelor Party,8.3,1571,2020
6,12,The Pitch,8.7,1695,2020
6,13,Start Spreading the News,9.2,2261,2020
6,14,Happy Ending,9.3,3001,2020
