zip,city,metro,year,month,date,zhvi,name
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2000,12,2000-12-31,133257.37346748688,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2001,12,2001-12-31,136322.78294944196,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2002,12,2002-12-31,152685.7056043237,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2003,12,2003-12-31,177699.1495297587,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2004,12,2004-12-31,234094.0138800917,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2005,12,2005-12-31,315246.2766848472,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2006,12,2006-12-31,375947.5682254981,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2007,12,2007-12-31,364579.5883847974,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2008,12,2008-12-31,249394.78345505797,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2009,12,2009-12-31,170022.7604875257,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2010,12,2010-12-31,165708.93271865495,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2011,12,2011-12-31,161929.56391720663,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2012,12,2012-12-31,176402.19710050765,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2013,12,2013-12-31,218036.38534521763,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2014,12,2014-12-31,255602.5901762052,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2015,12,2015-12-31,260163.93907611855,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2016,12,2016-12-31,285832.70720147964,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2017,12,2017-12-31,337970.70555284485,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2018,12,2018-12-31,423964.8665248449,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2019,12,2019-12-31,444202.2741814064,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2020,12,2020-12-31,483642.9848155321,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2021,12,2021-12-31,535043.365076216,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2022,12,2022-12-31,582508.5704387394,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2023,12,2023-12-31,604259.5688066724,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2024,12,2024-12-31,617941.6791132063,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2025,12,2025-12-31,600867.734618904,Florence-Firestone
90001,Florence-Graham,"Los Angeles-Long Beach-Anaheim, CA",2026,4,2026-04-30,593881.1942944229,Florence-Firestone
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2000,12,2000-12-31,124829.51460520928,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2001,12,2001-12-31,128161.71071523216,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2002,12,2002-12-31,142352.58138129444,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2003,12,2003-12-31,163344.46890935316,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2004,12,2004-12-31,215173.13923487955,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2005,12,2005-12-31,295258.6749390383,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2006,12,2006-12-31,345936.98342120304,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2007,12,2007-12-31,334107.184851026,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2008,12,2008-12-31,235888.61520134457,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2009,12,2009-12-31,154702.65512405933,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2010,12,2010-12-31,155562.73269566477,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2011,12,2011-12-31,152600.2750466443,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2012,12,2012-12-31,166157.2343698558,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2013,12,2013-12-31,209093.141030896,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2014,12,2014-12-31,244854.9697722298,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2015,12,2015-12-31,258862.96669367593,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2016,12,2016-12-31,280645.53339993587,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2017,12,2017-12-31,334875.29939427465,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2018,12,2018-12-31,413591.178382992,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2019,12,2019-12-31,434878.36859771266,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2020,12,2020-12-31,478920.841649241,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2021,12,2021-12-31,539193.8822844404,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2022,12,2022-12-31,574040.119407852,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2023,12,2023-12-31,608998.299781587,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2024,12,2024-12-31,623802.021102128,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2025,12,2025-12-31,598040.4434870835,Watts
90002,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2026,4,2026-04-30,594950.6855428707,Watts
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2000,12,2000-12-31,118939.92166412872,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2001,12,2001-12-31,126435.95033342302,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2002,12,2002-12-31,138411.89392536157,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2003,12,2003-12-31,161327.96960207578,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2004,12,2004-12-31,214460.3477548683,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2005,12,2005-12-31,290799.18347113655,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2006,12,2006-12-31,343544.83932892984,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2007,12,2007-12-31,333192.71054758126,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2008,12,2008-12-31,236540.9490723566,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2009,12,2009-12-31,167335.15660406632,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2010,12,2010-12-31,167431.42139328958,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2011,12,2011-12-31,163169.3520069992,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2012,12,2012-12-31,173993.19825100887,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2013,12,2013-12-31,223702.23588773227,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2014,12,2014-12-31,263493.9756506274,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2015,12,2015-12-31,267006.35066081875,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2016,12,2016-12-31,293930.37981786596,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2017,12,2017-12-31,349827.27021918213,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2018,12,2018-12-31,439087.8285804417,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2019,12,2019-12-31,458220.31002617575,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2020,12,2020-12-31,501613.79728795326,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2021,12,2021-12-31,562648.2371277114,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2022,12,2022-12-31,594760.555807083,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2023,12,2023-12-31,625286.6465052591,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2024,12,2024-12-31,637454.7669912771,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2025,12,2025-12-31,614198.0825235405,Florence
90003,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2026,4,2026-04-30,607194.401805317,Florence
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2000,12,2000-12-31,346532.0788074419,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2001,12,2001-12-31,390946.63773001,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2002,12,2002-12-31,448263.76358261827,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2003,12,2003-12-31,542219.133192102,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2004,12,2004-12-31,667591.0421532849,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2005,12,2005-12-31,781745.9733501408,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2006,12,2006-12-31,827247.0847819303,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2007,12,2007-12-31,766291.0808666017,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2008,12,2008-12-31,675916.0760210827,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2009,12,2009-12-31,675626.941861697,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2010,12,2010-12-31,627481.7257011699,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2011,12,2011-12-31,620222.1680277679,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2012,12,2012-12-31,685007.6651660328,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2013,12,2013-12-31,796666.7168775456,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2014,12,2014-12-31,909784.4911604212,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2015,12,2015-12-31,854472.7088234891,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2016,12,2016-12-31,879343.5768998591,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2017,12,2017-12-31,1009711.1643687784,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2018,12,2018-12-31,1285797.0412807716,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2019,12,2019-12-31,1260092.2919368255,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2020,12,2020-12-31,1361898.650898559,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2021,12,2021-12-31,1483035.01999008,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2022,12,2022-12-31,1544184.1770105269,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2023,12,2023-12-31,1579678.044524567,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2024,12,2024-12-31,1517514.7133150522,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2025,12,2025-12-31,1470151.7698617214,Koreatown
90004,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2026,4,2026-04-30,1450674.51456163,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2000,12,2000-12-31,283744.1265720723,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2001,12,2001-12-31,325429.50524084776,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2002,12,2002-12-31,391290.6859208637,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2003,12,2003-12-31,465908.8863653604,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2004,12,2004-12-31,581776.9762987094,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2005,12,2005-12-31,701761.1224316024,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2006,12,2006-12-31,754935.6643582307,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2007,12,2007-12-31,704091.8264842845,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2008,12,2008-12-31,588252.044038227,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2009,12,2009-12-31,516732.60443774407,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2010,12,2010-12-31,491951.94666581246,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2011,12,2011-12-31,466603.33035316487,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2012,12,2012-12-31,521026.874263663,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2013,12,2013-12-31,622162.6964475788,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2014,12,2014-12-31,691443.4988479103,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2015,12,2015-12-31,683812.2673766819,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2016,12,2016-12-31,716702.7056958065,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2017,12,2017-12-31,781267.3388103553,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2018,12,2018-12-31,934683.4644793124,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2019,12,2019-12-31,911210.4414057712,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2020,12,2020-12-31,959310.5837986048,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2021,12,2021-12-31,1040891.1247011508,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2022,12,2022-12-31,1013996.2760396984,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2023,12,2023-12-31,995256.4442809308,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2024,12,2024-12-31,966679.1689328612,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2025,12,2025-12-31,909348.6144895764,Koreatown
90005,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2026,4,2026-04-30,894444.8325248426,Koreatown
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2000,12,2000-12-31,196021.5828660037,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2001,12,2001-12-31,226909.3907979529,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2002,12,2002-12-31,272215.61312700575,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2003,12,2003-12-31,342103.10763533524,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2004,12,2004-12-31,460760.5870655081,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2005,12,2005-12-31,569896.4599623292,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2006,12,2006-12-31,622445.2707003801,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2007,12,2007-12-31,585268.656481889,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2008,12,2008-12-31,467983.3946192432,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2009,12,2009-12-31,378064.86917252094,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2010,12,2010-12-31,339183.38731045515,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2011,12,2011-12-31,320635.025513696,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2012,12,2012-12-31,359303.8674567121,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2013,12,2013-12-31,437628.42435415066,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2014,12,2014-12-31,482777.238755937,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2015,12,2015-12-31,486959.0084182268,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2016,12,2016-12-31,512064.9171248185,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2017,12,2017-12-31,571733.822392912,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2018,12,2018-12-31,701752.9595403733,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2019,12,2019-12-31,698664.0206549155,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2020,12,2020-12-31,744892.7552759441,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2021,12,2021-12-31,816287.7999333389,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2022,12,2022-12-31,829036.4441839084,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2023,12,2023-12-31,826673.6106431425,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2024,12,2024-12-31,812518.3869439391,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2025,12,2025-12-31,772198.53343587,Pico-Union
90006,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2026,4,2026-04-30,757348.2180237757,Pico-Union
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2000,12,2000-12-31,197616.1669752689,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2001,12,2001-12-31,214409.77110448596,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2002,12,2002-12-31,241672.5193244894,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2003,12,2003-12-31,282546.1455366655,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2004,12,2004-12-31,376987.0055763812,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2005,12,2005-12-31,496237.1477918197,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2006,12,2006-12-31,567615.610294348,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2007,12,2007-12-31,537036.5854695555,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2008,12,2008-12-31,391415.6020488015,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2009,12,2009-12-31,303667.0955680325,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2010,12,2010-12-31,283213.5784913836,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2011,12,2011-12-31,276999.2312475559,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2012,12,2012-12-31,290514.29372315534,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2013,12,2013-12-31,357506.1943669378,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2014,12,2014-12-31,426070.5059162262,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2015,12,2015-12-31,415510.6852436297,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2016,12,2016-12-31,462670.36468481575,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2017,12,2017-12-31,530472.0245550837,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2018,12,2018-12-31,707995.1941151993,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2019,12,2019-12-31,735295.3881083493,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2020,12,2020-12-31,815107.14119497,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2021,12,2021-12-31,896137.0936115383,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2022,12,2022-12-31,958770.5881429212,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2023,12,2023-12-31,964976.6459846192,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2024,12,2024-12-31,965147.899680216,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2025,12,2025-12-31,925632.8701256212,University Park
90007,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2026,4,2026-04-30,900870.502815485,University Park
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2000,12,2000-12-31,252079.8537587969,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2001,12,2001-12-31,277963.0399507507,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2002,12,2002-12-31,323253.1962579158,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2003,12,2003-12-31,384547.6524436716,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2004,12,2004-12-31,480229.3376763004,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2005,12,2005-12-31,582308.5651444236,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2006,12,2006-12-31,622545.249346462,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2007,12,2007-12-31,580211.5913224523,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2008,12,2008-12-31,434765.1406079296,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2009,12,2009-12-31,375638.4164961944,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2010,12,2010-12-31,364712.8590321169,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2011,12,2011-12-31,344620.09646312037,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2012,12,2012-12-31,364708.4851610724,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2013,12,2013-12-31,432234.3287042621,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2014,12,2014-12-31,491775.4220207677,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2015,12,2015-12-31,484239.6177857104,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2016,12,2016-12-31,529329.4135298687,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2017,12,2017-12-31,608888.9298017854,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2018,12,2018-12-31,822269.5749743097,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2019,12,2019-12-31,847122.472775306,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2020,12,2020-12-31,941469.8062115122,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2021,12,2021-12-31,1087524.6240862457,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2022,12,2022-12-31,1128507.660514129,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2023,12,2023-12-31,1135734.1727221494,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2024,12,2024-12-31,1144848.0050325582,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2025,12,2025-12-31,1106165.031969302,Baldwin Hills/Crenshaw
90008,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2026,4,2026-04-30,1078515.997195123,Baldwin Hills/Crenshaw
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2000,12,2000-12-31,429771.16404717887,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2001,12,2001-12-31,511189.26463986817,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2002,12,2002-12-31,549372.869984098,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2003,12,2003-12-31,623235.4153297171,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2004,12,2004-12-31,788659.46670424,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2005,12,2005-12-31,893709.8970633391,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2006,12,2006-12-31,980361.841557508,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2007,12,2007-12-31,897860.0680784992,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2008,12,2008-12-31,723874.99480071,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2009,12,2009-12-31,618901.9232222101,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2010,12,2010-12-31,569355.096027848,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2011,12,2011-12-31,563360.8207568469,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2012,12,2012-12-31,578023.9788978347,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2013,12,2013-12-31,658332.7200072922,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2014,12,2014-12-31,736218.0188907922,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2015,12,2015-12-31,749711.6788525078,Koreatown
90010,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",2016,12,2016-12-31,769773.6102693565,Koreatown
