season,episode,title,rating,votes,episode_year
1,1,Chapter One: Make Your Mark,8.1,7787,2018
1,2,Chapter Two: Use It,7.6,6604,2018
1,3,Chapter Three: Make the Unsafe Choice,7.8,6179,2018
1,4,Chapter Four: Commit... to YOU,7.6,5907,2018
1,5,Chapter Five: Do Your Job,8.2,5942,2018
1,6,"Chapter Six: Listen with Your Ears, React with Your Face",8.3,5985,2018
1,7,"Chapter Seven: Loud, Fast, and Keep Going",9.3,8175,2018
1,8,Chapter Eight: Know Your Truth,8.9,6911,2018
2,1,"The Show Must Go On, Probably?",8.2,5709,2019
2,2,The Power of No,7.8,5387,2019
2,3,Past = Present x Future Over Yesterday,8.4,5539,2019
2,4,What?!,9.1,6579,2019
2,5,ronny/lily,9.7,18109,2019
2,6,The Truth Has a Ring to It,8.4,5304,2019
2,7,The Audition,9,5957,2019
2,8,berkman > block,9.3,7297,2019
3,1,forgiving jeff,8.4,5609,2022
3,2,limonada,8.6,5414,2022
3,3,ben mendelsohn,7.7,4781,2022
3,4,all the sauces,8.6,5059,2022
3,5,crazytimesh*tshow,8.4,4871,2022
3,6,710N,9.4,7131,2022
3,7,candy asses,8.6,4988,2022
3,8,starting now,9.5,8096,2022
4,1,yikes,8.2,5149,2023
4,2,bestest place on the earth,8.3,4954,2023
4,3,you're charming,9,5746,2023
4,4,it takes a psycho,9.1,6235,2023
4,5,tricky legacies,7.4,5744,2023
4,6,the wizard,8.2,4940,2023
4,7,a nice meal,8.6,5020,2023
4,8,wow,8.8,8631,2023
