season,episode,title,rating,votes
1,1,Pilot,9,81904
1,2,Cat's in the Bag...,8.6,60951
1,3,...And the Bag's in the River,8.7,58730
1,4,Cancer Man,8.2,56444
1,5,Gray Matter,8.2,55404
1,6,Crazy Handful of Nothin',9.3,64704
1,7,A No-Rough-Stuff-Type Deal,8.8,56358
2,1,Seven Thirty-Seven,8.6,50704
2,2,Grilled,9.3,58367
2,3,Bit by a Dead Bee,8.3,48804
2,4,Down,8.2,48872
2,5,Breakage,8.2,48149
2,6,Peekaboo,8.8,51482
2,7,Negro y Azul,8.6,47912
2,8,Better Call Saul,9.2,56584
2,9,4 Days Out,9.2,54270
2,10,Over,8.4,47059
2,11,Mandala,8.9,48856
2,12,Phoenix,9.3,54998
2,13,ABQ,9.2,53711
3,1,No Más,8.4,46317
3,2,Caballo sin Nombre,8.6,45217
3,3,I.F.T.,8.3,44989
3,4,Green Light,8.1,46809
3,5,Más,8.5,44228
3,6,Sunset,9.3,50753
3,7,One Minute,9.6,62241
3,8,I See You,8.7,45244
3,9,Kafkaesque,8.3,44622
3,10,Fly,7.9,95733
3,11,Abiquiu,8.4,44417
3,12,Half Measures,9.5,61531
3,13,Full Measure,9.7,75368
4,1,Box Cutter,9.2,53813
4,2,Thirty-Eight Snub,8.2,45655
4,3,Open House,7.9,55301
4,4,Bullet Points,8.5,44655
4,5,Shotgun,8.6,44338
4,6,Cornered,8.4,45377
4,7,Problem Dog,8.8,45818
4,8,Hermanos,9.3,52447
4,9,Bug,8.9,47934
4,10,Salud,9.6,65334
4,11,Crawl Space,9.7,83473
4,12,End Times,9.5,60458
4,13,Face Off,9.8,157070
5,1,Live Free or Die,9.2,63294
5,2,Madrigal,8.8,56010
5,3,Hazard Pay,8.8,55392
5,4,Fifty-One,8.8,55825
5,5,Dead Freight,9.6,85292
5,6,Buyout,9,58162
5,7,Say My Name,9.6,81175
5,8,Gliding Over All,9.5,71869
5,9,Blood Money,9.4,67650
5,10,Buried,9.2,62239
5,11,Confessions,9.6,79353
5,12,Rabid Dog,9.1,66883
5,13,To'hajiilee,9.7,126447
5,14,Ozymandias,9.5,501659
5,15,Granite State,9.6,121529
5,16,Felina,9.8,291693
