season,episode,title,rating,votes
1,1,The Red Serpent,7.6,5770
1,2,Sacramentum Gladiatorum,7.9,4421
1,3,Legends,8,4134
1,4,The Thing in the Pit,8.3,4107
1,5,Shadow Games,8.9,4596
1,6,Delicate Things,8.5,4027
1,7,Great and Unfortunate Things,8.2,3736
1,8,Mark of the Brotherhood,8.2,3730
1,9,Whore,8.7,4074
1,10,Party Favors,9,4355
1,11,Old Wounds,8.6,3852
1,12,Revelations,9,4109
1,13,Kill Them All,9.6,7894
2,1,Fugitivus,8,3940
2,2,A Place in This World,8,3124
2,3,The Greater Good,8.2,3086
2,4,Empty Hands,8,2975
2,5,Libertus,9.2,4333
2,6,Chosen Path,8,2908
2,7,Sacramentum,8.5,3093
2,8,Balance,8.3,2897
2,9,Monsters,8.8,3300
2,10,Wrath of the Gods,9.3,4930
3,1,Enemies of Rome,8.6,3766
3,2,Wolves at the Gate,8.4,3064
3,3,Men of Honor,8.2,2926
3,4,Decimation,8.4,2945
3,5,Blood Brothers,8.8,3166
3,6,Spoils of War,8.6,2988
3,7,Mors Indecepta,8.4,2878
3,8,Separate Paths,8.9,3540
3,9,The Dead and the Dying,9.1,3670
3,10,Victory,9.7,8993
