season,episode,title,rating,votes,episode_year
1,1,Uno,8.4,36169,2015
1,2,Mijo,8.9,34216,2015
1,3,Nacho,8.6,29591,2015
1,4,Hero,8.3,27867,2015
1,5,Alpine Shepherd Boy,8,27568,2015
1,6,Five-O,9.4,38587,2015
1,7,Bingo,8.6,25832,2015
1,8,RICO,8.6,25278,2015
1,9,Pimento,9.4,32025,2015
1,10,Marco,8.6,26656,2015
2,1,Switch,8.2,23403,2016
2,2,Cobbler,8.4,22273,2016
2,3,Amarillo,8.2,21691,2016
2,4,Gloves Off,8.9,23343,2016
2,5,Rebecca,8,22945,2016
2,6,Bali Ha'i,8.4,21227,2016
2,7,Inflatable,8.3,20952,2016
2,8,Fifi,8.3,20692,2016
2,9,Nailed,9.3,24350,2016
2,10,Klick,9,22605,2016
3,1,Mabel,8.1,21863,2017
3,2,Witness,9,22333,2017
3,3,Sunk Costs,8.4,20687,2017
3,4,Sabrosito,8.9,22103,2017
3,5,Chicanery,9.7,44491,2017
3,6,Off Brand,8.4,20367,2017
3,7,Expenses,8.2,20030,2017
3,8,Slip,8.5,20140,2017
3,9,Fall,8.8,19824,2017
3,10,Lantern,9.2,24807,2017
4,1,Smoke,8.2,20922,2018
4,2,Breathe,8.8,20261,2018
4,3,Something Beautiful,8.4,19688,2018
4,4,Talk,8.2,19720,2018
4,5,Quite a Ride,8.4,19954,2018
4,6,Piñata,8.5,19592,2018
4,7,Something Stupid,8.3,19523,2018
4,8,Coushatta,8.8,20108,2018
4,9,Wiedersehen,9.1,20839,2018
4,10,Winner,9.6,31334,2018
5,1,Magic Man,8.7,22731,2020
5,2,50% Off,8.7,21858,2020
5,3,The Guy for This,9,22164,2020
5,4,Namaste,8.5,20938,2020
5,5,Dedicado a Max,8.5,21142,2020
5,6,Wexler v. Goodman,9.3,25519,2020
5,7,JMM,9.1,23508,2020
5,8,Bagman,9.7,40822,2020
5,9,Bad Choice Road,9.7,38883,2020
5,10,Something Unforgivable,9.4,30310,2020
6,1,Wine and Roses,8.8,30043,2022
6,2,Carrot and Stick,9.1,30227,2022
6,3,Rock and Hard Place,9.7,50942,2022
6,4,Hit and Run,8.6,27096,2022
6,5,Black and Blue,8.1,26523,2022
6,6,Axe and Grind,8.2,25908,2022
6,7,Plan and Execution,9.9,89277,2022
6,8,Point and Shoot,9.8,58737,2022
6,9,Fun and Games,9.4,37516,2022
6,10,Nippy,8.5,35294,2022
6,11,Breaking Bad,9,37132,2022
6,12,Waterworks,9.4,40054,2022
6,13,Saul Gone,9.8,81443,2022
