season,episode,title,rating,votes,episode_year
1,1,Tourist Trapped,8.2,6463,2012
1,2,The Legend of the Gobblewonker,7.7,5869,2012
1,3,Headhunters,7.9,5565,2012
1,4,The Hand That Rocks the Mabel,7.6,5332,2012
1,5,The Inconveniencing,8.5,5469,2012
1,6,Dipper vs. Manliness,7.7,5216,2012
1,7,Double Dipper,8.6,5378,2012
1,8,Irrational Treasure,8.1,5023,2012
1,9,The Time Traveler's Pig,9,5545,2012
1,10,Fight Fighters,8.5,5118,2012
1,11,Little Dipper,7.8,4777,2012
1,12,Summerween,8.6,5169,2012
1,13,Boss Mabel,7.7,4756,2012
1,14,Bottomless Pit!,8,4785,2012
1,15,The Deep End,7.6,4737,2012
1,16,Carpet Diem,8.5,4743,2012
1,17,Boyz Crazy,7.2,4775,2012
1,18,Land Before Swine,8.3,4659,2012
1,19,Dreamscaperers,9.3,5576,2012
1,20,Gideon Rises,9.3,5503,2012
2,1,Scary-oke,8.8,5116,2014
2,2,Into the Bunker,9.3,5467,2014
2,3,The Golf War,8.1,4759,2014
2,4,Sock Opera,8.7,5027,2014
2,5,Soos and the Real Girl,8.6,4898,2014
2,6,Little Gift Shop of Horrors,7.7,4578,2014
2,7,Society of the Blind Eye,9.2,5277,2014
2,8,Blendin's Game,9,4955,2014
2,9,The Love God,7.5,4556,2014
2,10,Northwest Mansion Mystery,9.2,5763,2015
2,11,Not What He Seems,9.8,11187,2015
2,12,A Tale of Two Stans,9.6,6831,2015
2,13,"Dungeons, Dungeons, and More Dungeons",8.3,4618,2015
2,14,The Stanchurian Candidate,8,4426,2015
2,15,The Last Mabelcorn,8.8,4797,2015
2,16,Roadside Attraction,7.8,4538,2015
2,17,Dipper and Mabel vs. the Future,9.3,5494,2015
2,18,Weirdmageddon Part 1,9.5,6114,2015
2,19,Weirdmageddon 2: Escape from Reality,9.4,5700,2015
2,20,Weirdmageddon 3: Take Back the Falls,9.7,11420,2016
2,21,Weirdmageddon 4: Somewhere in the Woods,9.8,8248,2016
