season,episode,title,rating,votes,episode_year
2,18,The One Where Dr. Ramoray Dies,8.3,6355,1996
2,19,The One Where Eddie Won't Go,8.3,6511,1996
2,20,The One Where Old Yeller Dies,8,6180,1996
2,21,The One with the Bullies,7.9,6252,1996
2,22,The One with the Two Parties,8.9,7716,1996
2,23,The One with the Chicken Pox,7.9,6259,1996
2,24,The One with Barry and Mindy's Wedding,8.1,6316,1996
3,1,The One with the Princess Leia Fantasy,8.2,6487,1996
3,2,The One Where No One's Ready,8.9,8672,1996
3,3,The One with the Jam,7.8,6162,1996
3,4,The One with the Metaphorical Tunnel,7.8,5936,1996
3,5,The One with Frank Jr.,8,6086,1996
3,6,The One with the Flashback,9,7844,1996
3,7,The One with the Race Car Bed,8.1,6010,1996
3,8,The One with the Giant Poking Device,8.2,6029,1996
3,9,The One with the Football,8.9,8196,1996
3,10,The One Where Rachel Quits,8,6067,1996
3,11,The One Where Chandler Can't Remember Which Sister,8.4,6254,1997
3,12,The One with All the Jealousy,8,5893,1997
3,13,The One Where Monica and Richard Are Just Friends,8.1,5934,1997
3,14,The One with Phoebe's Ex-Partner,7.6,5942,1997
3,15,The One Where Ross and Rachel Take a Break,8.4,6375,1997
3,16,The One with the Morning After,9,7725,1997
3,17,The One Without the Ski Trip,8.2,5989,1997
3,18,The One with the Hypnosis Tape,8.2,6037,1997
3,19,The One with the Tiny T-Shirt,8,5802,1997
3,20,The One with the Dollhouse,7.9,5772,1997
3,21,The One with a Chick and a Duck,8.6,6150,1997
3,22,The One with the Screamer,8.1,5857,1997
3,23,The One with Ross's Thing,7.8,5774,1997
3,24,The One with the Ultimate Fighting Champion,8,6003,1997
3,25,The One at the Beach,8.7,6596,1997
4,1,The One with the Jellyfish,8.9,7499,1997
4,2,The One with the Cat,7.9,5910,1997
4,3,The One with the 'Cuffs,8.4,6059,1997
4,4,The One with the Ballroom Dancing,8,5779,1997
4,5,The One with Joey's New Girlfriend,8.2,5855,1997
4,6,The One with the Dirty Girl,8.4,5997,1997
4,7,The One Where Chandler Crosses the Line,8.6,6087,1997
4,8,The One with Chandler in a Box,9,7418,1997
4,9,The One Where They're Going to Party!,7.7,5642,1997
4,10,The One with the Girl from Poughkeepsie,7.9,5653,1997
4,11,The One with Phoebe's Uterus,8.4,6117,1998
4,12,The One with the Embryos,9.4,10916,1998
4,13,The One with Rachel's Crush,8,5618,1998
4,14,The One with Joey's Dirty Day,8.1,5655,1998
4,15,The One with All the Rugby,8.3,5911,1998
4,16,The One with the Fake Party,8,5705,1998
4,17,The One with the Free Porn,8.5,5869,1998
4,18,The One with Rachel's New Dress,8.1,5605,1998
4,19,The One with All the Haste,8.6,5924,1998
4,20,The One with All the Wedding Dresses,8.4,5816,1998
4,21,The One with the Invitation,6.8,6280,1998
4,22,The One with the Worst Best Man Ever,8.3,5650,1998
4,23,The One with Ross's Wedding,8.6,6149,1998
4,24,The One with Ross's Wedding: Part 2,9.1,7755,1998
5,1,The One After Ross Says Rachel,8.8,6579,1998
5,2,The One with All the Kissing,8.9,6686,1998
5,3,The One Hundredth,8.7,6220,1998
5,4,The One Where Phoebe Hates PBS,8.1,5548,1998
5,5,The One with the Kips,8.6,5967,1998
5,6,The One with the Yeti,7.8,5547,1998
5,7,The One Where Ross Moves In,8.1,5635,1998
5,8,The One with All the Thanksgivings,9,7598,1998
5,9,The One with Ross's Sandwich,9,7062,1998
5,10,The One with the Inappropriate Sister,8,5559,1998
5,11,The One with All the Resolutions,9,7006,1999
5,12,The One with Chandler's Work Laugh,8.1,5527,1999
5,13,The One with Joey's Bag,7.9,5524,1999
5,14,The One Where Everybody Finds Out,9.7,16036,1999
5,15,The One with the Girl Who Hits Joey,8.3,5809,1999
5,16,The One with the Cop,8.5,6046,1999
5,17,The One with Rachel's Inadvertent Kiss,8.3,5561,1999
5,18,The One Where Rachel Smokes,7.7,5409,1999
5,19,The One Where Ross Can't Flirt,8.6,5938,1999
5,20,The One with the Ride Along,8.1,5401,1999
5,21,The One with the Ball,8.3,5588,1999
5,22,The One with Joey's Big Break,8.1,5361,1999
5,23,The One in Vegas: Part 1,8.6,6039,1999
5,24,The One in Vegas: Part 2,9,6800,1999
6,1,The One After Vegas,8.6,5927,1999
6,2,The One Where Ross Hugs Rachel,8,5380,1999
6,3,The One with Ross's Denial,8,5289,1999
6,4,The One Where Joey Loses His Insurance,8.3,5525,1999
6,5,The One with Joey's Porsche,8,5378,1999
6,6,The One on the Last Night,8.4,5446,1999
6,7,The One Where Phoebe Runs,8.2,5463,1999
6,8,The One with Ross' Teeth,8.3,5669,1999
6,9,The One Where Ross Got High,9.1,7755,1999
6,10,The One with the Routine,8.5,5896,1999
6,11,The One with the Apothecary Table,7.9,5348,2000
6,12,The One with the Joke,7.8,5248,2000
6,13,The One with Rachel's Sister,8.1,5449,2000
6,14,The One Where Chandler Can't Cry,8.4,5503,2000
6,15,The One That Could Have Been: Part 1,8.3,5730,2000
6,16,The One That Could Have Been: Part 2,8.3,5603,2000
6,17,The One with Unagi,8.9,7345,2000
6,18,The One Where Ross Dates a Student,8.1,5307,2000
6,19,The One with Joey's Fridge,8.1,5384,2000
6,20,The One with Mac and C.H.E.E.S.E.,7.1,5652,2000
6,21,The One Where Ross Meets Elizabeth's Dad,8.5,5634,2000
6,22,The One Where Paul's the Man,8.9,6375,2000
6,23,The One with the Ring,8.4,5439,2000
6,24,The One with the Proposal: Part 1,8.6,5638,2000
6,25,The One with the Proposal: Part 2,9.2,7815,2000
7,1,The One with Monica's Thunder,8.2,5627,2000
7,2,The One with Rachel's Book,8.1,5218,2000
7,3,The One with Phoebe's Cookies,7.9,5188,2000
7,4,The One with Rachel's Assistant,7.9,5201,2000
7,5,The One with the Engagement Picture,7.8,5165,2000
7,6,The One with the Nap Partners,8.7,6066,2000
7,7,The One with Ross's Library Book,8.3,5294,2000
7,8,The One Where Chandler Doesn't Like Dogs,8,5159,2000
7,9,The One with All the Candy,7.9,5112,2000
7,10,The One with the Holiday Armadillo,8.4,5651,2000
7,11,The One with All the Cheesecakes,8.4,5442,2001
7,12,The One Where They're Up All Night,8.5,5536,2001
7,13,The One Where Rosita Dies,8.2,5206,2001
7,14,The One Where They All Turn Thirty,8.4,5511,2001
7,15,The One with Joey's New Brain,8.2,5336,2001
7,16,The One with the Truth About London,8.6,5549,2001
7,17,The One with the Cheap Wedding Dress,8.2,5113,2001
7,18,The One with Joey's Award,8.2,5168,2001
7,19,The One with Ross and Monica's Cousin,8.5,5725,2001
7,20,The One with Rachel's Big Kiss,8.2,5301,2001
7,21,The One with the Vows,7.2,5191,2001
7,22,The One with Chandler's Dad,8.2,5281,2001
7,23,The One with Monica and Chandler's Wedding: Part 1,8.7,5796,2001
7,24,The One with Monica and Chandler's Wedding: Part 2,9.1,6656,2001
8,1,The One After I Do,8.6,5596,2001
8,2,The One with the Red Sweater,9,6466,2001
8,3,The One Where Rachel Tells...,8.6,5298,2001
8,4,The One with the Videotape,9.2,7533,2001
8,5,The One with Rachel's Date,7.9,5057,2001
8,6,The One with the Halloween Party,8.4,5527,2001
8,7,The One with the Stain,7.7,5127,2001
8,8,The One with the Stripper,8.6,5702,2001
8,9,The One with the Rumor,9.2,9164,2001
8,10,The One with Monica's Boots,7.8,5123,2001
8,11,The One with Ross's Step Forward,7.8,4923,2001
8,12,The One Where Joey Dates Rachel,8.4,5361,2002
8,13,The One Where Chandler Takes a Bath,8.4,5204,2002
8,14,The One with the Secret Closet,8,4928,2002
8,15,The One with the Birthing Video,8.2,4917,2002
8,16,The One Where Joey Tells Rachel,8.1,5016,2002
8,17,The One with the Tea Leaves,7.9,4913,2002
8,18,The One in Massapequa,8,4985,2002
8,19,The One with Joey's Interview,7.1,5108,2002
8,20,The One with the Baby Shower,8.1,4991,2002
8,21,The One with the Cooking Class,8,4948,2002
8,22,The One Where Rachel Is Late,8.2,4901,2002
8,23,The One Where Rachel Has a Baby: Part 1,8.7,5322,2002
8,24,The One Where Rachel Has a Baby: Part 2,8.8,5680,2002
9,1,The One Where No One Proposes,8.5,5445,2002
9,2,The One Where Emma Cries,8.4,5394,2002
9,3,The One with the Pediatrician,8.1,5013,2002
9,4,The One with the Sharks,8,5050,2002
9,5,The One with Phoebe's Birthday Dinner,8.3,5192,2002
9,6,The One with the Male Nanny,8.2,5381,2002
9,7,The One with Ross's Inappropriate Song,8.5,5385,2002
9,8,The One with Rachel's Other Sister,8.7,6046,2002
9,9,The One with Rachel's Phone Number,8,4959,2002
9,10,The One with Christmas in Tulsa,7.2,5114,2002
9,11,The One Where Rachel Goes Back to Work,7.8,4809,2003
9,12,The One with Phoebe's Rats,7.7,4940,2003
9,13,The One Where Monica Sings,7.9,4915,2003
9,14,The One with the Blind Dates,8,4841,2003
9,15,The One with the Mugging,8.1,4882,2003
9,16,The One with the Boob Job,8,4767,2003
9,17,The One with the Memorial Service,8.3,4955,2003
9,18,The One with the Lottery,8.5,5142,2003
9,19,The One with Rachel's Dream,7.9,4820,2003
9,20,The One with the Soap Opera Party,8.1,4849,2003
9,21,The One with the Fertility Test,8.1,4749,2003
9,22,The One with the Donor,7.6,4830,2003
9,23,The One in Barbados,8.5,5592,2003
10,1,The One After Joey and Rachel Kiss,8.4,5698,2003
10,2,The One Where Ross Is Fine,8.7,6124,2003
10,3,The One with Ross's Tan,8.6,5916,2003
10,4,The One with the Cake,8.2,5217,2003
10,5,The One Where Rachel's Sister Babysits,8,5139,2003
10,6,The One with Ross' Grant,8,5190,2003
10,7,The One with the Home Study,8.1,4999,2003
10,8,The One with the Late Thanksgiving,8.8,5962,2003
10,9,The One with the Birth Mother,8.4,5298,2004
10,10,The One Where Chandler Gets Caught,7.7,5085,2004
10,11,The One Where the Stripper Cries,8.9,6501,2004
10,12,The One with Phoebe's Wedding,8.8,5823,2004
10,13,The One Where Joey Speaks French,8.3,5508,2004
10,14,The One with Princess Consuela,8.4,5334,2004
10,15,The One Where Estelle Dies,8.4,5067,2004
10,16,The One with Rachel's Going Away Party,8.8,5813,2004
10,17,The Last One,9.6,18431,2004
