season,episode,title,rating,votes
1,1,The Boy in the Iceberg,7.9,9597
1,2,The Avatar Returns,8.1,8652
1,3,The Southern Air Temple,8.4,8460
1,4,The Warriors of Kyoshi,8,8206
1,5,The King of Omashu,8,8176
1,6,Imprisoned,7.7,7912
1,7,"The Spirit World (Winter Solstice, Part 1)",8,7709
1,8,"Avatar Roku (Winter Solstice, Part 2)",8.8,8298
1,9,The Waterbending Scroll,7.8,7527
1,10,Jet,7.6,7746
1,11,The Great Divide,6.8,8110
1,12,The Storm,9,8763
1,13,The Blue Spirit,9.1,8838
1,14,The Fortuneteller,7.7,7353
1,15,Bato of the Water Tribe,7.7,7239
1,16,The Deserter,8.4,7378
1,17,The Northern Air Temple,7.8,7149
1,18,The Waterbending Master,8.6,7422
1,19,"The Siege of the North, Part 1",9.3,8887
1,20,"The Siege of the North, Part 2",9.6,9053
2,1,The Avatar State,8.6,7367
2,2,The Cave of Two Lovers,8.1,7276
2,3,Return to Omashu,8.2,6866
2,4,The Swamp,7.5,7002
2,5,Avatar Day,7.3,6941
2,6,The Blind Bandit,9.1,8520
2,7,Zuko Alone,9.6,11036
2,8,The Chase,9,7719
2,9,Bitter Work,8.5,7044
2,10,The Library,8.7,7336
2,11,The Desert,8.7,7155
2,12,The Serpent's Pass,8.2,6724
2,13,The Drill,8.9,7317
2,14,City of Walls and Secrets,8.6,6982
2,15,The Tales of Ba Sing Se,9.3,10693
2,16,Appa's Lost Days,8.9,7707
2,17,Lake Laogai,9.1,7522
2,18,The Earth King,8.5,6705
2,19,The Guru,9,7523
2,20,The Crossroads of Destiny,9.6,10174
3,1,The Awakening,8.6,7248
3,2,The Headband,8.3,7099
3,3,The Painted Lady,7.8,7093
3,4,Sokka's Master,8.8,7574
3,5,The Beach,8.5,7845
3,6,The Avatar and the Fire Lord,9.5,9435
3,7,The Runaway,8.1,6734
3,8,The Puppetmaster,9.1,8307
3,9,Nightmares and Daydreams,7.6,7120
3,10,The Day of Black Sun,9.1,7606
3,11,"The Day of Black Sun, Part 2: The Eclipse",9.5,8428
3,12,The Western Air Temple,8.9,7418
3,13,The Firebending Masters,9.3,8438
3,14,The Boiling Rock: Part 1,8.7,7081
3,15,"The Boiling Rock, Part 2",9.2,7769
3,16,The Southern Raiders,8.9,7622
3,17,The Ember Island Players,8.5,7713
3,18,"Sozin's Comet, Part 1: The Phoenix King",9,8482
3,19,"Sozin's Comet, Part 2: The Old Masters",9.5,9717
3,20,"Sozin's Comet, Part 3: Into the Inferno",9.8,15246
3,21,"Sozin's Comet, Part 4: Avatar Aang",9.9,26942
