season,episode,title,rating,votes
1,1,Pilot,8.4,8492
1,2,Purple Giraffe,8,6579
1,3,The Sweet Taste of Liberty,8,6249
1,4,Return of the Shirt,7.8,5867
1,5,Okay Awesome,8.1,5979
1,6,The Slutty Pumpkin,7.9,5806
1,7,Matchmaker,7.5,5482
1,8,The Duel,8,5442
1,9,Belly Full of Turkey,7.9,5417
1,10,The Pineapple Incident,9.1,8054
1,11,The Limo,8.2,5717
1,12,The Wedding,8,5297
1,13,"Drumroll, Please",8.7,6033
1,14,"Zip, Zip, Zip",8.1,5194
1,15,Game Night,9,6733
1,16,Cupcake,7.7,4957
1,17,Life Among the Gorillas,7.5,4914
1,18,Nothing Good Happens After 2 AM,8.3,5437
1,19,Mary the Paralegal,8.7,5733
1,20,Best Prom Ever,7.7,4885
1,21,Milk,7.9,4935
1,22,Come On,8.8,5967
2,1,Where Were We?,8,4884
2,2,The Scorpion and the Toad,8.1,4748
2,3,Brunch,8.4,4957
2,4,"Ted Mosby, Architect",8.7,5465
2,5,World's Greatest Couple,8.7,5295
2,6,Aldrin Justice,8,4745
2,7,Swarley,8.9,6331
2,8,Atlantic City,7.8,4659
2,9,Slap Bet,9.4,9266
2,10,Single Stamina,8,4715
2,11,How Lily Stole Christmas,7.9,4694
2,12,First Time in New York,8,4754
2,13,Columns,7.7,4420
2,14,Monday Night Football,8.3,4757
2,15,Lucky Penny,8.3,4670
2,16,Stuff,8.3,4871
2,17,"Arrivederci, Fiero",8.1,4700
2,18,Moving Day,7.9,4379
2,19,Bachelor Party,8.3,4644
2,20,Showdown,8.8,5090
2,21,Something Borrowed,8.7,4846
2,22,Something Blue,8.7,4936
3,1,Wait for It,8.1,4742
3,2,We're Not from Here,7.5,4292
3,3,Third Wheel,8,4492
3,4,Little Boys,7.5,4266
3,5,How I Met Everyone Else,8.9,5803
3,6,I'm Not That Guy,7.9,4222
3,7,Dowisetrepla,7.8,4277
3,8,Spoiler Alert,9,5941
3,9,Slapsgiving,8.9,5556
3,10,The Yips,7.8,4325
3,11,The Platinum Rule,8.4,4512
3,12,No Tomorrow,8,4353
3,13,Ten Sessions,8.7,5109
3,14,The Bracket,8.6,4607
3,15,The Chain of Screaming,7.8,4175
3,16,Sandcastles in the Sand,8.1,4564
3,17,The Goat,8.1,4239
3,18,Rebound Bro,7.9,4142
3,19,Everything Must Go,7.5,4113
3,20,Miracles,8.5,4553
4,1,Do I Know You?,8.5,4671
4,2,The Best Burger in New York,8.4,5027
4,3,I Heart NJ,7.5,4134
4,4,Intervention,8.7,4904
4,5,Shelter Island,8.2,4368
4,6,Happily Ever After,7.9,4159
4,7,Not a Father's Day,7.6,4041
4,8,Woooo!,7.9,4268
4,9,The Naked Man,9.1,6634
4,10,The Fight,8.2,4297
4,11,Little Minnesota,8,4222
4,12,Benefits,8.5,4521
4,13,Three Days of Snow,8.4,4488
4,14,The Possimpible,8.2,4266
4,15,The Stinsons,8.2,4388
4,16,"Sorry, Bro",7.6,4142
4,17,The Front Porch,8.2,4346
4,18,Old King Clancy,7.4,3965
4,19,Murtaugh,8.3,4280
4,20,Mosbius Designs,7.4,4003
4,21,The Three Days Rule,8.6,4482
4,22,Right Place Right Time,8.1,4150
