season,episode,title,rating,votes,episode_year
1,1,The Original,8.8,25063,2016
1,2,Chestnut,8.5,19041,2016
1,3,The Stray,8.2,17425,2016
1,4,Dissonance Theory,8.6,17351,2016
1,5,Contrapasso,8.6,16560,2016
1,6,The Adversary,8.8,16764,2016
1,7,Trompe L'Oeil,9.4,22365,2016
1,8,Trace Decay,8.7,15825,2016
1,9,The Well-Tempered Clavier,9.3,20519,2016
1,10,The Bicameral Mind,9.7,33528,2016
2,1,Journey into Night,8.1,14171,2018
2,2,Reunion,8,12170,2018
2,3,Virtù e Fortuna,7.9,11423,2018
2,4,The Riddle of the Sphinx,8.9,14786,2018
2,5,Akane no Mai,7.8,12414,2018
2,6,Phase Space,8,10707,2018
2,7,Les Écorchés,8.5,11747,2018
2,8,Kiksuya,9.2,19452,2018
2,9,Vanishing Point,8.7,11710,2018
2,10,The Passenger,8.7,13228,2018
3,1,Parce Domine,8.2,12034,2020
3,2,The Winter Line,8.1,9854,2020
3,3,The Absence of Field,8.1,9328,2020
3,4,The Mother of Exiles,8.7,10649,2020
3,5,Genre,7.9,10071,2020
3,6,Decoherence,8.2,8865,2020
3,7,Passed Pawn,7.8,8396,2020
3,8,Crisis Theory,7.2,10236,2020
4,1,The Auguries,7.2,5783,2022
4,2,Well Enough Alone,7.6,4887,2022
4,3,Années Folles,8.1,5041,2022
4,4,Generation Loss,8.7,6266,2022
4,5,Zhuangzi,8.5,5356,2022
4,6,Fidelity,8.1,4619,2022
4,7,Metanoia,8.1,4642,2022
4,8,"Que Será, Será",6.9,5393,2022
