season,episode,title,rating,votes,episode_year
1,1,Pilot,6.9,4749,2009
1,2,Canvassing,7,4052,2009
1,3,The Reporter,7.1,3801,2009
1,4,Boys' Club,7.2,3689,2009
1,5,The Banquet,7.1,3558,2009
1,6,Rock Show,7.6,3589,2009
2,1,Pawnee Zoo,7.8,3731,2009
2,2,The Stakeout,8,3557,2009
2,3,Beauty Pageant,7.6,3420,2009
2,4,Practice Date,8.2,3494,2009
2,5,Sister City,7.6,3683,2009
2,6,Kaboom,7.5,3224,2009
2,7,Greg Pikitis,8.2,3504,2009
2,8,Ron and Tammy,8.3,3519,2009
2,9,The Camel,7.7,3181,2009
2,10,Hunting Trip,8.6,3799,2009
2,11,Tom's Divorce,7.7,3097,2009
2,12,Christmas Scandal,7.9,3135,2009
2,13,The Set Up,7.9,3143,2010
2,14,Leslie's House,7.8,3055,2010
2,15,Sweetums,7.7,3006,2010
2,16,Galentine's Day,7.5,3015,2010
2,17,Woman of the Year,7.9,2997,2010
2,18,The Possum,7.8,2997,2010
2,19,Park Safety,8,3096,2010
2,20,Summer Catalog,7.7,2936,2010
2,21,94 Meetings,8.4,3185,2010
2,22,Telethon,8.2,3062,2010
2,23,The Master Plan,8.4,3137,2010
2,24,Freddy Spaghetti,8.5,3178,2010
3,1,Go Big or Go Home,8.1,3038,2011
3,2,Flu Season,8.9,3837,2011
3,3,Time Capsule,8,2987,2011
3,4,Ron & Tammy 2,8.5,3245,2011
3,5,Media Blitz,7.9,2931,2011
3,6,Indianapolis,8,2910,2011
3,7,Harvest Festival,8.7,3319,2011
3,8,Camping,7.9,2920,2011
3,9,Andy and April's Fancy Party,8.9,3701,2011
3,10,Soulmates,8.4,3066,2011
3,11,Jerry's Painting,8.6,3090,2011
3,12,Eagleton,8.1,2932,2011
3,13,The Fight,8.8,3715,2011
3,14,Road Trip,8.4,3109,2011
3,15,The Bubble,8.1,2823,2011
3,16,Li'l Sebastian,8.8,3329,2011
4,1,I'm Leslie Knope,8,2838,2011
4,2,Ron and Tammys,8.6,3099,2011
4,3,Born and Raised,8,2770,2011
4,4,Pawnee Rangers,8.2,3026,2011
4,5,Meet 'N' Greet,7.7,2714,2011
4,6,End of the World,8.4,3076,2011
4,7,The Treaty,7.8,2767,2011
4,8,Smallest Park,7.9,2726,2011
4,9,The Trial of Leslie Knope,8.4,2843,2011
4,10,Citizen Knope,8.4,2769,2011
4,11,The Comeback Kid,8.5,3110,2012
4,12,Campaign Ad,8.3,2707,2012
4,13,Bowling for Votes,8.5,2823,2012
4,14,Operation Ann,8.1,2661,2012
4,15,Dave Returns,7.8,2582,2012
4,16,Sweet Sixteen,7.6,2545,2012
4,17,Campaign Shake-Up,7.9,2533,2012
4,18,Lucky,7.8,2546,2012
4,19,Live Ammo,7.8,2515,2012
4,20,The Debate,8.7,2935,2012
4,21,Bus Tour,8.2,2611,2012
4,22,"Win, Lose or Draw",9,3146,2012
5,1,Ms. Knope Goes to Washington,7.8,2607,2012
5,2,Soda Tax,7.8,2560,2012
5,3,How a Bill Becomes a Law,7.9,2532,2012
5,4,Sex Education,8,2570,2012
5,5,Halloween Surprise,8.6,2842,2012
5,6,Ben's Parents,7.7,2496,2012
5,7,Leslie vs. April,7.7,2469,2012
5,8,Pawnee Commons,7.7,2442,2012
5,9,Ron and Diane,8.9,3140,2012
5,10,Two Parties,8.8,3055,2013
5,11,Women in Garbage,8,2504,2013
5,12,Ann's Decision,7.6,2416,2013
5,13,Emergency Response,8.5,2588,2013
5,14,Leslie and Ben,9.2,3471,2013
5,15,Correspondents' Lunch,7.7,2328,2013
5,16,Bailout,8,2407,2013
5,17,Partridge,7.5,2302,2013
5,18,Animal Control,8.2,2401,2013
5,19,Article Two,7.9,2333,2013
5,20,Jerry's Retirement,8,2340,2013
5,21,Swing Vote,7.5,2252,2013
5,22,Are You Better Off?,8.2,2388,2013
6,1,London: Part 1,8.5,2688,2013
6,2,London: Part 2,8.6,2517,2013
6,3,The Pawnee-Eagleton Tip Off Classic,7.6,2330,2013
6,4,Doppelgängers,7.9,2420,2013
6,5,Gin It Up!,7.7,2268,2013
6,6,Filibuster,8,2332,2013
6,7,Recall Vote,7.5,2234,2013
6,8,Fluoride,7.6,2279,2013
6,9,The Cones of Dunshire,8.1,2354,2013
6,10,Second Chunce,7.5,2228,2014
6,11,New Beginnings,7.6,2197,2014
6,12,Farmers Market,7.6,2244,2014
6,13,Ann and Chris,8.8,2903,2014
6,14,Anniversaries,7.8,2239,2014
6,15,The Wall,7.6,2151,2014
6,16,New Slogan,7.4,2142,2014
6,17,Galentine's Day,7.5,2140,2014
6,18,Prom,7.6,2148,2014
6,19,Flu Season 2,8.3,2373,2014
6,20,"One in 8,000",8.1,2176,2014
6,21,Moving Up: Part 1,8.8,2722,2014
6,22,Moving Up: Part 2,9.2,3574,2014
7,1,2017,7.5,2556,2015
7,2,Ron & Jammy,8.1,2469,2015
7,3,William Henry Harrison,7.2,2288,2015
7,4,Leslie and Ron,9.5,5026,2015
7,5,Gryzzlbox,8.1,2266,2015
7,6,Save JJ's,7.9,2219,2015
7,7,Donna and Joe,8.3,2311,2015
7,8,Ms. Ludgate-Dwyer Goes to Washington,8,2271,2015
7,9,Pie-Mary,8.2,2360,2015
7,10,The Johnny Karate Super Awesome Musical Explosion Show,8.3,3133,2015
7,11,Two Funerals,8.4,2404,2015
7,12,One Last Ride,9.5,5869,2015
