season,episode,title,rating,votes
1,1,Simpsons Roasting on an Open Fire,8.1,10460
1,2,Bart the Genius,7.6,7283
1,3,Homer's Odyssey,7.3,6493
1,4,There's No Disgrace Like Home,7.6,6295
1,5,Bart the General,7.9,6500
1,6,Moaning Lisa,7.6,6207
1,7,The Call of the Simpsons,7.7,5900
1,8,The Telltale Head,7.6,5704
1,9,Life on the Fast Lane,7.4,5666
1,10,Homer's Night Out,7.3,5490
1,11,The Crepes of Wrath,7.7,5523
1,12,Krusty Gets Busted,8.3,6009
1,13,Some Enchanted Evening,7.7,5686
2,1,Bart Gets an F,8.3,6094
2,2,Simpson and Delilah,8.2,5856
2,3,Treehouse of Horror,8.2,6374
2,4,Two Cars in Every Garage and Three Eyes on Every Fish,8,5225
2,5,Dancin' Homer,7.3,5029
2,6,Dead Putting Society,7.9,4912
2,7,Bart vs. Thanksgiving,7.6,4865
2,8,Bart the Daredevil,8.3,5194
2,9,Itchy & Scratchy & Marge,8,5098
2,10,Bart Gets Hit by a Car,7.7,4727
2,11,"One Fish, Two Fish, Blowfish, Blue Fish",8.8,6018
2,12,The Way We Was,8.3,4964
2,13,Homer vs. Lisa and the 8th Commandment,8,4638
2,14,Principal Charming,7.4,4457
2,15,"Oh Brother, Where Art Thou?",8.3,4902
2,16,Bart's Dog Gets an F,7.4,4375
2,17,Old Money,7.6,4360
2,18,Brush with Greatness,7.9,4394
2,19,Lisa's Substitute,8.6,5679
2,20,The War of the Simpsons,7.7,4288
2,21,Three Men and a Comic Book,8.2,4789
2,22,Blood Feud,7.8,4214
3,1,Stark Raving Dad,8.6,5561
3,2,Mr. Lisa Goes to Washington,7.7,4522
3,3,When Flanders Failed,8.2,4694
3,4,Bart the Murderer,8.6,5216
3,5,Homer Defined,8.3,4900
3,6,"Like Father, Like Clown",7.5,4343
3,7,Treehouse of Horror II,8.2,4939
3,8,Lisa's Pony,7.8,4271
3,9,Saturdays of Thunder,7.8,4219
3,10,Flaming Moe's,8.8,5428
3,11,Burns Verkaufen der Kraftwerk,8.2,4336
3,12,I Married Marge,8.3,4255
3,13,Radio Bart,8.5,4578
3,14,Lisa the Greek,8,4067
3,15,Homer Alone,8,4067
3,16,Bart the Lover,8.3,4531
3,17,Homer at the Bat,8.7,5311
3,18,Separate Vocations,8.2,4081
3,19,Dog of Death,7.7,3889
3,20,Colonel Homer,8,4247
3,21,Black Widower,8.3,4238
