season,episode,title,rating,votes
1,1,The Red Serpent,7.6,5818
1,2,Sacramentum Gladiatorum,7.9,4458
1,3,Legends,8,4172
1,4,The Thing in the Pit,8.3,4144
1,5,Shadow Games,8.9,4633
1,6,Delicate Things,8.5,4055
1,7,Great and Unfortunate Things,8.2,3762
1,8,Mark of the Brotherhood,8.2,3755
1,9,Whore,8.7,4099
1,10,Party Favors,9,4385
1,11,Old Wounds,8.6,3878
1,12,Revelations,9,4138
1,13,Kill Them All,9.6,7937
2,1,Fugitivus,8,3967
2,2,A Place in This World,8,3147
2,3,The Greater Good,8.2,3111
2,4,Empty Hands,8,2998
2,5,Libertus,9.2,4362
2,6,Chosen Path,8,2931
2,7,Sacramentum,8.5,3116
2,8,Balance,8.3,2918
2,9,Monsters,8.8,3320
2,10,Wrath of the Gods,9.3,4953
3,1,Enemies of Rome,8.5,3786
3,2,Wolves at the Gate,8.4,3083
3,3,Men of Honor,8.2,2947
3,4,Decimation,8.4,2969
3,5,Blood Brothers,8.8,3192
3,6,Spoils of War,8.6,3011
3,7,Mors Indecepta,8.4,2904
3,8,Separate Paths,8.9,3564
3,9,The Dead and the Dying,9.1,3699
3,10,Victory,9.7,9036
