season,episode,title,rating,votes
1,1,Pilot,7.3,12969
1,2,Diversity Day,8.1,12677
1,3,Health Care,7.6,10573
1,4,The Alliance,7.8,10181
1,5,Basketball,8.2,11274
1,6,Hot Girl,7.5,10053
2,1,The Dundies,8.6,11264
2,2,Sexual Harassment,8.1,9731
2,3,Office Olympics,8.2,9580
2,4,The Fire,8.1,9379
2,5,Halloween,7.9,8923
2,6,The Fight,7.9,8912
2,7,The Client,8.5,9416
2,8,Performance Review,8,8446
2,9,E-Mail Surveillance,8.2,8622
2,10,Christmas Party,8.7,9466
2,11,Booze Cruise,8.5,9231
2,12,The Injury,9,10757
2,13,The Secret,8.1,8216
2,14,The Carpet,7.6,8103
2,15,Boys and Girls,8,8092
2,16,Valentine's Day,8.1,8083
2,17,Dwight's Speech,8.3,8467
2,18,Take Your Daughter to Work Day,8.2,8333
2,19,Michael's Birthday,8,8039
2,20,Drug Testing,8.2,8115
2,21,Conflict Resolution,8.6,8328
2,22,Casino Night,9.3,11807
3,1,Gay Witch Hunt,8.9,10647
3,2,The Convention,8,7856
3,3,The Coup,8.4,8158
3,4,Grief Counseling,7.8,7814
3,5,Initiation,7.9,7601
3,6,Diwali,7.7,7912
3,7,Branch Closing,8.5,7906
3,8,The Merger,8.6,8148
3,9,The Convict,8.2,8164
3,10,A Benihana Christmas,8.6,8514
3,11,Back from Vacation,8.5,7759
3,12,Traveling Salesmen,8.5,7778
3,13,The Return,8.7,8116
3,14,Ben Franklin,7.8,7545
3,15,Phyllis' Wedding,8,7643
3,16,Business School,8.8,8710
3,17,Cocktails,8.3,7514
3,18,The Negotiation,8.9,8498
3,19,Safety Training,8.6,7894
3,20,Product Recall,8.5,7739
3,21,Women's Appreciation,8.6,7930
3,22,Beach Games,9,9045
3,23,The Job,9.2,9524
4,1,Fun Run,8.7,8732
4,2,Dunder Mifflin Infinity,8.1,7368
4,3,Launch Party,8.2,7246
4,4,Money,8.5,7633
4,5,Local Ad,8.6,7726
4,6,Branch Wars,8.3,7361
4,7,Survivor Man,8,7103
4,8,The Deposition,8.6,7498
4,9,Dinner Party,9.4,14829
4,10,Chair Model,7.8,6930
4,11,Night Out,8.5,7234
4,12,Did I Stutter?,8.1,6910
4,13,Job Fair,7.6,6655
4,14,"Goodbye, Toby",9.2,9531
5,1,Weight Loss,8.7,7898
5,2,Business Ethics,8.1,6724
5,3,Baby Shower,7.8,6726
5,4,Crime Aid,7.9,6485
5,5,Employee Transfer,7.8,6636
5,6,Customer Survey,8.4,6890
5,7,Business Trip,8,6499
5,8,Frame Toby,8.5,7272
5,9,The Surplus,8.6,7038
5,10,Moroccan Christmas,8.2,6687
5,11,The Duel,8.6,6923
5,12,Prince Family Paper,7.8,6660
5,13,Stress Relief,9.7,20282
5,14,Lecture Circuit: Part 1,8,6465
5,15,Lecture Circuit: Part 2,8,6367
5,16,Blood Drive,7.8,6280
5,17,Golden Ticket,8.5,6860
5,18,New Boss,8.1,6454
5,19,Two Weeks,8.2,6391
5,20,Dream Team,8.1,6377
5,21,Michael Scott Paper Company,8.5,6897
5,22,Heavy Competition,8.5,6586
5,23,Broke,9.2,8878
5,24,Casual Friday,8.1,6335
5,25,Cafe Disco,8.7,7518
5,26,Company Picnic,8.9,7467
6,1,Gossip,8.7,7424
6,2,The Meeting,7.9,6118
6,3,The Promotion,7.8,6074
6,4,Niagara: Part 1,9.2,10141
6,5,Niagara: Part 2,9.4,9921
6,6,Mafia,7.5,6424
6,7,The Lover,8.5,6712
6,8,Koi Pond,8,6147
6,9,Double Date,7.9,6070
6,10,Murder,8.6,7178
6,11,Shareholder Meeting,8,6087
6,12,Scott's Tots,8.2,6976
6,13,Secret Santa,8.4,6437
6,14,The Banker,6.7,7565
6,15,Sabre,7.5,5828
6,16,Manager and Salesman,7.8,5748
6,17,The Delivery: Part 1,8.3,6173
6,18,The Delivery: Part 2,8.4,6142
6,19,St. Patrick's Day,7.5,5683
6,20,New Leads,7.6,5715
6,21,Happy Hour,8.4,6357
6,22,Secretary's Day,7.6,5712
6,23,Body Language,7.7,5692
6,24,The Cover-Up,8,5798
6,25,The Chump,7.6,5520
6,26,Whistleblower,7.8,5654
7,1,Nepotism,8.2,6403
7,2,Counseling,8,5908
7,3,Andy's Play,8.1,6283
7,4,Sex Ed,7.7,5835
7,5,The Sting,7.6,5724
7,6,Costume Contest,8,5863
7,7,Christening,7.2,5826
7,8,Viewing Party,7.7,5829
7,9,WUPHF.com,7.5,5615
7,10,China,8,5943
7,11,"Classy Christmas, Part 1",8.8,7309
7,12,"Classy Christmas, Part 2",8.6,391
7,13,Ultimatum,8.1,5950
7,14,The Seminar,7.5,5702
7,15,The Search,8.4,6242
7,16,PDA,8.2,6101
7,17,Threat Level Midnight,9.3,12081
7,18,Todd Packer,7.3,5596
7,19,Garage Sale,9.3,9740
7,20,Training Day,7.5,5755
7,21,Michael's Last Dundies,8.9,7955
7,22,"Goodbye, Michael",9.8,21840
7,23,"Goodbye, Michael Part 2",9.6,733
7,24,The Inner Circle,7.4,5733
7,25,"Dwight K. Schrute, (Acting) Manager",8.5,6132
7,26,Search Committee,8.5,6319
7,27,"Search Committee, Part 2",8.1,332
8,1,The List,7.9,5886
8,2,The Incentive,7.9,5651
8,3,Lotto,7.1,5390
8,4,Garden Party,8,5937
8,5,Spooked,7.3,5359
8,6,Doomsday,7.4,5184
8,7,Pam's Replacement,7.5,5496
8,8,Gettysburg,6.6,5491
8,9,Mrs. California,7.5,5397
8,10,Christmas Wishes,7.7,5271
8,11,Trivia,7.7,5241
8,12,Pool Party,7.9,5676
8,13,Jury Duty,7.3,5097
8,14,Special Project,7.5,4997
8,15,Tallahassee,7.6,5255
8,16,After Hours,7.9,5448
8,17,Test the Store,7.6,5222
8,18,Last Day in Florida,7.6,5100
8,19,Get the Girl,6.3,5823
8,20,Welcome Party,6.7,5205
8,21,Angry Andy,6.7,5651
8,22,Fundraiser,6.8,5010
8,23,Turf War,7.4,4918
8,24,Free Family Portrait Studio,7.5,5139
9,1,New Guys,7.3,5371
9,2,Roy's Wedding,6.8,5190
9,3,Andy's Ancestry,7.1,5142
9,4,Work Bus,7.6,5437
9,5,Here Comes Treble,6.7,5261
9,6,The Boat,7.5,5225
9,7,The Whale,7.4,5020
9,8,The Target,7.7,5237
9,9,Dwight Christmas,8.2,5799
9,10,Lice,7.4,5183
9,11,Suit Warehouse,7.5,5095
9,12,Customer Loyalty,7.6,5202
9,13,Junior Salesman,7.3,4939
9,14,Vandalism,7.1,4995
9,15,Couples Discount,6.9,5100
9,16,Moving On,7.7,5411
9,17,The Farm,7.3,5655
9,18,Promos,7.7,5052
9,19,Stairmageddon,7.8,5257
9,20,Paper Airplane,7.8,5344
9,21,Livin' the Dream,9,7779
9,22,A.A.R.M.,9.4,10053
9,23,Finale,9.8,26574
