symbol,date,open,high,low,close,volume,adjusted
VOO,2010-09-09,102.5,102.5,101.13999938964844,101.31999969482422,26500,76.53535461425781
VOO,2010-09-10,101.68000030517578,101.86000061035156,101.30000305175781,101.77999877929688,8600,76.8828353881836
VOO,2010-09-13,102.95999908447266,103.13999938964844,102.5,103.05999755859375,33750,77.8497085571289
VOO,2010-09-14,102.83999633789062,103.4800033569336,102.37999725341797,103.04000091552734,59400,77.83460235595703
VOO,2010-09-15,102.62000274658203,103.37999725341797,102.4000015258789,103.30000305175781,9250,78.03101348876953
VOO,2010-09-16,103.0199966430664,103.31999969482422,102.69999694824219,103.26000213623047,59550,78.00080871582031
VOO,2010-09-17,103.87999725341797,103.87999725341797,103.0199966430664,103.36000061035156,49350,78.07634735107422
VOO,2010-09-20,103.73999786376953,105.04000091552734,103.45999908447266,105.04000091552734,19000,79.3453598022461
VOO,2010-09-21,105.0199966430664,105.44000244140625,104.27999877929688,104.72000122070312,19250,79.10364532470703
VOO,2010-09-22,104.55999755859375,105.04000091552734,103.95999908447266,104.16000366210938,18100,78.68064880371094
VOO,2010-09-23,103.31999969482422,104.33999633789062,103.12000274658203,103.30000305175781,33350,78.03101348876953
VOO,2010-09-24,103.94000244140625,104.9000015258789,103.86000061035156,104.83999633789062,24100,79.624420166015625
VOO,2010-09-27,104.9800033569336,104.9800033569336,104.33999633789062,104.33999633789062,15000,79.2446517944336
VOO,2010-09-28,104.31999969482422,105.0199966430664,103.41999816894531,105.0199966430664,49850,79.7611312866211
VOO,2010-09-29,104.58000183105469,104.91999816894531,104.22000122070312,104.5199966430664,15900,79.38136291503906
VOO,2010-09-30,105.19999694824219,105.68000030517578,103.95999908447266,104.36000061035156,44750,79.259857177734375
VOO,2010-10-01,105.08000183105469,105.16000366210938,104.16000366210938,104.72000122070312,17100,79.53326416015625
VOO,2010-10-04,105.26000213623047,105.26000213623047,103.5,103.83999633789062,88700,78.86492156982422
VOO,2010-10-05,105.0199966430664,106.19999694824219,104.81999969482422,106.12000274658203,19850,80.5965347290039
VOO,2010-10-06,106.12000274658203,106.27999877929688,105.62000274658203,105.94000244140625,276900,80.45987701416016
VOO,2010-10-07,106.5,106.5,105.31999969482422,105.87999725341797,49900,80.41426849365234
VOO,2010-10-08,106.0199966430664,106.73999786376953,105.66000366210938,106.68000030517578,61550,81.02186584472656
VOO,2010-10-11,106.72000122070312,106.83999633789062,106.27999877929688,106.5,14200,80.88513946533203
VOO,2010-10-12,106.37999725341797,107.23999786376953,105.73999786376953,107.12000274658203,42050,81.35604095458984
VOO,2010-10-13,107.58000183105469,108.27999877929688,107.23999786376953,107.76000213623047,74450,81.8421401977539
VOO,2010-10-14,107.69999694824219,107.81999969482422,106.80000305175781,107.36000061035156,19100,81.538330078125
VOO,2010-10-15,108.04000091552734,108.08000183105469,106.72000122070312,107.55999755859375,54950,81.69022369384766
VOO,2010-10-18,107.62000274658203,108.44000244140625,107.44000244140625,108.33999633789062,22850,82.282623291015625
VOO,2010-10-19,107.13999938964844,107.68000030517578,106.0199966430664,106.62000274658203,38550,80.97630310058594
VOO,2010-10-20,106.94000244140625,108.16000366210938,106.94000244140625,107.76000213623047,22800,81.8421401977539
VOO,2010-10-21,108.26000213623047,108.76000213623047,107.30000305175781,107.91999816894531,29400,81.96360778808594
VOO,2010-10-22,108.16000366210938,108.19999694824219,107.94000244140625,108.18000030517578,24850,82.16109466552734
VOO,2010-10-25,109.0199966430664,109.27999877929688,108.45999908447266,108.5,29600,82.40413665771484
VOO,2010-10-26,107.91999816894531,108.55999755859375,107.87999725341797,108.4800033569336,15000,82.38896942138672
VOO,2010-10-27,107.73999786376953,108.22000122070312,107.22000122070312,108.13999938964844,17150,82.13072204589844
VOO,2010-10-28,108.76000213623047,108.81999969482422,107.76000213623047,108.22000122070312,19250,82.19148254394531
VOO,2010-10-29,108.0999984741211,108.41999816894531,108,108.30000305175781,13400,82.25225067138672
VOO,2010-11-01,108.91999816894531,109.41999816894531,107.76000213623047,108.36000061035156,51550,82.29779052734375
VOO,2010-11-02,109.22000122070312,109.41999816894531,108.86000061035156,109.19999694824219,26100,82.9357681274414
VOO,2010-11-03,109.41999816894531,109.66000366210938,108.31999969482422,109.66000366210938,31850,83.28514099121094
VOO,2010-11-04,110.9000015258789,111.80000305175781,110.73999786376953,111.72000122070312,49000,84.84967041015625
VOO,2010-11-05,111.9000015258789,112.30000305175781,111.68000030517578,112.16000366210938,48300,85.18382263183594
VOO,2010-11-08,111.87999725341797,112.08000183105469,111.5,112.0199966430664,43400,85.07752227783203
VOO,2010-11-09,112.18000030517578,112.30000305175781,110.80000305175781,111.13999938964844,35700,84.4091796875
VOO,2010-11-10,111.16000366210938,111.5999984741211,110.31999969482422,111.55999755859375,28200,84.7281494140625
VOO,2010-11-11,110.68000030517578,111.27999877929688,110.41999816894531,111.19999694824219,24000,84.4547348022461
VOO,2010-11-12,110.4000015258789,110.86000061035156,109.37999725341797,109.81999969482422,39450,83.406646728515625
VOO,2010-11-15,110.30000305175781,110.5199966430664,109.63999938964844,109.72000122070312,202750,83.33074188232422
VOO,2010-11-16,109.0199966430664,109.0199966430664,107.4800033569336,107.95999908447266,32850,81.99397277832031
VOO,2010-11-17,108.05999755859375,108.45999908447266,107.77999877929688,108.04000091552734,42450,82.054779052734375
VOO,2010-11-18,109.08000183105469,109.91999816894531,109.08000183105469,109.63999938964844,26100,83.26996612548828
VOO,2010-11-19,109.5,109.94000244140625,109.04000091552734,109.9000015258789,20250,83.46742248535156
VOO,2010-11-22,109.41999816894531,109.80000305175781,108.58000183105469,109.80000305175781,25350,83.3914794921875
VOO,2010-11-23,108.55999755859375,108.63999938964844,107.91999816894531,108.26000213623047,142400,82.22187805175781
VOO,2010-11-24,108.94000244140625,109.77999877929688,108.94000244140625,109.66000366210938,30100,83.28514099121094
VOO,2010-11-26,108.95999908447266,109.4000015258789,108.81999969482422,109.04000091552734,32650,82.81424713134766
VOO,2010-11-29,108.36000061035156,109.16000366210938,107.66000366210938,108.94000244140625,46000,82.7383041381836
VOO,2010-11-30,107.95999908447266,108.86000061035156,107.81999969482422,108.18000030517578,91950,82.16109466552734
VOO,2010-12-01,109.91999816894531,110.73999786376953,109.87999725341797,110.62000274658203,33350,84.01424407958984
VOO,2010-12-02,110.73999786376953,112.0999984741211,110.73999786376953,112.05999755859375,60650,85.10790252685547
VOO,2010-12-03,111.66000366210938,112.45999908447266,111.63999938964844,112.33999633789062,184100,85.32054138183594
VOO,2010-12-06,112.16000366210938,112.41999816894531,112,112.19999694824219,64150,85.21424102783203
VOO,2010-12-07,113.33999633789062,113.37999725341797,112.19999694824219,112.23999786376953,109000,85.24459075927734
VOO,2010-12-08,112.4000015258789,112.73999786376953,111.95999908447266,112.69999694824219,69050,85.59398651123047
VOO,2010-12-09,113.33999633789062,113.33999633789062,112.66000366210938,113.12000274658203,54850,85.91294860839844
VOO,2010-12-10,113.4800033569336,113.87999725341797,113.22000122070312,113.80000305175781,73950,86.42938995361328
VOO,2010-12-13,114.31999969482422,114.44000244140625,113.81999969482422,113.86000061035156,77050,86.475006103515625
