season,episode,title,rating,votes
1,1,Pilot,8.8,8717
1,2,Errors and Omissions,8.2,5519
1,3,Inside Track,8,5011
1,4,Dirty Little Secrets,8,4752
1,5,Bail Out,8,4593
1,6,Tricks of the Trade,8,4492
1,7,Play the Man,8.4,4679
1,8,Identity Crisis,8,4345
1,9,Undefeated,8.3,4236
1,10,The Shelf Life,8.3,4158
1,11,Rules of the Game,8.4,4134
1,12,Dog Fight,8.8,4645
2,1,She Knows,8.9,4811
2,2,The Choice,8.2,3926
2,3,Meet the New Boss,8.1,3794
2,4,Discovery,8.4,3799
2,5,Break Point,8.7,4069
2,6,All In,8.3,3770
2,7,Sucker Punch,9,4500
2,8,Rewind,8.5,4002
2,9,Asterisk,8.7,3847
2,10,High Noon,9.1,5058
2,11,Blind-Sided,8,3746
2,12,Blood in the Water,8.4,3604
2,13,Zane vs. Zane,8.1,3522
2,14,He's Back,8.4,3477
2,15,Normandy,8.3,3474
2,16,War,8.6,4097
3,1,The Arrangement,8.3,3976
3,2,I Want You to Want Me,8.3,3446
3,3,Unfinished Business,8.2,3336
3,4,Conflict of Interest,8.2,3263
3,5,Shadow of a Doubt,7.9,3191
3,6,The Other Time,8.5,3414
3,7,She's Mine,8.5,3526
3,8,Endgame,8.5,3230
3,9,Bad Faith,8.2,3139
3,10,Stay,8.3,3273
3,11,Buried Secrets,8.2,3100
3,12,Yesterday's Gone,8.9,3639
3,13,Moot Point,8.2,2944
3,14,Heartburn,8.8,3256
3,15,Know When to Fold 'Em,8.6,3098
3,16,No Way Out,9.2,4624
4,1,One-Two-Three Go...,8.3,3528
4,2,"Breakfast, Lunch and Dinner",8.1,3004
4,3,Two in the Knees,8.2,2976
4,4,Leveraged,8,2894
4,5,Pound of Flesh,8.2,2873
4,6,Litt the Hell Up,8.7,3177
4,7,We're Done,8.7,3273
4,8,Exposure,8.8,3141
4,9,Gone,9.2,3689
4,10,This Is Rome,9.4,5113
4,11,Enough Is Enough,8.8,3348
4,12,Respect,8.2,2795
4,13,Fork in the Road,8.7,3127
4,14,Derailed,8.4,2909
4,15,Intent,9.1,3694
4,16,Not Just a Pretty Face,9,3418
5,1,Denial,8.7,3830
5,2,Compensation,8.4,3129
5,3,No Refills,8.7,3099
5,4,No Puedo Hacerlo,8.8,3322
5,5,Toe to Toe,8.4,2874
5,6,Privilege,8.5,2871
5,7,Hitting Home,9.2,3921
5,8,Mea Culpa,8.9,3247
5,9,Uninvited Guests,8.7,3135
5,10,Faith,9.7,11779
5,11,Blowback,9.2,4178
5,12,Live to Fight...,8.9,3130
5,13,God's Green Earth,8.7,2983
5,14,Self Defense,9.2,3722
5,15,Tick Tock,9.5,5168
5,16,25th Hour,9.3,4995
6,1,To Trouble,8.1,3358
6,2,Accounts Payable,8,2693
6,3,Back on the Map,8.2,2554
6,4,Turn,8.1,2511
6,5,Trust,8,2352
6,6,Spain,7.8,2372
6,7,Shake the Trees,7.9,2362
6,8,Borrowed Time,8.4,2510
6,9,The Hand That Feeds You,9,3395
6,10,P.S.L.,9.4,5196
6,11,She's Gone,8.1,2598
6,12,The Painting,8.6,2573
6,13,"Teeth, Nose, Teeth",8.2,2291
6,14,Admission of Guilt,8.1,2152
6,15,Quid Pro Quo,8.1,2168
6,16,Character and Fitness,9.5,6080
7,1,Skin in the Game,8.4,3022
7,2,The Statue,8.1,2234
7,3,Mudmare,7.7,2099
7,4,Divide and Conquer,7.8,2016
7,5,Brooklyn Housing,7.7,1936
7,6,Home to Roost,8.1,2012
7,7,Full Disclosure,8.2,2032
7,8,100,8.5,2119
7,9,Shame,7.8,1906
7,10,Donna,8.8,2736
7,11,Hard Truths,8,2031
7,12,Bad Man,7.6,1856
7,13,Inevitable,8.4,2151
7,14,Pulling the Goalie,8.2,1896
7,15,Tiny Violin,8.2,1826
7,16,Good-Bye,7.8,2454
8,1,Right-Hand Man,7.2,2122
8,2,Pecking Order,7.2,1793
8,3,"Promises, Promises",7.5,1744
8,4,Revenue Per Square Foot,7.5,1747
8,5,Good Mudding,7.5,1709
8,6,"Cats, Ballet, Harvey Specter",7.9,1787
8,7,Sour Grapes,7.5,1646
8,8,Coral Gables,7.2,1591
8,9,Motion to Delay,7.4,1555
8,10,Managing Partner,8.6,2124
8,11,Rocky 8,7.6,1562
8,12,Whale Hunt,7.5,1502
8,13,The Greater Good,7.6,1459
8,14,Peas in a Pod,8,1515
8,15,Stalking Horse,7.9,1476
8,16,Harvey,8.7,2212
9,1,Everything's Changed,7.9,1818
9,2,Special Master,7.6,1573
9,3,Windmills,7.5,1531
9,4,Cairo,7.7,1532
9,5,If the Shoe Fits,8.3,1760
9,6,Whatever It Takes,7.6,1524
9,7,Scenic Route,7.5,1726
9,8,Prisoner's Dilemma,8.6,1935
9,9,Thunder Away,9.1,2329
9,10,One Last Con,9.4,4838
