season,episode,title,rating,votes
1,1,"BoJack Horseman: The BoJack Horseman Story, Chapter One",7.1,9662
1,2,BoJack Hates the Troops,7.6,8641
1,3,Prickly Muffin,7.3,7914
1,4,Zoës and Zeldas,7.4,7633
1,5,"Live Fast, Diane Nguyen",7.3,7322
1,6,Our A-Story Is a 'D' Story,7.8,7341
1,7,Say Anything,7.9,7356
1,8,The Telescope,8.6,8562
1,9,Horse Majeure,7.8,6902
1,10,One Trick Pony,7.6,6793
1,11,Downer Ending,9.2,10862
1,12,Later,8.3,7380
2,1,Brand New Couch,8,6778
2,2,Yesterdayland,7.7,6354
2,3,Still Broken,7.9,6355
2,4,After the Party,7.9,6339
2,5,Chickens,7.7,6513
2,6,Higher Love,7.5,5985
2,7,Hank After Dark,8.2,6393
2,8,Let's Find Out,8.8,7772
2,9,The Shot,8.3,6333
2,10,Yes And,8.5,6653
2,11,Escape from L.A.,9.4,11675
2,12,Out to Sea,8.5,6634
3,1,Start Spreading the News,7.8,5871
3,2,The BoJack Horseman Show,8,6026
3,3,BoJack Kills,7.4,5836
3,4,Fish Out of Water,9.6,16795
3,5,Love And/Or Marriage,8.1,5948
3,6,Brrap Brrap Pew Pew,8,6244
3,7,Stop the Presses,8.3,6037
3,8,Old Acquaintance,7.8,5607
3,9,Best Thing That Ever Happened,8.5,6430
3,10,It's You,8.8,6997
3,11,"That's Too Much, Man!",9.7,14140
3,12,That Went Well,9,7648
4,1,See Mr. Peanutbutter Run,7.5,5988
4,2,The Old Sugarman Place,9.4,11661
4,3,Hooray! Todd Episode!,8.4,6407
4,4,Commence Fracking,7.6,5591
4,5,Thoughts and Prayers,8.1,5942
4,6,Stupid Piece of Sh*t,9.2,9025
4,7,Underground,8.1,5998
4,8,The Judge,7.4,5453
4,9,Ruthie,9,8023
4,10,lovin that cali lifestyle!!,8.4,5925
4,11,Time's Arrow,9.8,19819
4,12,What Time Is It Right Now,9,6880
5,1,The Light Bulb Scene,8,5773
5,2,The Dog Days Are Over,9,7647
5,3,Planned Obsolescence,7.9,5714
5,4,BoJack the Feminist,8,5659
5,5,The Amelia Earhart Story,8.4,6018
5,6,Free Churro,9.8,25013
5,7,INT. SUB,8.8,6809
5,8,Mr. Peanutbutter's Boos,8.5,5913
5,9,Ancient History,8.2,5414
5,10,Head in the Clouds,9,6530
5,11,The Showstopper,9.6,10885
5,12,The Stopped Show,9.1,6505
6,1,A Horse Walks into a Rehab,9.1,7327
6,2,The New Client,8.5,5934
6,3,Feel-Good Story,8,5570
6,4,Surprise!,9,6614
6,5,"A Little Uneven, Is All",8,5170
6,6,The Kidney Stays in the Picture,8.1,5247
6,7,The Face of Depression,9.4,8476
6,8,"A Quick One, While He's Away",8.5,5629
6,9,Intermediate Scene Study w/ BoJack Horseman,8.3,5442
6,10,Good Damage,8.9,6299
6,11,Sunk Cost and All That,8.7,5521
6,12,Xerox of a Xerox,9.3,7074
6,13,The Horny Unicorn,8.6,5465
6,14,Angela,9,6254
6,15,The View from Halfway Down,9.9,33570
6,16,Nice While It Lasted,9.6,13473
