season,episode,title,rating,votes
1,1,Pilot,8.4,7968
1,2,Paternity,8,5911
1,3,Occam's Razor,8.1,5532
1,4,Maternity,8.3,5403
1,5,Damned If You Do,8,5172
1,6,The Socratic Method,8.3,5087
1,7,Fidelity,8,4931
1,8,Poison,8,4689
1,9,DNR,8.7,5449
1,10,Histories,8.4,4978
1,11,Detox,8.6,5006
1,12,Sports Medicine,7.8,4373
1,13,Cursed,8,4411
1,14,Control,8.6,4688
1,15,Mob Rules,7.9,4293
1,16,Heavy,8.2,4293
1,17,Role Model,8.4,4438
1,18,Babies & Bathwater,8.8,4864
1,19,Kids,8.2,4278
1,20,Love Hurts,8.1,4309
1,21,Three Stories,9.6,11385
1,22,Honeymoon,8.6,4602
2,1,Acceptance,8.3,4412
2,2,Autopsy,9.1,6416
2,3,Humpty Dumpty,7.8,4026
2,4,TB or Not TB,7.9,4043
2,5,Daddy's Boy,8,3943
2,6,Spin,7.7,3815
2,7,Hunting,8.2,3949
2,8,The Mistake,8.8,4599
2,9,Deception,8.3,3881
2,10,Failure to Communicate,8.4,3964
2,11,Need to Know,8,3764
2,12,Distractions,8.4,3918
2,13,Skin Deep,8.5,4454
2,14,Sex Kills,8.3,3823
2,15,Clueless,8.4,3853
2,16,Safe,8.6,4214
2,17,All In,8.9,4834
2,18,Sleeping Dogs Lie,8,3744
2,19,House vs. God,8.4,4152
2,20,Euphoria: Part 1,9.1,5269
2,21,Euphoria: Part 2,9.3,5860
2,22,Forever,7.9,3653
2,23,Who's Your Daddy?,7.6,3653
2,24,No Reason,9.4,7440
3,1,Meaning,8.8,4645
3,2,Cane and Able,8.3,3833
3,3,Informed Consent,8.5,3965
3,4,Lines in the Sand,8.9,4776
3,5,Fools for Love,8.2,3629
3,6,Que Será Será,8,3698
3,7,Son of Coma Guy,8.8,4641
3,8,Whac-A-Mole,8,3530
3,9,Finding Judas,8.4,3636
3,10,Merry Little Christmas,8.6,3830
3,11,Words and Deeds,8.4,3766
3,12,"One Day, One Room",9,7597
3,13,Needle in a Haystack,7.8,3544
3,14,Insensitive,8.6,3957
3,15,Half-Wit,8.9,4841
3,16,Top Secret,7.9,3499
3,17,Fetal Position,8.4,3825
3,18,Airborne,8.9,4558
3,19,Act Your Age,8.1,3444
3,20,House Training,8.2,3568
3,21,Family,8.2,3430
3,22,Resignation,8.2,3414
3,23,The Jerk,8.3,3511
3,24,Human Error,8.8,4157
4,1,Alone,8.9,4594
4,2,The Right Stuff,8.7,4081
4,3,97 Seconds,8.6,3905
4,4,Guardian Angels,8.3,3534
4,5,Mirror Mirror,8.7,4047
4,6,Whatever It Takes,8.5,3688
4,7,Ugly,8.1,3577
4,8,You Don't Want to Know,8.5,3580
4,9,Games,8.5,3693
4,10,It's a Wonderful Lie,8.2,3433
4,11,Frozen,9.1,4906
4,12,Don't Ever Change,7.9,3404
4,13,No More Mr. Nice Guy,7.9,3282
4,14,Living the Dream,8.1,3385
4,15,House's Head,9.8,14376
4,16,Wilson's Heart,9.7,13105
5,1,Dying Changes Everything,8.3,3715
5,2,Not Cancer,8.1,3340
5,3,Adverse Events,7.9,3196
5,4,Birthmarks,8.9,4206
5,5,Lucky Thirteen,8.4,3535
5,6,Joy,8.5,3454
5,7,The Itch,8.1,3135
5,8,Emancipation,7.9,3055
5,9,Last Resort,8.9,4628
5,10,Let Them Eat Cake,8.1,3108
5,11,Joy to the World,8.2,3409
5,12,Painless,7.9,3067
5,13,Big Baby,7.8,2956
5,14,The Greater Good,7.8,2948
5,15,Unfaithful,8.3,3261
5,16,The Softer Side,8.5,3277
5,17,The Social Contract,8.6,3391
5,18,Here Kitty,8.1,3155
5,19,Locked In,9.1,5041
5,20,Simple Explanation,9.1,5296
5,21,Saviors,8.2,3167
5,22,House Divided,9,4183
5,23,Under My Skin,9.2,4531
5,24,Both Sides Now,9.6,8029
6,1,Broken,9.7,11815
