season,episode,title,rating,votes
1,1,Ambush,7.3,7099
1,2,Rising Malevolence,7.3,6269
1,3,Shadow of Malevolence,7.3,5862
1,4,Destroy Malevolence,7.4,5709
1,5,Rookies,7.9,6217
1,6,Downfall of a Droid,6.5,5322
1,7,Duel of the Droids,7.1,5293
1,8,Bombad Jedi,6,5375
1,9,Cloak of Darkness,7.9,5415
1,10,Lair of Grievous,8.1,5549
1,11,Dooku Captured,7.3,5013
1,12,The Gungan General,6.9,4882
1,13,Jedi Crash,7.3,4874
1,14,Defenders of Peace,7.4,4834
1,15,Trespass,7.5,4905
1,16,The Hidden Enemy,7.6,4997
1,17,Blue Shadow Virus,6.6,4636
1,18,Mystery of a Thousand Moons,6.9,4534
1,19,Storm Over Ryloth,7.6,4747
1,20,Innocents of Ryloth,7.9,4880
1,21,Liberty on Ryloth,7.6,4634
1,22,Hostage Crisis,7.9,4750
2,1,Holocron Heist,7.8,4664
2,2,Cargo of Doom,8,4600
2,3,Children of the Force,7.6,4456
2,4,Senate Spy,6.8,4294
2,5,Landing at Point Rain,8.2,4890
2,6,Weapons Factory,7.8,4468
2,7,Legacy of Terror,7.6,4384
2,8,Brain Invaders,8,4502
2,9,Grievous Intrigue,7.8,4225
2,10,The Deserter,8.1,4470
2,11,Lightsaber Lost,7.5,4312
2,12,The Mandalore Plot,8,4539
2,13,Voyage of Temptation,8.1,4510
2,14,Duchess of Mandalore,7.6,4251
2,15,Senate Murders,6.7,3961
2,16,Cat and Mouse,7.5,4473
2,17,Bounty Hunters,7.5,4153
2,18,The Zillo Beast,7.3,4106
2,19,The Zillo Beast Strikes Back,7.6,4141
2,20,Death Trap,7.7,4122
2,21,R2 Come Home,7.5,4027
2,22,Lethal Trackdown,7.9,4097
3,1,Clone Cadets,7.8,5012
3,2,ARC Troopers,8.6,4900
3,3,Supply Lines,6.9,4242
3,4,Sphere of Influence,6.9,3822
3,5,Corruption,6.7,3955
3,6,The Academy,6.9,3914
3,7,Assassin,7.5,3934
3,8,Evil Plans,6.2,3834
3,9,Hunt for Ziro,7.1,3889
3,10,Heroes on Both Sides,7.5,3974
3,11,Pursuit of Peace,7.2,3841
3,12,Nightsisters,8.6,4760
3,13,Monster,8.7,4775
3,14,Witches of the Mist,8.9,4853
3,15,Overlords,8.9,5423
3,16,Altar of Mortis,8.6,4981
3,17,Ghosts of Mortis,8.9,5360
3,18,The Citadel,8.1,4169
3,19,Counter Attack,8,4037
3,20,Citadel Rescue,8.2,4077
3,21,Padawan Lost,7.6,3901
3,22,Wookiee Hunt,7.9,3950
4,1,Water War,7,3843
4,2,Gungan Attack,7,3730
4,3,Prisoners,7.1,3694
4,4,Shadow Warrior,7.1,3625
4,5,Mercy Mission,6.1,3632
4,6,Nomad Droids,6.2,3610
4,7,Darkness on Umbara,8.5,4852
4,8,The General,8.6,4794
4,9,Plan of Dissent,8.8,4807
4,10,Carnage of Krell,9.4,6076
4,11,Kidnapped,7.6,3719
4,12,Slaves of the Republic,7.8,3772
4,13,Escape from Kadavo,8.1,3817
4,14,A Friend in Need,7.9,3817
4,15,Deception,8.3,4035
4,16,Friends and Enemies,8.3,3967
4,17,The Box,8.7,4410
4,18,Crisis on Naboo,8.3,3922
4,19,Massacre,8.1,4006
4,20,Bounty,8.2,4006
4,21,Brothers,8.2,4229
4,22,Revenge,9.1,5002
5,1,Revival,8.8,4792
5,2,A War on Two Fronts,7.3,3696
5,3,Front Runners,7.3,3621
5,4,The Soft War,7.5,3593
5,5,Tipping Points,7.9,3708
5,6,The Gathering,7.9,3862
5,7,A Test of Strength,7.6,3650
5,8,Bound for Rescue,7.3,3563
5,9,A Necessary Bond,7.9,3662
5,10,Secret Weapons,6.3,3587
5,11,A Sunny Day in the Void,6.1,3679
5,12,Missing in Action,7.2,3639
5,13,Point of No Return,7,3473
5,14,Eminence,8.8,4778
5,15,Shades of Reason,9.1,5190
5,16,The Lawless,9.7,8036
5,17,Sabotage,8.1,4360
5,18,The Jedi Who Knew Too Much,9.1,5273
5,19,To Catch a Jedi,9.1,5088
5,20,The Wrong Jedi,9.7,8708
6,1,The Unknown,8.2,4098
6,2,Conspiracy,8.2,4038
6,3,Fugitive,8.4,4050
6,4,Orders,8.9,4790
6,5,An Old Friend,7,3376
6,6,The Rise of Clovis,7.2,3382
6,7,Crisis at the Heart,7.4,3368
6,8,The Disappeared: Part 1,6.4,3331
6,9,The Disappeared: Part 2,6.6,3304
6,10,The Lost One,8.6,3986
6,11,Voices,8.8,4342
6,12,Destiny,8.7,4212
6,13,Sacrifice,9.2,4916
7,1,The Bad Batch,8.2,5963
7,2,A Distant Echo,8.1,5387
7,3,On the Wings of Keeradaks,7.7,5185
7,4,Unfinished Business,8.5,5483
7,5,Gone with a Trace,6.4,5491
7,6,Deal No Deal,6.1,5390
7,7,Dangerous Debt,6,5422
7,8,Together Again,7,5153
7,9,Old Friends Not Forgotten,9.7,14575
7,10,The Phantom Apprentice,9.8,19560
7,11,Shattered,9.8,17766
7,12,Victory and Death,9.9,21742
