season,episode,title,rating,votes,episode_year
1,1,Into the Ring,8.4,20536,2015
1,2,Cut Man,8.9,19729,2015
1,3,Rabbit in a Snowstorm,8.2,16730,2015
1,4,In the Blood,8.6,16252,2015
1,5,World on Fire,8.7,15745,2015
1,6,Condemned,8.9,16131,2015
1,7,Stick,8.5,15464,2015
1,8,Shadows in the Glass,8.9,15640,2015
1,9,Speak of the Devil,9.1,16126,2015
1,10,Nelson v. Murdock,8.4,14916,2015
1,11,The Path of the Righteous,8.7,14749,2015
1,12,The Ones We Leave Behind,8.6,14354,2015
1,13,Daredevil,9.3,18377,2015
2,1,Bang,8.8,15328,2016
2,2,Dogs to a Gunfight,8.6,13882,2016
2,3,New York's Finest,9.4,18116,2016
2,4,Penny and Dime,9.4,17294,2016
2,5,Kinbaku,8.1,15041,2016
2,6,Regrets Only,8.4,12422,2016
2,7,Semper Fidelis,8.5,12302,2016
2,8,Guilty as Sin,9,13366,2016
2,9,Seven Minutes in Heaven,9.4,15626,2016
2,10,The Man in the Box,9,12868,2016
2,11,.380,8.6,12043,2016
2,12,The Dark at the End of the Tunnel,8.8,12284,2016
2,13,A Cold Day in Hell's Kitchen,9.1,14521,2016
3,1,Resurrection,8.2,11758,2018
3,2,Please,8.5,11028,2018
3,3,No Good Deed,8.4,10659,2018
3,4,Blindsided,9.5,17184,2018
3,5,The Perfect Game,8.8,11474,2018
3,6,The Devil You Know,9.5,14061,2018
3,7,Aftermath,8.7,10738,2018
3,8,Upstairs/Downstairs,9,10968,2018
3,9,Revelations,9.1,10910,2018
3,10,Karen,8.6,11710,2018
3,11,Reunion,9.1,10815,2018
3,12,One Last Shot,9.3,11676,2018
3,13,A New Napkin,9.6,17002,2018
