imdb_id,series_title,season,episode,title,rating,votes,release_year
tt3718778,Over the Garden Wall,1,8,Chapter 8: Babes in the Woods,8,2880,2014
tt3718778,Over the Garden Wall,1,9,Chapter 9: Into the Unknown,9.1,3192,2014
tt3718778,Over the Garden Wall,1,10,Chapter 10: The Unknown,9.4,3597,2014
tt10986410,Ted Lasso,1,1,Pilot,7.8,10370,2020
tt10986410,Ted Lasso,1,2,Biscuits,8.1,9297,2020
tt10986410,Ted Lasso,1,3,Trent Crimm: The Independent,8.5,9354,2020
tt10986410,Ted Lasso,1,4,For the Children,8.2,8995,2020
tt10986410,Ted Lasso,1,5,Tan Lines,8.9,9488,2020
tt10986410,Ted Lasso,1,6,Two Aces,8.5,8627,2020
tt10986410,Ted Lasso,1,7,Make Rebecca Great Again,9,9948,2020
tt10986410,Ted Lasso,1,8,The Diamond Dogs,8.7,8746,2020
tt10986410,Ted Lasso,1,9,All Apologies,8.6,8128,2020
tt10986410,Ted Lasso,1,10,The Hope That Kills You,9.1,9893,2020
tt10986410,Ted Lasso,2,1,Goodbye Earl,7.6,8354,2021
tt10986410,Ted Lasso,2,2,Lavender,8,7660,2021
tt10986410,Ted Lasso,2,3,Do the Right-est Thing,8.4,8406,2021
tt10986410,Ted Lasso,2,4,Carol of the Bells,8.6,10295,2021
tt10986410,Ted Lasso,2,5,Rainbow,8.9,9291,2021
tt10986410,Ted Lasso,2,6,The Signal,8.6,7649,2021
tt10986410,Ted Lasso,2,7,Headspace,7.7,7261,2021
tt10986410,Ted Lasso,2,8,Man City,9,9838,2021
tt10986410,Ted Lasso,2,9,Beard After Hours,6.9,16628,2021
tt10986410,Ted Lasso,2,10,No Weddings and a Funeral,8.5,9069,2021
tt10986410,Ted Lasso,2,11,Midnight Train to Royston,8.2,7106,2021
tt10986410,Ted Lasso,2,12,Inverting the Pyramid of Success,8.8,8220,2021
tt10986410,Ted Lasso,3,1,Smells Like Mean Spirit,7.7,7727,2023
tt10986410,Ted Lasso,3,2,(I Don't Want to Go to) Chelsea,8.2,7243,2023
tt10986410,Ted Lasso,3,3,4-5-1,7.8,7143,2023
tt10986410,Ted Lasso,3,4,Big Week,8.1,6701,2023
tt10986410,Ted Lasso,3,5,Signs,7.2,7237,2023
tt10986410,Ted Lasso,3,6,Sunflowers,8.9,13105,2023
tt10986410,Ted Lasso,3,7,The Strings That Bind Us,8.3,8441,2023
tt10986410,Ted Lasso,3,8,We'll Never Have Paris,6.7,8210,2023
tt10986410,Ted Lasso,3,9,La Locker Room Aux Folles,8.4,8286,2023
tt10986410,Ted Lasso,3,10,International Break,8.5,8071,2023
tt10986410,Ted Lasso,3,11,Mom City,9.3,11793,2023
tt10986410,Ted Lasso,3,12,"So Long, Farewell",9.4,14536,2023
tt10986410,Ted Lasso,4,1,Episode #4.1,NA,0,2026
tt10986410,Ted Lasso,4,2,Episode #4.2,NA,0,2026
tt10986410,Ted Lasso,4,3,Episode #4.3,NA,0,2026
tt10986410,Ted Lasso,4,4,Episode #4.4,NA,0,2026
tt10986410,Ted Lasso,4,5,Episode #4.5,NA,0,2026
tt10986410,Ted Lasso,4,6,Episode #4.6,NA,0,2026
tt10986410,Ted Lasso,4,7,Episode #4.7,NA,0,2026
tt10986410,Ted Lasso,4,8,Episode #4.8,NA,0,2026
tt10986410,Ted Lasso,4,9,Episode #4.9,NA,0,2026
tt10986410,Ted Lasso,4,10,Episode #4.10,NA,0,2026
tt2085059,Black Mirror,1,1,The National Anthem,7.6,70882,2011
tt2085059,Black Mirror,1,2,Fifteen Million Merits,8,70785,2011
tt2085059,Black Mirror,1,3,The Entire History of You,8.5,73481,2011
tt2085059,Black Mirror,2,1,Be Right Back,7.9,59609,2013
tt2085059,Black Mirror,2,2,White Bear,7.9,61082,2013
tt2085059,Black Mirror,2,3,The Waldo Moment,6.5,49900,2013
tt2085059,Black Mirror,2,4,White Christmas,9.1,77844,2014
tt2085059,Black Mirror,3,1,Nosedive,8.3,72549,2016
tt2085059,Black Mirror,3,2,Playtest,8,60265,2016
tt2085059,Black Mirror,3,3,Shut Up and Dance,8.4,64852,2016
tt2085059,Black Mirror,3,4,San Junipero,8.5,74821,2016
tt2085059,Black Mirror,3,5,Men Against Fire,7.5,46564,2016
tt2085059,Black Mirror,3,6,Hated in the Nation,8.4,53915,2016
tt2085059,Black Mirror,4,1,USS Callister,8.3,68701,2017
tt2085059,Black Mirror,4,2,Arkangel,7.3,51551,2017
tt2085059,Black Mirror,4,3,Crocodile,7.3,48815,2017
tt2085059,Black Mirror,4,4,Hang the DJ,8.7,68124,2017
tt2085059,Black Mirror,4,5,Metalhead,6.6,46521,2017
tt2085059,Black Mirror,4,6,Black Museum,8.6,57521,2017
tt2085059,Black Mirror,5,1,Striking Vipers,6.8,51403,2019
tt2085059,Black Mirror,5,2,Smithereens,7.5,46763,2019
tt2085059,Black Mirror,5,3,"Rachel, Jack and Ashley Too",6.1,47004,2019
tt2085059,Black Mirror,6,1,Joan Is Awful,7.4,45664,2023
tt2085059,Black Mirror,6,2,Loch Henry,7.3,39304,2023
tt2085059,Black Mirror,6,3,Beyond the Sea,7.4,40325,2023
tt2085059,Black Mirror,6,4,Mazey Day,5.3,31549,2023
tt2085059,Black Mirror,6,5,Demon 79,6.7,28601,2023
tt2085059,Black Mirror,7,1,Common People,8.1,37291,2025
tt2085059,Black Mirror,7,2,Bête Noire,7.2,30184,2025
tt2085059,Black Mirror,7,3,Hotel Reverie,6.7,31444,2025
tt2085059,Black Mirror,7,4,Plaything,7.1,25049,2025
tt2085059,Black Mirror,7,5,Eulogy,8.1,28911,2025
tt2085059,Black Mirror,7,6,USS Callister: Into Infinity,8.1,22801,2025
tt7923710,My Mister,1,1,"50,000 Dollar Trap",7.9,352,2020
tt7923710,My Mister,1,2,Survive,8.3,326,2018
tt7923710,My Mister,1,3,"Will You Hate Me, Please?",8.1,304,2018
tt7923710,My Mister,1,4,A Diligent Lifer,8.6,310,2018
tt7923710,My Mister,1,5,The Pay Phone,8.6,299,2018
tt7923710,My Mister,1,6,Betrayal,8.6,294,2018
tt7923710,My Mister,1,7,Camping Site,8.7,300,2018
tt7923710,My Mister,1,8,"30,000 Years Old",8.6,294,2018
tt7923710,My Mister,1,9,The Envelope,9.1,356,2018
tt7923710,My Mister,1,10,The Slippers,8.8,311,2018
tt7923710,My Mister,1,11,"Out of All, Why?",8.9,294,2018
tt7923710,My Mister,1,12,I Wanted You to be Happy,9,295,2018
tt7923710,My Mister,1,13,Can I Hug You?,9,298,2018
tt7923710,My Mister,1,14,Would You Be Happy to See Me?,9.1,378,2018
tt7923710,My Mister,1,15,I'm Sorry,8.9,305,2018
tt7923710,My Mister,1,16,Ji An,9,341,2018
tt1910272,Steins;Gate,1,1,Turning Point,7.4,2539,2011
tt1910272,Steins;Gate,1,2,Time Travel Paranoia,7.5,2221,2011
tt1910272,Steins;Gate,1,3,Parallel World Paranoia,7.6,2119,2011
tt1910272,Steins;Gate,1,4,Interpreter Rendezvous,7.2,2062,2011
tt1910272,Steins;Gate,1,5,Starmine Rendezvous,8,2040,2011
tt1910272,Steins;Gate,1,6,Butterfly Effect's Divergence,7.6,1994,2011
tt1910272,Steins;Gate,1,7,Divergence Singularity,8.3,2032,2011
tt1910272,Steins;Gate,1,8,Chaos Theory Homeostasis I,8.1,1937,2011
tt1910272,Steins;Gate,1,9,Chaos Theory Homeostasis II,8.3,1985,2011
tt1910272,Steins;Gate,1,10,Chaos Theory Homeostasis III,7.9,1908,2011
tt1910272,Steins;Gate,1,11,Dogma in Event Horizon,8.3,1950,2011
tt1910272,Steins;Gate,1,12,Dogma in Ergosphere,9.3,2764,2011
tt1910272,Steins;Gate,1,13,Metaphysics Necrosis,9.2,2447,2011
tt1910272,Steins;Gate,1,14,Physically Necrosis,9.2,2341,2011
tt1910272,Steins;Gate,1,15,Missing Link Necrosis,8.4,1934,2011
tt1910272,Steins;Gate,1,16,Sacrificial Necrosis,9.4,2534,2011
tt1910272,Steins;Gate,1,17,Made in Complex,8.4,1944,2011
tt1910272,Steins;Gate,1,18,Fractal Androgynous,8,1935,2011
tt1910272,Steins;Gate,1,19,Endless Apoptosis,8.7,2047,2011
tt1910272,Steins;Gate,1,20,Finalize Apoptosis,9.2,2309,2011
tt1910272,Steins;Gate,1,21,Paradox Meltdown,8.8,2136,2011
tt1910272,Steins;Gate,1,22,Being Meltdown,9.6,3847,2011
tt1910272,Steins;Gate,1,23,Open the Steins Gate,9.5,2855,2011
tt1910272,Steins;Gate,1,24,Achievement Point,9.6,3780,2011
tt1910272,Steins;Gate,1,25,Egoistic Poriomania,8.4,1861,2012
tt0318871,Berserk,1,1,Kuroi kenshi,7.7,2017,1997
tt0318871,Berserk,1,2,Taka no dan,7.7,1788,1997
tt0318871,Berserk,1,3,Uijin,7.7,1673,1997
tt0318871,Berserk,1,4,Kami no te,7.7,1584,1997
tt0318871,Berserk,1,5,Kenpû,7.5,1516,1997
tt0318871,Berserk,1,6,Nosferatu Zodd,8.6,1755,1997
tt0318871,Berserk,1,7,Tsurugi no aruji,7.3,1458,1997
tt0318871,Berserk,1,8,Inbou,7.5,1418,1997
tt0318871,Berserk,1,9,Ansatsu,7.7,1424,1997
tt0318871,Berserk,1,10,Toutoi mono,8.9,1788,1997
tt0318871,Berserk,1,11,Kassen,7.9,1419,1997
tt0318871,Berserk,1,12,Futari,8.4,1519,1997
tt0318871,Berserk,1,13,Kesshi gyou,8.4,1503,1998
tt0318871,Berserk,1,14,Yume no kagaribi,8.2,1513,1998
tt0318871,Berserk,1,15,Kessen,7.8,1362,1998
tt0318871,Berserk,1,16,Shourisha,8.3,1415,1998
tt0318871,Berserk,1,17,Eikou no shunkan,7.8,1381,1998
tt0318871,Berserk,1,18,Honoo no bohyou,8.3,1406,1998
tt0318871,Berserk,1,19,Wakare,9,1733,1998
tt0318871,Berserk,1,20,Hibana,7.8,1375,1998
tt0318871,Berserk,1,21,Kokuhaku,8.4,1457,1998
tt0318871,Berserk,1,22,Sennyuu,8.9,1617,1998
tt0318871,Berserk,1,23,Zen'yasai,8.9,1695,1998
tt0318871,Berserk,1,24,Shoku,9.2,2056,1998
tt0318871,Berserk,1,25,Eien no koku,9.6,3077,1998
tt2442560,Peaky Blinders,1,1,Episode #1.1,8,15956,2014
tt2442560,Peaky Blinders,1,2,Episode #1.2,8.2,13466,2014
tt2442560,Peaky Blinders,1,3,Episode #1.3,8.1,12657,2014
tt2442560,Peaky Blinders,1,4,Episode #1.4,8.5,12371,2014
tt2442560,Peaky Blinders,1,5,Episode #1.5,8.8,12980,2014
tt2442560,Peaky Blinders,1,6,Episode #1.6,9.1,14389,2014
tt2442560,Peaky Blinders,2,1,Episode #2.1,8.4,11238,2014
tt2442560,Peaky Blinders,2,2,Episode #2.2,8.2,10522,2014
tt2442560,Peaky Blinders,2,3,Episode #2.3,8.5,10333,2014
tt2442560,Peaky Blinders,2,4,Episode #2.4,8.3,10101,2014
tt2442560,Peaky Blinders,2,5,Episode #2.5,8.7,10300,2014
tt2442560,Peaky Blinders,2,6,Episode #2.6,9.5,16904,2014
tt2442560,Peaky Blinders,3,1,Episode #3.1,8.1,10296,2016
tt2442560,Peaky Blinders,3,2,Episode #3.2,8.8,10242,2016
tt2442560,Peaky Blinders,3,3,Episode #3.3,8.5,9467,2016
tt2442560,Peaky Blinders,3,4,Episode #3.4,8.6,9517,2016
tt2442560,Peaky Blinders,3,5,Episode #3.5,8.2,9240,2016
tt2442560,Peaky Blinders,3,6,Episode #3.6,9.5,15103,2016
tt2442560,Peaky Blinders,4,1,The Noose,9.3,15328,2017
tt2442560,Peaky Blinders,4,2,Heathens,9,11013,2017
tt2442560,Peaky Blinders,4,3,Blackbird,8.4,9572,2017
tt2442560,Peaky Blinders,4,4,Dangerous,8.5,9376,2017
tt2442560,Peaky Blinders,4,5,The Duel,8.7,9784,2017
tt2442560,Peaky Blinders,4,6,The Company,9.4,14133,2017
tt2442560,Peaky Blinders,5,1,Black Tuesday,8.2,10619,2019
tt2442560,Peaky Blinders,5,2,Black Cats,8.7,10031,2019
tt2442560,Peaky Blinders,5,3,Strategy,8.3,8935,2019
tt2442560,Peaky Blinders,5,4,The Loop,8.8,9390,2019
tt2442560,Peaky Blinders,5,5,The Shock,8.5,8501,2019
tt2442560,Peaky Blinders,5,6,Mr. Jones,9.2,12283,2019
tt2442560,Peaky Blinders,6,1,Black Day,8.8,13590,2022
tt2442560,Peaky Blinders,6,2,Black Shirt,8.2,9802,2022
tt2442560,Peaky Blinders,6,3,Gold,8,10835,2022
tt2442560,Peaky Blinders,6,4,Sapphire,8,8584,2022
tt2442560,Peaky Blinders,6,5,The Road to Hell,8,9131,2022
tt2442560,Peaky Blinders,6,6,Lock and Key,9.3,15875,2022
tt0248654,Six Feet Under,1,1,Pilot,8.7,5411,2001
tt0248654,Six Feet Under,1,2,The Will,8,3699,2001
tt0248654,Six Feet Under,1,3,The Foot,8.3,3546,2001
tt0248654,Six Feet Under,1,4,Familia,8.3,3431,2001
tt0248654,Six Feet Under,1,5,An Open Book,8.2,3257,2001
tt0248654,Six Feet Under,1,6,The Room,8.6,3395,2001
tt0248654,Six Feet Under,1,7,Brotherhood,8,2983,2001
tt0248654,Six Feet Under,1,8,Crossroads,8,2908,2001
tt0248654,Six Feet Under,1,9,Life's Too Short,8.6,3047,2001
tt0248654,Six Feet Under,1,10,The New Person,8.3,2845,2001
tt0248654,Six Feet Under,1,11,The Trip,8.3,2808,2001
tt0248654,Six Feet Under,1,12,A Private Life,8.8,3144,2001
tt0248654,Six Feet Under,1,13,"Knock, Knock",8.7,3022,2001
tt0248654,Six Feet Under,2,1,In the Game,8.3,2722,2002
tt0248654,Six Feet Under,2,2,"Out, Out, Brief Candle",8.2,2505,2002
tt0248654,Six Feet Under,2,3,The Plan,8.2,2450,2002
tt0248654,Six Feet Under,2,4,Driving Mr. Mossback,8.4,2503,2002
tt0248654,Six Feet Under,2,5,The Invisible Woman,8.4,2459,2002
tt0248654,Six Feet Under,2,6,In Place of Anger,8.1,2322,2002
tt0248654,Six Feet Under,2,7,Back to the Garden,8,2367,2002
tt0248654,Six Feet Under,2,8,It's the Most Wonderful Time of the Year,9,2943,2002
tt0248654,Six Feet Under,2,9,Someone Else's Eyes,7.9,2295,2002
tt0248654,Six Feet Under,2,10,The Secret,8.1,2285,2002
tt0248654,Six Feet Under,2,11,The Liar and the Whore,8.3,2291,2002
tt0248654,Six Feet Under,2,12,I'll Take You,8.9,2752,2002
tt0248654,Six Feet Under,2,13,The Last Time,9.2,2989,2002
tt0248654,Six Feet Under,3,1,Perfect Circles,8.2,2551,2003
tt0248654,Six Feet Under,3,2,You Never Know,7.8,2188,2003
tt0248654,Six Feet Under,3,3,The Eye Inside,7.8,2160,2003
tt0248654,Six Feet Under,3,4,Nobody Sleeps,8.6,2504,2003
tt0248654,Six Feet Under,3,5,The Trap,7.8,2124,2003
tt0248654,Six Feet Under,3,6,Making Love Work,7.9,2211,2003
tt0248654,Six Feet Under,3,7,Timing & Space,8,2123,2003
tt0248654,Six Feet Under,3,8,"Tears, Bones and Desire",7.9,2140,2003
tt0248654,Six Feet Under,3,9,The Opening,8,2063,2003
tt0248654,Six Feet Under,3,10,Everyone Leaves,8.4,2198,2003
tt0248654,Six Feet Under,3,11,Death Works Overtime,8.9,2403,2003
tt0248654,Six Feet Under,3,12,Twilight,8.4,2199,2003
tt0248654,Six Feet Under,3,13,"I'm Sorry, I'm Lost",9.2,3043,2003
tt0248654,Six Feet Under,4,1,Falling into Place,9,2991,2004
tt0248654,Six Feet Under,4,2,In Case of Rapture,7.8,2066,2004
tt0248654,Six Feet Under,4,3,Parallel Play,8,2140,2004
tt0248654,Six Feet Under,4,4,Can I Come Up Now?,7.7,2024,2004
tt0248654,Six Feet Under,4,5,That's My Dog,8.8,3457,2004
tt0248654,Six Feet Under,4,6,Terror Starts at Home,8.3,2134,2004
tt0248654,Six Feet Under,4,7,The Dare,7.9,2023,2004
tt0248654,Six Feet Under,4,8,Coming and Going,8,2002,2004
tt0248654,Six Feet Under,4,9,Grinding the Corn,7.6,2011,2004
tt0248654,Six Feet Under,4,10,The Black Forest,7.7,1969,2004
tt0248654,Six Feet Under,4,11,Bomb Shelter,8,2000,2004
tt0248654,Six Feet Under,4,12,Untitled,9.1,2819,2004
tt0248654,Six Feet Under,5,1,A Coat of White Primer,8.4,2272,2005
tt0248654,Six Feet Under,5,2,Dancing for Me,7.9,2131,2005
tt0248654,Six Feet Under,5,3,Hold My Hand,8.2,2083,2005
tt0248654,Six Feet Under,5,4,Time Flies,8.7,2388,2005
tt0248654,Six Feet Under,5,5,Eat a Peach,8.1,2050,2005
tt0248654,Six Feet Under,5,6,The Rainbow of Her Reasons,8.5,2242,2005
tt0248654,Six Feet Under,5,7,The Silence,8,2085,2005
tt0248654,Six Feet Under,5,8,Singing for Our Lives,8.7,2348,2005
tt0248654,Six Feet Under,5,9,Ecotone,9.5,4004,2005
tt0248654,Six Feet Under,5,10,All Alone,9.7,5704,2005
tt0248654,Six Feet Under,5,11,Static,9.1,3163,2005
tt0248654,Six Feet Under,5,12,Everyone's Waiting,9.9,15325,2005
tt0384766,Rome,1,1,The Stolen Eagle,8,3650,2005
tt0384766,Rome,1,2,How Titus Pullo Brought Down the Republic,8.2,3157,2005
tt0384766,Rome,1,3,An Owl in a Thornbush,8,2924,2005
tt0384766,Rome,1,4,Stealing from Saturn,7.9,3077,2005
tt0384766,Rome,1,5,The Ram Has Touched the Wall,8.1,2799,2005
tt0384766,Rome,1,6,Egeria,8,2696,2005
tt0384766,Rome,1,7,Pharsalus,8.4,2688,2005
tt0384766,Rome,1,8,Caesarion,8.4,2713,2005
tt0384766,Rome,1,9,Utica,8.2,2589,2005
tt0384766,Rome,1,10,Triumph,8.3,2561,2005
tt0384766,Rome,1,11,The Spoils,8.9,2952,2005
tt0384766,Rome,1,12,Kalends of February,9.2,3218,2005
tt0384766,Rome,2,1,Passover,8.7,2666,2007
tt0384766,Rome,2,2,Son of Hades,8.4,2444,2007
tt0384766,Rome,2,3,These Being the Words of Marcus Tullius Cicero,8.1,2354,2007
tt0384766,Rome,2,4,Testudo et Lepus (The Tortoise and the Hare),8.4,2387,2007
tt0384766,Rome,2,5,Heroes of the Republic,8.2,2285,2007
tt0384766,Rome,2,6,Philippi,8.7,2471,2007
tt0384766,Rome,2,7,Death Mask,8.1,2279,2007
tt0384766,Rome,2,8,A Necessary Fiction,8.6,2318,2007
tt0384766,Rome,2,9,Deus Impeditio Esuritori Nullus (No God Can Stop a Hungry Man),8.6,2328,2007
tt0384766,Rome,2,10,De Patre Vostro (About Your Father),9,2749,2007
tt0118421,Oz,1,1,The Routine,8.5,3527,1997
tt0118421,Oz,1,2,"Visits, Conjugal and Otherwise",8.1,2924,1997
tt0118421,Oz,1,3,God's Chillin',8,2755,1997
tt0118421,Oz,1,4,Capital P,8.3,2687,1997
tt0118421,Oz,1,5,Straight Life,8.2,2557,1997
tt0118421,Oz,1,6,To Your Health,8.4,2528,1997
tt0118421,Oz,1,7,Plan B,8.8,2655,1997
tt0118421,Oz,1,8,A Game of Checkers,9.2,3239,1997
tt0118421,Oz,2,1,The Tip,8,2430,1998
tt0118421,Oz,2,2,Ancient Tribes,8,2361,1998
tt0118421,Oz,2,3,Great Men,8,2329,1998
tt0118421,Oz,2,4,Losing Your Appeal,8,2336,1998
tt0118421,Oz,2,5,Family Bizness,8.1,2310,1998
tt0118421,Oz,2,6,Strange Bedfellows,8.1,2319,1998
tt0118421,Oz,2,7,Animal Farm,8.1,2291,1998
tt0118421,Oz,2,8,Escape from Oz,8.7,2547,1998
tt0118421,Oz,3,1,The Truth and Nothing But...,8.6,2298,1999
tt0118421,Oz,3,2,Napoleon's Boney Parts,8.2,2227,1999
tt0118421,Oz,3,3,Legs,8.3,2220,1999
tt0118421,Oz,3,4,Unnatural Disasters,8.4,2258,1999
tt0118421,Oz,3,5,U.S. Male,8.3,2198,1999
tt0118421,Oz,3,6,Cruel and Unusual Punishments,8.1,2189,1999
tt0118421,Oz,3,7,Secret Identities,8.4,2212,1999
tt0118421,Oz,3,8,Out o' Time,8.2,2229,1999
tt0118421,Oz,4,1,A Cock and Balls Story,8.8,2379,2000
tt0118421,Oz,4,2,Obituaries,8.1,2167,2000
tt0118421,Oz,4,3,The Bill of Wrongs,8.3,2167,2000
tt0118421,Oz,4,4,Works of Mercy,8.5,2197,2000
tt0118421,Oz,4,5,Gray Matter,8.5,2175,2000
tt0118421,Oz,4,6,A Word to the Wise,8.3,2146,2000
tt0118421,Oz,4,7,A Town Without Pity,8.8,2323,2000
tt0118421,Oz,4,8,You Bet Your Life,9.1,2528,2000
tt0118421,Oz,4,9,Medium Rare,8.3,2149,2001
tt0118421,Oz,4,10,Conversions,8.2,2177,2001
tt0118421,Oz,4,11,Revenge Is Sweet,8.4,2256,2001
tt0118421,Oz,4,12,Cuts Like a Knife,8.6,2204,2001
tt0118421,Oz,4,13,Blizzard of '01,8.1,2083,2001
tt0118421,Oz,4,14,Orpheus Descending,8.2,2092,2001
tt0118421,Oz,4,15,Even the Score,8.1,2083,2001
tt0118421,Oz,4,16,Famous Last Words,8.8,2239,2001
tt0118421,Oz,5,1,Visitation,8.4,2148,2002
tt0118421,Oz,5,2,Laws of Gravity,7.9,2040,2002
tt0118421,Oz,5,3,Dream a Little Dream of Me,8,2027,2002
tt0118421,Oz,5,4,"Next Stop, Valhalla",8.2,2038,2002
tt0118421,Oz,5,5,Wheel of Fortune,8.3,2044,2002
tt0118421,Oz,5,6,Variety,8.5,2155,2002
tt0118421,Oz,5,7,Good Intentions,8.2,2023,2002
tt0118421,Oz,5,8,Impotence,8.5,2100,2002
tt0118421,Oz,6,1,Dead Man Talking,8,2116,2003
tt0118421,Oz,6,2,"See No Evil, Hear No Evil, Smell No Evil",8.2,2046,2003
tt0118421,Oz,6,3,Sonata da Oz,8.6,2144,2003
tt0118421,Oz,6,4,A Failure to Communicate,8,2032,2003
tt0118421,Oz,6,5,4giveness,8,2048,2003
tt0118421,Oz,6,6,A Day in the Death...,8.9,2401,2003
tt0118421,Oz,6,7,Junkyard Dawgs,8.3,2041,2003
tt0118421,Oz,6,8,Exeunt Omnes,8.6,2476,2003
tt5753856,Dark,1,1,Geheimnisse,8.2,18533,2017
tt5753856,Dark,1,2,Lügen,8,18018,2017
tt5753856,Dark,1,3,Gestern und heute,8.5,15816,2017
tt5753856,Dark,1,4,Doppelleben,8.1,14907,2017
tt5753856,Dark,1,5,Wahrheiten,8.9,15807,2017
tt5753856,Dark,1,6,Sic Mundus Creatus Est,9,15462,2017
tt5753856,Dark,1,7,Kreuzwege,8.6,14275,2017
tt5753856,Dark,1,8,"Was man sät, das wird man ernten",9.1,15302,2017
tt5753856,Dark,1,9,Alles ist jetzt,8.6,14019,2017
tt5753856,Dark,1,10,Alpha und Omega,9.1,15948,2017
tt5753856,Dark,2,1,Anfänge und Enden,8.6,15391,2019
tt5753856,Dark,2,2,Dunkle Materie,8.8,14417,2019
tt5753856,Dark,2,3,Gespenster,9,14405,2019
tt5753856,Dark,2,4,Die Reisenden,9.4,15929,2019
tt5753856,Dark,2,5,Vom Suchen und Finden,9.2,14485,2019
tt5753856,Dark,2,6,Ein unendlicher Kreis,9.5,18488,2019
tt5753856,Dark,2,7,Der weiße Teufel,9.1,14321,2019
tt5753856,Dark,2,8,Enden und Anfänge,9.4,17496,2019
tt5753856,Dark,3,1,Deja-vu,8.8,16272,2020
tt5753856,Dark,3,2,Die Überlebenden,8.6,14879,2020
tt5753856,Dark,3,3,Adam und Eva,8.6,14607,2020
tt5753856,Dark,3,4,Der Ursprung,8.8,14796,2020
tt5753856,Dark,3,5,Leben und Tod,9.2,16205,2020
tt5753856,Dark,3,6,Licht und Schatten,9,15522,2020
tt5753856,Dark,3,7,Zwischen der Zeit,9.4,20085,2020
tt5753856,Dark,3,8,Das Paradies,9.6,27713,2020
tt16026746,X-Men '97,1,1,"To Me, My X-Men",8.2,6292,2024
tt16026746,X-Men '97,1,2,Mutant Liberation Begins,9,6377,2024
tt16026746,X-Men '97,1,3,Fire Made Flesh,8.5,5650,2024
tt16026746,X-Men '97,1,4,Motendo/Lifedeath - Part 1,7,5453,2024
tt16026746,X-Men '97,1,5,Remember It,9.7,10343,2024
tt16026746,X-Men '97,1,6,Lifedeath - Part 2,7.7,4739,2024
tt16026746,X-Men '97,1,7,Bright Eyes,8.6,4777,2024
tt16026746,X-Men '97,1,8,Tolerance Is Extinction - Part 1,9.2,5324,2024
tt16026746,X-Men '97,1,9,Tolerance Is Extinction - Part 2,9.3,5116,2024
tt16026746,X-Men '97,1,10,Tolerance Is Extinction - Part 3,9.3,4843,2024
tt16026746,X-Men '97,2,1,Episode #2.1,NA,0,2026
tt16026746,X-Men '97,3,1,Episode #3.1,NA,0,NA
tt0286486,The Shield,1,1,Pilot,8.6,3957,2002
tt0286486,The Shield,1,2,Our Gang,7.8,3079,2002
tt0286486,The Shield,1,3,The Spread,7.6,2957,2002
tt0286486,The Shield,1,4,Dawg Days,7.7,2844,2002
tt0286486,The Shield,1,5,Blowback,8.3,2870,2002
tt0286486,The Shield,1,6,Cherrypoppers,8.3,2751,2002
tt0286486,The Shield,1,7,Pay in Pain,7.9,2686,2002
tt0286486,The Shield,1,8,Cupid & Psycho,8,2705,2002
tt0286486,The Shield,1,9,Throwaway,7.7,2633,2002
tt0286486,The Shield,1,10,Dragonchasers,8.7,2891,2002
tt0286486,The Shield,1,11,Carnivores,7.9,2598,2002
tt0286486,The Shield,1,12,Two Days of Blood,8.2,2716,2002
tt0286486,The Shield,1,13,Circles,8.9,2934,2002
tt0286486,The Shield,2,1,The Quick Fix,8.1,2689,2003
tt0286486,The Shield,2,2,Dead Soldiers,8.7,2707,2003
tt0286486,The Shield,2,3,Partners,8.1,2570,2003
tt0286486,The Shield,2,4,Carte Blanche,8,2461,2003
tt0286486,The Shield,2,5,Greenlit,8.1,2492,2003
tt0286486,The Shield,2,6,Homewrecker,8.2,2460,2003
tt0286486,The Shield,2,7,Barnstormers,8,2440,2003
tt0286486,The Shield,2,8,Scar Tissue,8.3,2498,2003
tt0286486,The Shield,2,9,Co-Pilot,7.4,2486,2003
tt0286486,The Shield,2,10,Coyotes,8,2382,2003
tt0286486,The Shield,2,11,Inferno,8,2382,2003
tt0286486,The Shield,2,12,Breakpoint,8.1,2440,2003
tt0286486,The Shield,2,13,Dominoes Falling,8.7,2654,2003
tt0286486,The Shield,3,1,Playing Tight,8.2,2454,2004
tt0286486,The Shield,3,2,Blood and Water,7.8,2360,2004
tt0286486,The Shield,3,3,Bottom Bitch,7.7,2401,2004
tt0286486,The Shield,3,4,Streaks and Tips,8.4,2491,2004
tt0286486,The Shield,3,5,Mum,8.4,2454,2004
tt0286486,The Shield,3,6,Posse Up,7.8,2334,2004
tt0286486,The Shield,3,7,Safe,7.9,2343,2004
tt0286486,The Shield,3,8,Cracking Ice,8,2350,2004
tt0286486,The Shield,3,9,Slipknot,8.1,2332,2004
tt0286486,The Shield,3,10,What Power Is...,8.3,2380,2004
tt0286486,The Shield,3,11,Strays,8.4,2374,2004
tt0286486,The Shield,3,12,Riceburner,7.8,2242,2004
tt0286486,The Shield,3,13,Fire in the Hole,8.4,2314,2004
tt0286486,The Shield,3,14,All In,8.8,2537,2004
tt0286486,The Shield,3,15,On Tilt,9,2691,2004
tt0286486,The Shield,4,1,The Cure,7.6,2354,2005
tt0286486,The Shield,4,2,Grave,7.4,2288,2005
tt0286486,The Shield,4,3,Bang,7.5,2309,2005
tt0286486,The Shield,4,4,Doghouse,7.6,2303,2005
tt0286486,The Shield,4,5,Tar Baby,8.2,2327,2005
