imdb_id,series_title,season,episode,title,rating,votes,release_year
tt0417299,Avatar: The Last Airbender,2,13,The Drill,8.9,6481,2006
tt0417299,Avatar: The Last Airbender,2,14,City of Walls and Secrets,8.6,6174,2006
tt0417299,Avatar: The Last Airbender,2,15,The Tales of Ba Sing Se,9.3,9452,2006
tt0417299,Avatar: The Last Airbender,2,16,Appa's Lost Days,8.9,6814,2006
tt0417299,Avatar: The Last Airbender,2,17,Lake Laogai,9.1,6662,2006
tt0417299,Avatar: The Last Airbender,2,18,The Earth King,8.5,5926,2006
tt0417299,Avatar: The Last Airbender,2,19,The Guru,9,6683,2006
tt0417299,Avatar: The Last Airbender,2,20,The Crossroads of Destiny,9.6,9031,2006
tt0417299,Avatar: The Last Airbender,3,1,The Awakening,8.6,6432,2007
tt0417299,Avatar: The Last Airbender,3,2,The Headband,8.3,6291,2007
tt0417299,Avatar: The Last Airbender,3,3,The Painted Lady,7.8,6286,2007
tt0417299,Avatar: The Last Airbender,3,4,Sokka's Master,8.8,6723,2007
tt0417299,Avatar: The Last Airbender,3,5,The Beach,8.5,6945,2007
tt0417299,Avatar: The Last Airbender,3,6,The Avatar and the Fire Lord,9.5,8360,2007
tt0417299,Avatar: The Last Airbender,3,7,The Runaway,8.1,5952,2007
tt0417299,Avatar: The Last Airbender,3,8,The Puppetmaster,9.1,7384,2007
tt0417299,Avatar: The Last Airbender,3,9,Nightmares and Daydreams,7.6,6319,2007
tt0417299,Avatar: The Last Airbender,3,10,The Day of Black Sun,9.1,6756,2007
tt0417299,Avatar: The Last Airbender,3,11,"The Day of Black Sun, Part 2: The Eclipse",9.4,7436,2007
tt0417299,Avatar: The Last Airbender,3,12,The Western Air Temple,8.9,6549,2008
tt0417299,Avatar: The Last Airbender,3,13,The Firebending Masters,9.2,7399,2008
tt0417299,Avatar: The Last Airbender,3,14,The Boiling Rock: Part 1,8.7,6263,2008
tt0417299,Avatar: The Last Airbender,3,15,"The Boiling Rock, Part 2",9.2,6875,2008
tt0417299,Avatar: The Last Airbender,3,16,The Southern Raiders,8.9,6745,2008
tt0417299,Avatar: The Last Airbender,3,17,The Ember Island Players,8.5,6853,2008
tt0417299,Avatar: The Last Airbender,3,18,"Sozin's Comet, Part 1: The Phoenix King",9,7511,2008
tt0417299,Avatar: The Last Airbender,3,19,"Sozin's Comet, Part 2: The Old Masters",9.5,8508,2008
tt0417299,Avatar: The Last Airbender,3,20,"Sozin's Comet, Part 3: Into the Inferno",9.8,13009,2008
tt0417299,Avatar: The Last Airbender,3,21,"Sozin's Comet, Part 4: Avatar Aang",9.9,22505,2008
tt0141842,The Sopranos,1,1,Pilot,8.4,16262,1999
tt0141842,The Sopranos,1,2,46 Long,8.2,12901,1999
tt0141842,The Sopranos,1,3,"Denial, Anger, Acceptance",8.5,12496,1999
tt0141842,The Sopranos,1,4,Meadowlands,8.5,12079,1999
tt0141842,The Sopranos,1,5,College,8.9,13868,1999
tt0141842,The Sopranos,1,6,Pax Soprana,8.4,11465,1999
tt0141842,The Sopranos,1,7,Down Neck,8.3,11097,1999
tt0141842,The Sopranos,1,8,The Legend of Tennessee Moltisanti,8.5,11143,1999
tt0141842,The Sopranos,1,9,Boca,8.5,10995,1999
tt0141842,The Sopranos,1,10,A Hit Is a Hit,7.7,11002,1999
tt0141842,The Sopranos,1,11,Nobody Knows Anything,8.8,10948,1999
tt0141842,The Sopranos,1,12,Isabella,9.1,12194,1999
tt0141842,The Sopranos,1,13,I Dream of Jeannie Cusamano,9.2,12127,1999
tt0141842,The Sopranos,2,1,Guy Walks Into a Psychiatrist's Office,8.2,10035,2000
tt0141842,The Sopranos,2,2,Do Not Resuscitate,8,9748,2000
tt0141842,The Sopranos,2,3,Toodle-Fucking-Oo,8.3,9712,2000
tt0141842,The Sopranos,2,4,Commendatori,8.5,10439,2000
tt0141842,The Sopranos,2,5,Big Girls Don't Cry,8.4,9582,2000
tt0141842,The Sopranos,2,6,The Happy Wanderer,8.6,9762,2000
tt0141842,The Sopranos,2,7,D-Girl,8.7,10126,2000
tt0141842,The Sopranos,2,8,Full Leather Jacket,8.8,9878,2000
tt0141842,The Sopranos,2,9,From Where to Eternity,8.8,9885,2000
tt0141842,The Sopranos,2,10,Bust-Out,8.4,9106,2000
tt0141842,The Sopranos,2,11,House Arrest,8.1,9140,2000
tt0141842,The Sopranos,2,12,The Knight in White Satin Armor,9.3,11919,2000
tt0141842,The Sopranos,2,13,Funhouse,9.4,13050,2000
tt0141842,The Sopranos,3,1,Mr. Ruggerio's Neighborhood,8.6,9727,2001
tt0141842,The Sopranos,3,2,"Proshai, Livushka",8.6,9659,2001
tt0141842,The Sopranos,3,3,Fortunate Son,8.4,8948,2001
tt0141842,The Sopranos,3,4,Employee of the Month,9.1,10767,2001
tt0141842,The Sopranos,3,5,Another Toothpick,8.6,9206,2001
tt0141842,The Sopranos,3,6,University,8.7,9839,2001
tt0141842,The Sopranos,3,7,Second Opinion,8.3,8700,2001
tt0141842,The Sopranos,3,8,He Is Risen,8.2,8593,2001
tt0141842,The Sopranos,3,9,The Telltale Moozadell,8,8587,2001
tt0141842,The Sopranos,3,10,To Save Us All from Satan's Power,8.5,8817,2001
tt0141842,The Sopranos,3,11,Pine Barrens,9.7,20432,2001
tt0141842,The Sopranos,3,12,Amour Fou,9.2,10282,2001
tt0141842,The Sopranos,3,13,Army of One,9.1,9939,2001
tt0141842,The Sopranos,4,1,For All Debts Public and Private,8.2,8601,2002
tt0141842,The Sopranos,4,2,No Show,8.3,8411,2002
tt0141842,The Sopranos,4,3,Christopher,7.7,8962,2002
tt0141842,The Sopranos,4,4,The Weight,8.4,8570,2002
tt0141842,The Sopranos,4,5,Pie-O-My,8,8328,2002
tt0141842,The Sopranos,4,6,Everybody Hurts,8.4,8392,2002
tt0141842,The Sopranos,4,7,Watching Too Much Television,8.1,8152,2002
tt0141842,The Sopranos,4,8,Mergers and Acquisitions,8.1,8039,2002
tt0141842,The Sopranos,4,9,Whoever Did This,9.3,11082,2002
tt0141842,The Sopranos,4,10,"The Strong, Silent Type",8.9,9085,2002
tt0141842,The Sopranos,4,11,Calling All Cars,8,8033,2002
tt0141842,The Sopranos,4,12,Eloise,8.2,8017,2002
tt0141842,The Sopranos,4,13,Whitecaps,9.4,11490,2002
tt0141842,The Sopranos,5,1,Two Tonys,8.6,8556,2004
tt0141842,The Sopranos,5,2,Rat Pack,8.3,7961,2004
tt0141842,The Sopranos,5,3,Where's Johnny?,8.6,8378,2004
tt0141842,The Sopranos,5,4,All Happy Families,8.5,8077,2004
tt0141842,The Sopranos,5,5,Irregular Around the Margins,9.3,10391,2004
tt0141842,The Sopranos,5,6,Sentimental Education,8.1,7877,2004
tt0141842,The Sopranos,5,7,In Camelot,7.8,8191,2004
tt0141842,The Sopranos,5,8,Marco Polo,8.7,8463,2004
tt0141842,The Sopranos,5,9,Unidentified Black Males,8.8,8385,2004
tt0141842,The Sopranos,5,10,Cold Cuts,8.6,8301,2004
tt0141842,The Sopranos,5,11,The Test Dream,8.6,10328,2004
tt0141842,The Sopranos,5,12,Long Term Parking,9.7,14638,2004
tt0141842,The Sopranos,5,13,All Due Respect,9.3,9695,2004
tt0141842,The Sopranos,6,1,Members Only,9.2,10070,2006
tt0141842,The Sopranos,6,2,Join the Club,8.7,9351,2006
tt0141842,The Sopranos,6,3,Mayham,8.8,9293,2006
tt0141842,The Sopranos,6,4,The Fleshy Part of the Thigh,8.4,8117,2006
tt0141842,The Sopranos,6,5,Mr. & Mrs. John Sacrimoni Request,8.8,8455,2006
tt0141842,The Sopranos,6,6,Live Free or Die,8.5,8033,2006
tt0141842,The Sopranos,6,7,Luxury Lounge,8.1,8032,2006
tt0141842,The Sopranos,6,8,Johnny Cakes,8.3,7935,2006
tt0141842,The Sopranos,6,9,The Ride,8.3,8102,2006
tt0141842,The Sopranos,6,10,Moe n' Joe,8,7660,2006
tt0141842,The Sopranos,6,11,Cold Stones,8.7,8159,2006
tt0141842,The Sopranos,6,12,Kaisha,8.2,7837,2006
tt0141842,The Sopranos,6,13,Soprano Home Movies,9.1,9835,2007
tt0141842,The Sopranos,6,14,Stage 5,8.8,8592,2007
tt0141842,The Sopranos,6,15,Remember When,8.5,8180,2007
tt0141842,The Sopranos,6,16,Chasing It,7.8,8175,2007
tt0141842,The Sopranos,6,17,Walk Like a Man,8.9,9052,2007
tt0141842,The Sopranos,6,18,Kennedy and Heidi,9.2,11200,2007
tt0141842,The Sopranos,6,19,The Second Coming,9.3,10019,2007
tt0141842,The Sopranos,6,20,The Blue Comet,9.6,12523,2007
tt0141842,The Sopranos,6,21,Made in America,9.4,17228,2007
tt6769208,Blue Planet II,1,1,One Ocean,9.1,1671,2018
tt6769208,Blue Planet II,1,2,The Deep,9.1,1547,2018
tt6769208,Blue Planet II,1,3,Coral Reefs,9,1298,2018
tt6769208,Blue Planet II,1,4,Big Blue,8.8,1148,2017
tt6769208,Blue Planet II,1,5,Green Seas,8.9,1088,2017
tt6769208,Blue Planet II,1,6,Coasts,8.8,1004,2017
tt6769208,Blue Planet II,1,7,Our Blue Planet,8.4,912,2017
tt2395695,Cosmos: A Spacetime Odyssey,1,1,Standing Up in the Milky Way,9.1,3717,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,2,Some of the Things That Molecules Do,8.9,2828,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,3,When Knowledge Conquered Fear,9,2572,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,4,A Sky Full of Ghosts,9.1,2436,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,5,Hiding in the Light,9,2175,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,6,"Deeper, Deeper, Deeper Still",8.7,1945,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,7,The Clean Room,8.8,1937,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,8,Sisters of the Sun,8.9,1828,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,9,The Lost Worlds of Planet Earth,9,1801,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,10,The Electric Boy,9.1,1822,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,11,The Immortals,9,1758,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,12,The World Set Free,9.1,1671,2014
tt2395695,Cosmos: A Spacetime Odyssey,1,13,Unafraid of the Dark,9.4,1870,2014
tt0081846,Cosmos,1,1,The Shores of the Cosmic Ocean,8.9,911,1980
tt0081846,Cosmos,1,2,One Voice in the Cosmic Fugue,9,748,1980
tt0081846,Cosmos,1,3,Harmony of the Worlds,8.8,693,1980
tt0081846,Cosmos,1,4,Heaven and Hell,8.9,652,1980
tt0081846,Cosmos,1,5,Blues for a Red Planet,8.9,641,1980
tt0081846,Cosmos,1,6,Travellers' Tales,8.8,610,1980
tt0081846,Cosmos,1,7,The Backbone of Night,8.8,606,1980
tt0081846,Cosmos,1,8,Journeys in Space and Time,9.1,631,1980
tt0081846,Cosmos,1,9,The Lives of the Stars,9,595,1980
tt0081846,Cosmos,1,10,The Edge of Forever,9,599,1980
tt0081846,Cosmos,1,11,The Persistence of Memory,8.7,573,1980
tt0081846,Cosmos,1,12,Encyclopaedia Galactica,8.9,572,1980
tt0081846,Cosmos,1,13,Who Speaks for Earth?,9,585,1980
tt9253866,Our Planet,1,1,One Planet,9,2722,2019
tt9253866,Our Planet,1,2,Frozen Worlds,9.2,2355,2019
tt9253866,Our Planet,1,3,Jungles,9.1,2046,2019
tt9253866,Our Planet,1,4,Coastal Seas,8.8,1824,2019
tt9253866,Our Planet,1,5,From Deserts to Grasslands,8.8,1670,2019
tt9253866,Our Planet,1,6,The High Seas,9,1668,2019
tt9253866,Our Planet,1,7,Fresh Water,8.8,1538,2019
tt9253866,Our Planet,1,8,Forests,9.1,1624,2019
tt9253866,Our Planet,2,1,World on the Move,8.6,625,2023
tt9253866,Our Planet,2,2,Following the Sun,8.6,535,2023
tt9253866,Our Planet,2,3,The Next Generation,8.8,513,2023
tt9253866,Our Planet,2,4,Freedom to Roam,8.2,2182,2023
tt0944947,Game of Thrones,1,0,Game of Thrones: Unaired Original Pilot,9.2,4564,2009
tt0944947,Game of Thrones,1,1,Winter Is Coming,8.9,64227,2011
tt0944947,Game of Thrones,1,2,The Kingsroad,8.6,48551,2011
tt0944947,Game of Thrones,1,3,Lord Snow,8.5,45958,2011
tt0944947,Game of Thrones,1,4,"Cripples, Bastards, and Broken Things",8.6,43787,2011
tt0944947,Game of Thrones,1,5,The Wolf and the Lion,9,45606,2011
tt0944947,Game of Thrones,1,6,A Golden Crown,9.1,45005,2011
tt0944947,Game of Thrones,1,7,You Win or You Die,9.2,45709,2011
tt0944947,Game of Thrones,1,8,The Pointy End,8.9,42706,2011
tt0944947,Game of Thrones,1,9,Baelor,9.6,60076,2011
tt0944947,Game of Thrones,1,10,Fire and Blood,9.4,52077,2011
tt0944947,Game of Thrones,2,1,The North Remembers,8.6,40151,2012
tt0944947,Game of Thrones,2,2,The Night Lands,8.3,38115,2012
tt0944947,Game of Thrones,2,3,What Is Dead May Never Die,8.7,37670,2012
tt0944947,Game of Thrones,2,4,Garden of Bones,8.6,36683,2012
tt0944947,Game of Thrones,2,5,The Ghost of Harrenhal,8.6,36858,2012
tt0944947,Game of Thrones,2,6,The Old Gods and the New,8.9,38414,2012
tt0944947,Game of Thrones,2,7,A Man Without Honor,8.8,37289,2012
tt0944947,Game of Thrones,2,8,The Prince of Winterfell,8.6,36736,2012
tt0944947,Game of Thrones,2,9,Blackwater,9.7,64523,2012
tt0944947,Game of Thrones,2,10,Valar Morghulis,9.3,44603,2012
tt0944947,Game of Thrones,3,1,Valar Dohaeris,8.6,38853,2013
tt0944947,Game of Thrones,3,2,"Dark Wings, Dark Words",8.4,36104,2013
tt0944947,Game of Thrones,3,3,Walk of Punishment,8.7,36538,2013
tt0944947,Game of Thrones,3,4,And Now His Watch Is Ended,9.5,49195,2013
tt0944947,Game of Thrones,3,5,Kissed by Fire,8.9,38026,2013
tt0944947,Game of Thrones,3,6,The Climb,8.7,37135,2013
tt0944947,Game of Thrones,3,7,The Bear and the Maiden Fair,8.6,36014,2013
tt0944947,Game of Thrones,3,8,Second Sons,8.9,36769,2013
tt0944947,Game of Thrones,3,9,The Rains of Castamere,9.9,136704,2013
tt0944947,Game of Thrones,3,10,Mhysa,9.1,41379,2013
tt0944947,Game of Thrones,4,1,Two Swords,9,44625,2014
tt0944947,Game of Thrones,4,2,The Lion and the Rose,9.7,70171,2014
tt0944947,Game of Thrones,4,3,Breaker of Chains,8.7,39048,2014
tt0944947,Game of Thrones,4,4,Oathkeeper,8.7,37693,2014
tt0944947,Game of Thrones,4,5,First of His Name,8.6,36998,2014
tt0944947,Game of Thrones,4,6,The Laws of Gods and Men,9.7,70050,2014
tt0944947,Game of Thrones,4,7,Mockingbird,9,40644,2014
