season,episode,title,rating,votes
1,1,Pilot,8.3,6499
1,2,Ghosts,7.9,4906
1,3,Mission Creep,8,4513
1,4,Cura Te Ipsum,8.3,4406
1,5,Judgement,8.3,4232
1,6,The Fix,8.6,4484
1,7,Witness,8.8,4720
1,8,Foe,8.1,4117
1,9,Get Carter,8.7,4304
1,10,Number Crunch,9.1,4860
1,11,Super,8.7,4157
1,12,Legacy,8.2,3769
1,13,Root Cause,8.8,4295
1,14,Wolf and Cub,8,3744
1,15,Blue Code,8.5,3827
1,16,Risk,8.3,3681
1,17,Baby Blue,8.6,3930
1,18,Identity Crisis,8.4,3671
1,19,Flesh and Blood,9,4177
1,20,Matsya Nyaya,8.8,3934
1,21,Many Happy Returns,9.1,4485
1,22,No Good Deed,9,4016
1,23,Firewall,9.6,7523
2,1,The Contingency,9,4441
2,2,Bad Code,9,3995
2,3,Masquerade,8.3,3399
2,4,Triggerman,8,3257
2,5,Bury the Lede,8.6,3568
2,6,The High Road,8.3,3198
2,7,Critical,8.4,3331
2,8,Til Death,8.1,3257
2,9,C.O.D.,8.1,3096
2,10,Shadow Box,8.7,3552
2,11,2 Pi R,8.8,3836
2,12,Prisoner's Dilemma,9.4,4573
2,13,Dead Reckoning,9.2,3991
2,14,One Percent,8.3,3181
2,15,Booked Solid,8.5,3235
2,16,Relevance,9.3,5060
2,17,Proteus,8.4,3304
2,18,All In,8.2,3010
2,19,Trojan Horse,8.6,3240
2,20,In Extremis,8.8,3371
2,21,Zero Day,9.4,4452
2,22,God Mode,9.5,5349
3,1,Liberty,8.3,3452
3,2,Nothing to Hide,8.3,3112
3,3,Lady Killer,8.5,3412
3,4,Reasonable Doubt,8,3175
3,5,Razgovor,9.1,3940
3,6,Mors Praematura,9,3618
3,7,The Perfect Mark,8.5,3276
3,8,Endgame,9.4,4669
3,9,The Crossing,9.7,7518
3,10,The Devil's Share,9.7,7353
3,11,Lethe,9.1,3737
3,12,Aletheia,9.1,3628
3,13,4C,8.8,3594
3,14,Provenance,8,2994
3,15,Last Call,8.5,3096
3,16,RAM,9.2,4064
3,17,Root Path,9.1,3521
3,18,Allegiance,8.1,2825
3,19,Most Likely to...,8.6,3037
3,20,Death Benefit,9.1,3535
3,21,Beta,9.2,3610
3,22,A House Divided,9.1,3503
3,23,Deus Ex Machina,9.6,6784
4,1,Panopticon,8.8,3829
4,2,Nautilus,8.8,3523
4,3,Wingman,8.4,3037
4,4,Brotherhood,8.3,3014
4,5,Prophets,9,3596
4,6,Pretenders,8.6,3191
4,7,Honor Among Thieves,8.6,3144
4,8,Point of Origin,8.7,3178
4,9,The Devil You Know,9.4,4340
4,10,The Cold War,9.1,3703
4,11,If-Then-Else,9.8,14239
4,12,Control-Alt-Delete,9.2,3953
4,13,M.I.A.,8.7,3245
4,14,Guilty,8.3,2867
4,15,Q & A,8.6,3008
4,16,Blunt,7.9,2852
4,17,Karma,8.2,2756
4,18,Skip,8.6,3209
4,19,Search and Destroy,8.8,3157
4,20,Terra Incognita,8.8,4212
4,21,Asylum,9.5,4852
4,22,YHWH,9.7,8551
5,1,B.S.O.D.,9.2,4740
5,2,SNAFU,9.1,3834
5,3,Truth Be Told,8.6,3459
5,4,"6,741",9.3,5690
5,5,ShotSeeker,8.8,3395
5,6,A More Perfect Union,8.3,3258
5,7,QSO,8.8,3460
5,8,Reassortment,8.8,3353
5,9,Sotto Voce,9.2,3873
5,10,The Day the World Went Away,9.7,7238
5,11,Synecdoche,9.2,3878
5,12,.exe,9.5,4492
5,13,Return 0,9.8,13162
