season,episode,title,rating,votes
1,1,Winter Is Coming,8.9,77861
1,2,The Kingsroad,8.6,59112
1,3,Lord Snow,8.5,56031
1,4,"Cripples, Bastards, and Broken Things",8.6,53446
1,5,The Wolf and the Lion,9,56296
1,6,A Golden Crown,9.1,55350
1,7,You Win or You Die,9.2,56154
1,8,The Pointy End,8.9,52315
1,9,Baelor,9.6,76815
1,10,Fire and Blood,9.4,64606
2,1,The North Remembers,8.6,48322
2,2,The Night Lands,8.3,46052
2,3,What Is Dead May Never Die,8.6,45479
2,4,Garden of Bones,8.6,44445
2,5,The Ghost of Harrenhal,8.6,44639
2,6,The Old Gods and the New,8.9,46532
2,7,A Man Without Honor,8.8,45034
2,8,The Prince of Winterfell,8.6,44263
2,9,Blackwater,9.7,84264
2,10,Valar Morghulis,9.3,54637
3,1,Valar Dohaeris,8.6,46444
3,2,"Dark Wings, Dark Words",8.4,43474
3,3,Walk of Punishment,8.7,44003
3,4,And Now His Watch Is Ended,9.5,60893
3,5,Kissed by Fire,8.9,46188
3,6,The Climb,8.7,44749
3,7,The Bear and the Maiden Fair,8.6,43324
3,8,Second Sons,8.9,44605
3,9,The Rains of Castamere,9.9,181801
3,10,Mhysa,9.1,50839
4,1,Two Swords,9,53326
4,2,The Lion and the Rose,9.7,87628
4,3,Breaker of Chains,8.7,46811
4,4,Oathkeeper,8.7,45207
4,5,First of His Name,8.6,44571
4,6,The Laws of Gods and Men,9.7,90247
4,7,Mockingbird,9,49231
4,8,The Mountain and the Viper,9.7,87888
4,9,The Watchers on the Wall,9.6,80094
4,10,The Children,9.7,78725
5,1,The Wars to Come,8.3,45892
5,2,The House of Black and White,8.3,42633
5,3,High Sparrow,8.3,41561
5,4,Sons of the Harpy,8.5,42474
5,5,Kill the Boy,8.5,42655
5,6,"Unbowed, Unbent, Unbroken",7.9,49813
5,7,The Gift,8.8,45092
5,8,Hardhome,9.8,142336
5,9,The Dance of Dragons,9.4,65082
5,10,Mother's Mercy,9.2,63538
6,1,The Red Woman,8.4,56251
6,2,Home,9.2,65262
6,3,Oathbreaker,8.6,50851
6,4,Book of the Stranger,9,55347
6,5,The Door,9.7,107388
6,6,Blood of My Blood,8.3,49783
6,7,The Broken Man,8.5,49062
6,8,No One,8.3,53758
6,9,Battle of the Bastards,9.9,308206
6,10,The Winds of Winter,9.9,227268
7,1,Dragonstone,8.5,67747
7,2,Stormborn,8.8,60905
7,3,The Queen's Justice,9.1,64671
7,4,The Spoils of War,9.7,123683
7,5,Eastwatch,8.6,60649
7,6,Beyond the Wall,9,86708
7,7,The Dragon and the Wolf,9.4,88300
8,1,Winterfell,7.6,158383
8,2,A Knight of the Seven Kingdoms,7.9,158410
8,3,The Long Night,7.5,253415
8,4,The Last of the Starks,5.5,193551
8,5,The Bells,5.9,225227
8,6,The Iron Throne,4,302812
